study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,1,1,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_B109.png,Boot,2,resized_B_A150.png,Känguru,9,resized_B_B180.png,Geist,6,resized_B_A185.png,Gesicht,3,resized_A_A179.png,Drachen,1,resized_B_B143.png,Tanne,14,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,0,0,0,47.88975980000032,,0.001118500000302447,10.066586099999768,10.066595700000107,45.68212219999987,49.66879289999997,0,9,[-0.26083333 -0.08      ],3.2710642000001826,1,1,[-0.24916667  0.23833333],7.907162600000447,59.67812650000087,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,1,2,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_B109.png,Boot,2,resized_B_A150.png,Känguru,9,resized_B_B180.png,Geist,6,resized_B_A185.png,Gesicht,3,resized_A_A179.png,Drachen,1,resized_B_B143.png,Tanne,14,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,1,1,1,59.82376810000096,,,,,,61.6956607000011,1,3,[0.08333333 0.23916667],2.1020976999989216,,,,,64.5823259000008,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,10,3,test item,2-2,resized_A_B08.png,Person,154,resized_A_B54.png,Telefon,14,resized_B_A132.png,Ente,9,resized_B_B193.png,Auge,7,resized_A_B08.png,Person,2,resized_B_A43.png,Blatt,12,resized_A_B15.png,Schwangere,5,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,2,2,2,64.74725240000043,,,,,,66.59975210000084,1,2,[-0.07583333  0.26333333],3.386094499999672,,,,,70.93770530000074,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,10,4,test item,1-2,resized_A_B15.png,Schwangere,170,resized_A_B54.png,Telefon,14,resized_B_A132.png,Ente,9,resized_B_B193.png,Auge,7,resized_A_B08.png,Person,2,resized_B_A43.png,Blatt,12,resized_A_B15.png,Schwangere,5,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,3,3,3,71.09504000000015,,,,,,72.93841170000087,1,5,[-0.27        0.10083333],1.5851003999996465,,,,,75.04065249999985,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,9,5,test item,1-2,resized_B_A188.png,Tür,141,resized_A_A141.png,Pferd,1,resized_A_A148.png,Giraffe,16,resized_A_A04.png,Baum,10,resized_B_A188.png,Tür,2,resized_B_A23.png,Flasche,3,resized_A_A122.png,Sturz,11,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,4,4,4,75.18569610000122,,,,,,77.04178440000032,1,2,[-0.0725  0.245 ],2.5860166999991634,,,,,80.34549390000029,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,9,6,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A141.png,Pferd,1,resized_A_A148.png,Giraffe,16,resized_A_A04.png,Baum,10,resized_B_A188.png,Tür,2,resized_B_A23.png,Flasche,3,resized_A_A122.png,Sturz,11,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,5,5,5,80.48800459999984,,,,,,82.34630199999992,1,3,[0.09666667 0.25416667],1.8348064000001614,,,,,84.73255400000016,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,13,7,test item,2-2,resized_B_B167.png,Fliege,151,resized_B_A68.png,Lampe,15,resized_B_A142.png,Reiter,1,resized_A_A113.png,Engel,8,resized_B_B167.png,Fliege,13,resized_B_A20.png,Grill,2,resized_A_B194.png,Raute,5,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,6,6,6,84.88010920000124,,,,,,86.73336700000073,0,8,[0.24916667 0.08583333],5.487817100000029,1,13,[-0.2275 -0.2675],7.6567801000001054,95.4911591,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,13,8,test item,1-2,resized_A_A113.png,Engel,139,resized_B_A68.png,Lampe,15,resized_B_A142.png,Reiter,1,resized_A_A113.png,Engel,8,resized_B_B167.png,Fliege,13,resized_B_A20.png,Grill,2,resized_A_B194.png,Raute,5,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,7,7,7,95.63066249999974,,,,,,97.49226950000048,1,8,[0.27916667 0.115     ],3.053207899998597,,,,,101.36323919999995,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,2,9,test item,2-2,resized_A_B196.png,Fenster,152,resized_A_A90.png,Fabrik,6,resized_A_A139.png,Gans,14,resized_B_B73.png,Treppe,9,resized_A_A76.png,Mauer,5,resized_A_B196.png,Fenster,11,resized_A_B22.png,Kreisel,15,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,8,8,8,101.50740600000063,,,,,,103.38065460000144,1,11,[ 0.09416667 -0.0925    ],3.4199631999999838,,,,,107.66844670000137,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,2,B,2,10,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_A90.png,Fabrik,6,resized_A_A139.png,Gans,14,resized_B_B73.png,Treppe,9,resized_A_A76.png,Mauer,5,resized_A_B196.png,Fenster,11,resized_A_B22.png,Kreisel,15,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,9,9,9,107.8084644999999,,,,,,109.66927740000028,1,9,[-0.22833333 -0.0875    ],3.236436799999865,,,,,113.37329040000077,,,113,B,2,2024-10-30_13h38.19.399,task,2023.2.2,60.28072734711556,2024-10-30 13h38.28.837455 +0100,
