study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,2,1,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A03.png,Kleid,14,resized_B_A197.png,Hirsch,1,resized_B_A153.png,Schwein,5,resized_B_B24.png,Baby,6,resized_A_B55.png,Schlange,16,resized_B_A70.png,Brunnen,12,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,0,0,0,251.71011719998205,,0.0010607999865897,10.061133899987908,10.06114449998131,249.4952970999875,253.4830311999831,1,6,[-0.04333333  0.07      ],3.911666999978479,258.75483180000447,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,2,2,test item,2-2,resized_B_A70.png,Brunnen,183,resized_B_A03.png,Kleid,14,resized_B_A197.png,Hirsch,1,resized_B_A153.png,Schwein,5,resized_B_B24.png,Baby,6,resized_A_B55.png,Schlange,16,resized_B_A70.png,Brunnen,12,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,1,1,1,258.9024658999988,,,,,,260.7556466999813,1,12,[ 0.215      -0.07583333],3.7536825999850407,266.3273669999908,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,12,3,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_B157.png,Hammer,12,resized_B_B19.png,Krawatte,14,resized_B_A06.png,Hut,6,resized_A_B20.png,Kerze,1,resized_B_A123.png,Tänzer,3,resized_B_A54.png,Flamme,5,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,2,2,2,266.4726284999924,,,,,,268.3286785999953,1,5,[-0.2375      0.05083333],4.6044526000041515,274.08443079999415,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,12,4,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_B157.png,Hammer,12,resized_B_B19.png,Krawatte,14,resized_B_A06.png,Hut,6,resized_A_B20.png,Kerze,1,resized_B_A123.png,Tänzer,3,resized_B_A54.png,Flamme,5,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,3,3,3,274.22721260000253,,,,,,276.08523080000305,1,1,[-0.19083333  0.20666667],4.387422200001311,281.4907084000006,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,1,5,test item,2-2,resized_A_B196.png,Fenster,152,resized_A_B192.png,Katze,10,resized_B_A150.png,Känguru,5,resized_B_A185.png,Gesicht,11,resized_A_A76.png,Mauer,16,resized_A_B196.png,Fenster,6,resized_B_A20.png,Grill,8,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,4,4,4,281.63065559999086,,,,,,283.49136200000066,1,6,[-0.09833333  0.0625    ],3.7371839999977965,288.4131148000015,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,1,6,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_B192.png,Katze,10,resized_B_A150.png,Känguru,5,resized_B_A185.png,Gesicht,11,resized_A_A76.png,Mauer,16,resized_A_B196.png,Fenster,6,resized_B_A20.png,Grill,8,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,5,5,5,288.55958689999534,,,,,,290.43063819999225,1,11,[ 0.08166667 -0.05833333],7.539946200005943,299.0724890999845,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,4,7,test item,2-2,resized_B_A23.png,Flasche,153,resized_B_A156.png,Bär,8,resized_B_B175.png,Propeller,15,resized_B_B180.png,Geist,3,resized_B_B73.png,Treppe,14,resized_B_A129.png,Huhn,13,resized_B_A23.png,Flasche,16,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,6,6,6,299.2222947999835,,,,,,301.0896538999805,1,16,[ 0.27666667 -0.23      ],3.186314999999013,306.0281292999862,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,4,8,test item,1-2,resized_B_B73.png,Treppe,137,resized_B_A156.png,Bär,8,resized_B_B175.png,Propeller,15,resized_B_B180.png,Geist,3,resized_B_B73.png,Treppe,14,resized_B_A129.png,Huhn,13,resized_B_A23.png,Flasche,16,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,7,7,7,306.16743149998365,,,,,,308.0286514000036,1,14,[-0.08833333 -0.19916667],4.170288699999219,313.2842202000029,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,13,9,test item,1-2,resized_A_B139.png,Trichter,169,resized_A_A90.png,Fabrik,4,resized_B_B70.png,Quadrat,12,resized_A_A04.png,Baum,10,resized_A_B139.png,Trichter,3,resized_A_B194.png,Raute,9,resized_B_B206.png,Axt,1,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,8,8,8,313.42549749999307,,,,,,315.2848842999956,1,3,[0.05083333 0.21833333],6.305588399991393,322.5418879999779,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,A,13,10,test item,2-2,resized_B_B206.png,Axt,179,resized_A_A90.png,Fabrik,4,resized_B_B70.png,Quadrat,12,resized_A_A04.png,Baum,10,resized_A_B139.png,Trichter,3,resized_A_B194.png,Raute,9,resized_B_B206.png,Axt,1,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,9,9,9,322.68107339998824,,,,,,324.5426792999788,1,1,[-0.2175      0.18916667],7.70717749997857,333.5012894999818,,,,,,,,,,,135,A,1,2024-12-11_13h12.26.305,task,2023.2.2,59.9136404766703,2024-12-11 13h12.35.455611 +0100,
