study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,14,1,test item,1-1,resized_A_B22.png,Kreisel,158,resized_B_B155.png,Messer,12,resized_B_A197.png,Hirsch,6,resized_B_B24.png,Baby,7,resized_A_B22.png,Kreisel,2,resized_A_B39.png,Sessel,4,resized_B_B164.png,kimono,8,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,0,0,0,56.903365799982566,,0.001040700008161366,10.059189999999944,10.059199000010267,54.68862660002196,58.67536619998282,0,7,[0.11166667 0.11083333],2.4533756999881007,1,2,[-0.06916667  0.305     ],4.486926699988544,64.0306653000298,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,14,2,test item,2-1,resized_A_B39.png,Sessel,172,resized_B_B155.png,Messer,12,resized_B_A197.png,Hirsch,6,resized_B_B24.png,Baby,7,resized_A_B22.png,Kreisel,2,resized_A_B39.png,Sessel,4,resized_B_B164.png,kimono,8,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,1,1,1,64.17543940001633,,,,,,66.0314631999936,1,4,[0.235 0.25 ],2.0856997999944724,,,,,69.26852849998977,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,1,3,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_A90.png,Fabrik,10,resized_A_A02.png,Mühle,5,resized_B_B180.png,Geist,14,resized_A_B08.png,Person,1,resized_A_A166.png,Pyramide,2,resized_B_B143.png,Tanne,8,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,2,2,2,69.41167539998423,,,,,,71.26932050002506,1,8,[0.25833333 0.08333333],1.6851842000032775,,,,,73.5716967000044,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,1,4,test item,1-1,resized_B_B180.png,Geist,129,resized_A_A90.png,Fabrik,10,resized_A_A02.png,Mühle,5,resized_B_B180.png,Geist,14,resized_A_B08.png,Person,1,resized_A_A166.png,Pyramide,2,resized_B_B143.png,Tanne,8,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,3,3,3,73.71661230002064,,,,,,75.57292010000674,1,14,[-0.11166667 -0.185     ],1.985263699956704,,,,,78.10887830000138,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,7,5,test item,2-1,resized_A_B194.png,Raute,173,resized_B_A147.png,Hund,1,resized_B_B19.png,Krawatte,9,resized_A_A113.png,Engel,15,resized_B_A23.png,Flasche,2,resized_B_A20.png,Grill,16,resized_A_B194.png,Raute,6,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,4,4,4,78.25572100002319,,,,,,80.11007450002944,1,6,[-0.04166667  0.05      ],2.0021131000248715,,,,,82.74647820001701,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,7,6,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A147.png,Hund,1,resized_B_B19.png,Krawatte,9,resized_A_A113.png,Engel,15,resized_B_A23.png,Flasche,2,resized_B_A20.png,Grill,16,resized_A_B194.png,Raute,6,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,5,5,5,82.88763449998805,,,,,,84.74731040000916,1,16,[ 0.27583333 -0.24166667],2.451943299965933,,,,,87.63349510001717,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,9,7,test item,1-1,resized_A_B56.png,Stuhl,133,resized_B_A187.png,Brücke,12,resized_B_B70.png,Quadrat,4,resized_A_B56.png,Stuhl,6,resized_B_B73.png,Treppe,2,resized_B_A181.png,Wolf,7,resized_B_A123.png,Tänzer,16,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,6,6,6,87.77648120000958,,,,,,89.63469590002205,1,6,[-0.0875      0.05916667],1.4017471999977715,,,,,91.45337559998734,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,9,8,test item,2-1,resized_B_A123.png,Tänzer,174,resized_B_A187.png,Brücke,12,resized_B_B70.png,Quadrat,4,resized_A_B56.png,Stuhl,6,resized_B_B73.png,Treppe,2,resized_B_A181.png,Wolf,7,resized_B_A123.png,Tänzer,16,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,7,7,7,91.59513640002115,,,,,,93.45460970001295,1,16,[ 0.24166667 -0.2125    ],1.9349225999903865,,,,,95.8070841000299,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,8,9,test item,2-1,resized_A_A73.png,Klinge,177,resized_B_A156.png,Bär,11,resized_B_A140.png,Flamingo,10,resized_A_B196.png,Fenster,8,resized_A_A100.png,Ruderer,9,resized_A_A74.png,Rubin,7,resized_A_A73.png,Klinge,2,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,8,8,8,95.95152110001072,,,,,,97.80824929999653,1,2,[-0.07333333  0.28333333],2.70301150000887,,,,,101.09530839999206,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
LEALCO-EEG,149.0,3,A_B,1.0,1.0,training,4,A,8,10,test item,1-1,resized_A_A100.png,Ruderer,162,resized_B_A156.png,Bär,11,resized_B_A140.png,Flamingo,10,resized_A_B196.png,Fenster,8,resized_A_A100.png,Ruderer,9,resized_A_A74.png,Rubin,7,resized_A_A73.png,Klinge,2,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,9,9,9,101.23552919999929,,,,,,103.09608829999343,1,9,[-0.25166667 -0.0675    ],1.434936599980574,,,,,105.09860349999508,,,149,A,4,2025-04-22_16h51.31.569,task,2023.2.2,59.61660561181691,2025-04-22 16h51.42.196237 +0200,
