study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,13,1,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A141.png,Pferd,10,resized_B_C01.png,Kaninchen,12,resized_B_A153.png,Schwein,4,resized_B_B193.png,Auge,1,resized_B_A23.png,Flasche,11,resized_A_A74.png,Rubin,9,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,0,0,0,30.977805599977728,,0.0011060999822802842,10.063271099992562,10.063280700007454,28.75033109996002,32.737910499970894,1,11,[ 0.05333333 -0.06416667],1.9863829999812879,35.25745679996908,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,13,2,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A141.png,Pferd,10,resized_B_C01.png,Kaninchen,12,resized_B_A153.png,Schwein,4,resized_B_B193.png,Auge,1,resized_B_A23.png,Flasche,11,resized_A_A74.png,Rubin,9,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,1,1,1,35.41480569995474,,,,,,37.25837439997122,1,9,[-0.26833333 -0.00416667],1.5517015000223182,39.24415129999397,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,8,3,test item,1-2,resized_B_A36.png,Stern,140,resized_A_B54.png,Telefon,4,resized_B_B70.png,Quadrat,7,resized_B_B180.png,Geist,12,resized_B_A36.png,Stern,5,resized_A_A179.png,Drachen,15,resized_B_A123.png,Tänzer,3,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,2,2,2,39.38652949995594,,,,,,41.24507489998359,1,5,[-0.28083333  0.04333333],1.5518237000214867,43.16437349998159,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,8,4,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_B54.png,Telefon,4,resized_B_B70.png,Quadrat,7,resized_B_B180.png,Geist,12,resized_B_A36.png,Stern,5,resized_A_A179.png,Drachen,15,resized_B_A123.png,Tänzer,3,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,3,3,3,43.3105923999683,,,,,,45.16503899998497,1,15,[ 0.04       -0.28416667],2.669860099966172,48.56890409998596,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,3,5,test item,1-2,resized_B_A188.png,Tür,141,resized_B_A187.png,Brücke,4,resized_B_A150.png,Känguru,9,resized_B_A188.png,Tür,16,resized_B_A77.png,Hang,14,resized_A_A73.png,Klinge,2,resized_A_B33.png,Zünder,10,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,4,4,4,48.712820199958514,,,,,,50.56966129998909,1,16,[ 0.2925     -0.28833333],1.9521030999603681,53.022682899958454,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,3,6,test item,2-2,resized_A_B33.png,Zünder,180,resized_B_A187.png,Brücke,4,resized_B_A150.png,Känguru,9,resized_B_A188.png,Tür,16,resized_B_A77.png,Hang,14,resized_A_A73.png,Klinge,2,resized_A_B33.png,Zünder,10,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,5,5,5,53.17548929998884,,,,,,55.04012239997974,1,10,[-0.03333333 -0.07916667],1.251546600018628,57.092809800000396,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,12,7,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_B192.png,Katze,1,resized_B_B19.png,Krawatte,14,resized_B_A20.png,Grill,7,resized_A_B20.png,Kerze,16,resized_B_B152.png,Säge,3,resized_B_A54.png,Flamme,5,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,6,6,6,57.24588419997599,,,,,,59.09345270000631,1,16,[ 0.1925 -0.2275],1.8348575999843888,61.36300329997903,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,12,8,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_B192.png,Katze,1,resized_B_B19.png,Krawatte,14,resized_B_A20.png,Grill,7,resized_A_B20.png,Kerze,16,resized_B_B152.png,Säge,3,resized_B_A54.png,Flamme,5,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,7,7,7,61.50387309998041,,,,,,63.36373859999003,1,5,[-0.22333333  0.04666667],1.8687843999941833,65.71673779998673,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,11,9,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_A134.png,Vogel,6,resized_A_A148.png,Giraffe,3,resized_B_B73.png,Treppe,10,resized_A_B43.png,Parfüm,16,resized_B_B143.png,Tanne,1,resized_A_B32.png,Kamin,9,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,8,8,8,65.8714406999643,,,,,,67.73401759995613,1,10,[-0.01083333 -0.0325    ],1.80190149997361,69.95344779995503,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
LEALCO-EEG,107.0,1,B-A,3.0,1.0,training,3,A,11,10,test item,2-2,resized_A_B32.png,Kamin,184,resized_A_A134.png,Vogel,6,resized_A_A148.png,Giraffe,3,resized_B_B73.png,Treppe,10,resized_A_B43.png,Parfüm,16,resized_B_B143.png,Tanne,1,resized_A_B32.png,Kamin,9,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,9,9,9,70.10133909998694,,,,,,71.97095170000102,1,9,[-0.25666667 -0.03083333],2.0688145000021905,74.49077609996311,,,107,A,3,2024-10-22_10h12.40.420,task,2023.2.2,59.87292570372751,2024-10-22 10h12.47.389686 +0200,
