study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,13,1,test item,2-2,resized_A_B196.png,Fenster,152,resized_B_A187.png,Brücke,16,resized_B_A135.png,Kamel,2,resized_B_B177.png,Schloss,4,resized_A_B196.png,Fenster,1,resized_B_A176.png,Trophäe,9,resized_A_B194.png,Raute,11,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,0,0,0,57.8191141999996,,0.001153600000179722,10.067520099999456,10.067529800000557,55.60650630000055,59.59321590000036,0,11,[ 0.0525 -0.1025],2.136732100001609,1,1,[-0.26083333  0.22666667],8.774811300001602,70.01928179999959,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,13,2,test item,1-2,resized_B_A176.png,Trophäe,164,resized_B_A187.png,Brücke,16,resized_B_A135.png,Kamel,2,resized_B_B177.png,Schloss,4,resized_A_B196.png,Fenster,1,resized_B_A176.png,Trophäe,9,resized_A_B194.png,Raute,11,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,1,1,1,70.15564579999955,,,,,,72.02043910000066,1,9,[-0.22833333 -0.14333333],2.152411300001404,,,,,75.65792150000016,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,9,3,test item,2-2,resized_B_A70.png,Brunnen,183,resized_B_A68.png,Lampe,12,resized_B_A132.png,Ente,15,resized_B_A188.png,Tür,13,resized_A_B55.png,Schlange,11,resized_B_B49.png,Magnet,1,resized_B_A70.png,Brunnen,5,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,2,2,2,75.79297820000102,,,,,,77.65858780000053,1,5,[-0.21083333  0.05166667],1.7686961999988853,,,,,80.34514069999932,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,9,4,test item,1-2,resized_B_A188.png,Tür,141,resized_B_A68.png,Lampe,12,resized_B_A132.png,Ente,15,resized_B_A188.png,Tür,13,resized_A_B55.png,Schlange,11,resized_B_B49.png,Magnet,1,resized_B_A70.png,Brunnen,5,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,3,3,3,80.49171150000075,,,,,,82.36252770000101,1,13,[-0.19916667 -0.29      ],2.0854980000003707,,,,,85.08245979999992,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,14,5,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A90.png,Fabrik,3,resized_A_A139.png,Gans,1,resized_B_B193.png,Auge,13,resized_B_A23.png,Flasche,5,resized_B_A77.png,Hang,6,resized_A_B20.png,Kerze,2,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,4,4,4,85.25225040000078,,,,,,87.09984170000098,1,5,[-0.235       0.05916667],2.5192889999998442,,,,,90.53699580000102,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,14,6,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A90.png,Fabrik,3,resized_A_A139.png,Gans,1,resized_B_B193.png,Auge,13,resized_B_A23.png,Flasche,5,resized_B_A77.png,Hang,6,resized_A_B20.png,Kerze,2,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,5,5,5,90.69705860000067,,,,,,92.53775049999967,1,2,[-0.11083333  0.23083333],2.436127900000429,,,,,95.62463019999996,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,4,7,test item,1-2,resized_A_B15.png,Schwangere,170,resized_A_A93.png,Haus,4,resized_B_A140.png,Flamingo,15,resized_A_B199.png,Fisch,16,resized_A_B43.png,Parfüm,10,resized_A_B15.png,Schwangere,2,resized_B_B206.png,Axt,5,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,6,6,6,95.76872329999969,,,,,,97.6253912000011,1,2,[-0.1175      0.28416667],1.802289599998403,,,,,99.84493500000099,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,4,8,test item,2-2,resized_B_B206.png,Axt,179,resized_A_A93.png,Haus,4,resized_B_A140.png,Flamingo,15,resized_A_B199.png,Fisch,16,resized_A_B43.png,Parfüm,10,resized_A_B15.png,Schwangere,2,resized_B_B206.png,Axt,5,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,7,7,7,99.99629339999956,,,,,,101.8623692000001,1,5,[-0.20833333  0.09916667],2.2192620999994688,,,,,104.51553020000028,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,5,9,test item,1-2,resized_A_A113.png,Engel,139,resized_B_A147.png,Hund,13,resized_B_B175.png,Propeller,1,resized_A_A113.png,Engel,9,resized_A_A179.png,Drachen,5,resized_B_A43.png,Blatt,11,resized_A_B39.png,Sessel,2,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,8,8,8,104.6662782000003,,,,,,106.5329827000005,1,9,[-0.21333333 -0.0425    ],2.2022047999998904,,,,,109.21948970000085,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,B,5,10,test item,2-2,resized_A_A179.png,Drachen,150,resized_B_A147.png,Hund,13,resized_B_B175.png,Propeller,1,resized_A_A113.png,Engel,9,resized_A_A179.png,Drachen,5,resized_B_A43.png,Blatt,11,resized_A_B39.png,Sessel,2,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,9,9,9,109.3674033999996,,,,,,111.22005809999973,1,5,[-0.26666667  0.07583333],2.3527561000009882,,,,,115.0910229000001,,,105,B,3,2024-10-18_14h14.37.227,task,2023.2.2,59.94621625523599,2024-10-18 14h14.50.497182 +0200,
