study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,3,1,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_A90.png,Fabrik,12,resized_A_B78.png,Pfeil,8,resized_A_A179.png,Drachen,9,resized_A_A100.png,Ruderer,3,resized_A_B20.png,Kerze,16,resized_B_B152.png,Säge,10,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,0,0,0,40.420793999917805,,0.0010154999326914549,10.064259300008416,10.06426929985173,38.20964660006575,42.1971827999223,1,9,[-0.28666667 -0.1       ],2.6202054999303073,45.63431779993698,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,3,2,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A90.png,Fabrik,12,resized_A_B78.png,Pfeil,8,resized_A_A179.png,Drachen,9,resized_A_A100.png,Ruderer,3,resized_A_B20.png,Kerze,16,resized_B_B152.png,Säge,10,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,1,1,1,45.77359070000239,,,,,,47.63505669985898,1,16,[ 0.23583333 -0.18583333],2.719380699796602,51.32233009999618,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,5,3,test item,2-2,resized_B_A33.png,Roboter,156,resized_A_B157.png,Hammer,16,resized_B_A140.png,Flamingo,9,resized_B_A129.png,Huhn,8,resized_B_A33.png,Roboter,3,resized_B_A43.png,Blatt,12,resized_A_B139.png,Trichter,15,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,2,2,2,51.46264649997465,,,,,,53.3231977999676,1,3,[0.0525     0.26833333],2.785926700104028,57.19398929993622,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,5,4,test item,1-2,resized_A_B139.png,Trichter,169,resized_A_B157.png,Hammer,16,resized_B_A140.png,Flamingo,9,resized_B_A129.png,Huhn,8,resized_B_A33.png,Roboter,3,resized_B_A43.png,Blatt,12,resized_A_B139.png,Trichter,15,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,3,3,3,57.34377279994078,,,,,,59.21147149987519,1,15,[ 0.10916667 -0.21916667],1.7854152000509202,61.83111649984494,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,8,5,test item,2-2,resized_B_A70.png,Brunnen,183,resized_B_A187.png,Brücke,8,resized_B_C01.png,Kaninchen,4,resized_B_B24.png,Baby,16,resized_B_B49.png,Magnet,1,resized_A_B39.png,Sessel,15,resized_B_A70.png,Brunnen,13,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,4,4,4,61.9717617998831,,,,,,63.831887000007555,1,13,[-0.27833333 -0.22666667],2.6531394999474287,67.06895269989036,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,8,6,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A187.png,Brücke,8,resized_B_C01.png,Kaninchen,4,resized_B_B24.png,Baby,16,resized_B_B49.png,Magnet,1,resized_A_B39.png,Sessel,15,resized_B_A70.png,Brunnen,13,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,5,5,5,67.20886849984527,,,,,,69.07008249987848,1,16,[ 0.23333333 -0.2425    ],1.9348455001600087,71.98975579999387,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,4,7,test item,2-2,resized_B_B206.png,Axt,179,resized_B_A147.png,Hund,5,resized_B_A197.png,Hirsch,16,resized_B_A36.png,Stern,15,resized_A_A52.png,Stein,7,resized_A_B43.png,Parfüm,4,resized_B_B206.png,Axt,10,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,6,6,6,72.13786479993723,,,,,,74.0072212999221,1,10,[-0.05083333 -0.0725    ],2.585899699945003,77.69447460002266,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,4,8,test item,1-2,resized_B_A36.png,Stern,140,resized_B_A147.png,Hund,5,resized_B_A197.png,Hirsch,16,resized_B_A36.png,Stern,15,resized_A_A52.png,Stein,7,resized_A_B43.png,Parfüm,4,resized_B_B206.png,Axt,10,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,7,7,7,77.83882339997217,,,,,,79.69541939999908,1,15,[ 0.09916667 -0.22      ],1.884976200060919,82.58190250000916,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,7,9,test item,2-2,resized_A_B32.png,Kamin,184,resized_A_B54.png,Telefon,11,resized_B_A135.png,Kamel,16,resized_B_A06.png,Hut,8,resized_B_A188.png,Tür,14,resized_B_A123.png,Tänzer,10,resized_A_B32.png,Kamin,5,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,8,8,8,82.72417709999718,,,,,,84.583012299845,1,5,[-0.23833333  0.09833333],2.685820900136605,88.40338160004467,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
LEALCO-EEG,132.0,2,B-A,4.0,1.0,training,5,A,7,10,test item,1-2,resized_B_A188.png,Tür,141,resized_A_B54.png,Telefon,11,resized_B_A135.png,Kamel,16,resized_B_A06.png,Hut,8,resized_B_A188.png,Tür,14,resized_B_A123.png,Tänzer,10,resized_A_B32.png,Kamin,5,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,9,9,9,88.55214260006323,,,,,,90.42109249997884,1,14,[-0.0325     -0.23833333],2.5356069998815656,94.2917813998647,,,132,A,5,2024-12-04_14h05.53.742,task,2023.2.2,59.868337497497144,2024-12-04 14h06.09.135186 +0100,
