study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,11,1,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A68.png,Lampe,1,resized_A_B78.png,Pfeil,5,resized_A_B168.png,Frau,10,resized_B_B49.png,Magnet,14,resized_B_B143.png,Tanne,4,resized_B_B164.png,kimono,11,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,0,0,0,136.06801160000032,,0.00103270000545308,10.064402299991343,10.06441300001461,133.85585420002462,137.84254520002287,1,14,[-0.04583333 -0.235     ],4.813696300028823,143.61491780000506,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,11,2,test item,2-1,resized_B_B143.png,Tanne,175,resized_B_A68.png,Lampe,1,resized_A_B78.png,Pfeil,5,resized_A_B168.png,Frau,10,resized_B_B49.png,Magnet,14,resized_B_B143.png,Tanne,4,resized_B_B164.png,kimono,11,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,1,1,1,143.75677199999336,,,,,,145.61593430000357,1,4,[0.31416667 0.29      ],3.2030518000246957,149.55327080003917,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,3,3,test item,1-1,resized_B_A43.png,Blatt,159,resized_B_A147.png,Hund,11,resized_A_A02.png,Mühle,13,resized_B_A129.png,Huhn,7,resized_B_A43.png,Blatt,12,resized_A_A74.png,Rubin,10,resized_A_B32.png,Kamin,9,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,2,2,2,149.69549250003183,,,,,,151.55410290003056,0,10,[-0.05333333 -0.05833333],6.722612900019158,163.465053300024,1,12,[ 0.2525     -0.03916667],10.592597800015938,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,3,4,test item,2-1,resized_B_A129.png,Huhn,146,resized_B_A147.png,Hund,11,resized_A_A02.png,Mühle,13,resized_B_A129.png,Huhn,7,resized_B_A43.png,Blatt,12,resized_A_A74.png,Rubin,10,resized_A_B32.png,Kamin,9,34.52,38.1,2.99,3.89,3.54,2.64,3.18,2.14,3.86,17.05,2.64,HF,-0.09,2.43,5.91,3,1,4,nn,4.553519001,11.90291502,0,3,3,3,163.61026510002557,,,,,,165.4824959000107,1,7,[0.07666667 0.07166667],5.2213092999882065,171.18812490004348,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,8,5,test item,2-1,resized_B_B193.png,Auge,145,resized_A_B157.png,Hammer,9,resized_A_A148.png,Giraffe,4,resized_A_B150.png,Rakete,7,resized_B_B24.png,Baby,15,resized_B_B193.png,Auge,13,resized_B_B206.png,Axt,8,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,4,4,4,171.37221240001963,,,,,,173.18896560004214,1,13,[-0.21916667 -0.235     ],3.8871222999878228,177.693765300035,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,8,6,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_B157.png,Hammer,9,resized_A_A148.png,Giraffe,4,resized_A_B150.png,Rakete,7,resized_B_B24.png,Baby,15,resized_B_B193.png,Auge,13,resized_B_B206.png,Axt,8,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,5,5,5,177.85449629998766,,,,,,179.69455060001928,1,7,[0.08666667 0.08833333],2.652523199969437,182.86461119999876,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,7,7,test item,1-1,resized_B_A77.png,Hang,161,resized_B_A187.png,Brücke,7,resized_B_A197.png,Hirsch,6,resized_A_A52.png,Stein,9,resized_A_A179.png,Drachen,5,resized_B_A77.png,Hang,3,resized_A_B15.png,Schwangere,15,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,6,6,6,183.0033173999982,,,,,,184.86552089999896,1,3,[0.11083333 0.2775    ],3.3698227999848314,188.81966660002945,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,7,8,test item,2-1,resized_A_A52.png,Stein,149,resized_B_A187.png,Brücke,7,resized_B_A197.png,Hirsch,6,resized_A_A52.png,Stein,9,resized_A_A179.png,Drachen,5,resized_B_A77.png,Hang,3,resized_A_B15.png,Schwangere,15,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,7,7,7,188.95541080000112,,,,,,190.82054670003708,1,9,[-0.235      -0.13416667],4.737112700007856,196.12575010000728,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,13,9,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_B109.png,Boot,12,resized_B_C01.png,Kaninchen,13,resized_A_B55.png,Schlange,2,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,10,resized_A_A151.png,Fuchs,9,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,8,8,8,196.27674850000767,,,,,,198.12666380003793,1,4,[0.18833333 0.21833333],2.385212199995294,201.0467065999983,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
LEALCO-EEG,115.0,1,B-A,3.0,1.0,training,1,B,13,10,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_B109.png,Boot,12,resized_B_C01.png,Kaninchen,13,resized_A_B55.png,Schlange,2,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,10,resized_A_A151.png,Fuchs,9,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,9,9,9,201.18893150001531,,,,,,203.0475088999956,1,2,[-0.0575      0.25833333],5.55498010001611,209.12017780001042,,,,,,,,,,,115,B,1,2024-11-04_10h22.15.434,task,2023.2.2,59.894944269664094,2024-11-04 10h22.26.807390 +0100,
