study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,5,1,test item,2-2,resized_A_B33.png,Zünder,180,resized_B_A187.png,Brücke,6,resized_B_C01.png,Kaninchen,10,resized_A_A113.png,Engel,7,resized_A_A52.png,Stein,13,resized_B_B49.png,Magnet,11,resized_A_B33.png,Zünder,1,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,0,0,0,36.8661460000003,,0.0011128000005555805,10.067111400001522,10.06712030000017,34.65578790000109,38.64310830000068,1,1,[-0.22916667  0.23833333],2.4710082999990846,41.69671270000072,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,5,2,test item,1-2,resized_A_A113.png,Engel,139,resized_B_A187.png,Brücke,6,resized_B_C01.png,Kaninchen,10,resized_A_A113.png,Engel,7,resized_A_A52.png,Stein,13,resized_B_B49.png,Magnet,11,resized_A_B33.png,Zünder,1,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,1,1,1,41.84292580000147,,,,,,43.71434240000053,1,7,[0.095      0.05833333],2.135205500000666,46.40067890000137,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,4,3,test item,2-2,resized_B_A54.png,Flamme,178,resized_B_A03.png,Kleid,16,resized_B_A132.png,Ente,8,resized_B_B180.png,Geist,2,resized_B_A36.png,Stern,7,resized_B_B193.png,Auge,9,resized_B_A54.png,Flamme,3,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,2,2,2,46.55901180000001,,,,,,48.401383300000816,0,7,[0.0775     0.07583333],4.003816399999778,57.19284510000034,0,9,[-0.26666667 -0.08833333],5.822034099999655,1,3,[0.10666667 0.24583333],7.857148999999481,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,4,4,test item,1-2,resized_B_A36.png,Stern,140,resized_B_A03.png,Kleid,16,resized_B_A132.png,Ente,8,resized_B_B180.png,Geist,2,resized_B_A36.png,Stern,7,resized_B_B193.png,Auge,9,resized_B_A54.png,Flamme,3,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,3,3,3,57.36266109999997,,,,,,59.21051070000067,1,7,[0.075 0.1  ],2.0854285999994318,61.83016769999995,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,13,5,test item,2-2,resized_B_B167.png,Fliege,151,resized_B_A147.png,Hund,9,resized_B_B175.png,Propeller,11,resized_B_A185.png,Gesicht,16,resized_B_A37.png,Tasse,6,resized_B_B167.png,Fliege,12,resized_B_A43.png,Blatt,5,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,4,4,4,61.980020900000454,,,,,,63.84778400000141,1,12,[ 0.255      -0.09333333],3.5534098999996786,67.88549830000011,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,13,6,test item,1-2,resized_B_A185.png,Gesicht,138,resized_B_A147.png,Hund,9,resized_B_B175.png,Propeller,11,resized_B_A185.png,Gesicht,16,resized_B_A37.png,Tasse,6,resized_B_B167.png,Fliege,12,resized_B_A43.png,Blatt,5,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,5,5,5,68.0244573,,,,,,69.88616890000048,1,16,[ 0.26       -0.24083333],2.31914499999948,72.68934050000098,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,10,7,test item,2-2,resized_B_B164.png,kimono,182,resized_A_B192.png,Katze,12,resized_B_B70.png,Quadrat,8,resized_A_B199.png,Fisch,5,resized_A_B43.png,Parfüm,13,resized_B_A11.png,Medaille,16,resized_B_B164.png,kimono,14,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,6,6,6,72.83602570000039,,,,,,74.70691940000142,0,16,[ 0.2475 -0.2725],2.1856595999997808,79.5784721,1,14,[-0.08583333 -0.275     ],4.036618400001316,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,10,8,test item,1-2,resized_B_A11.png,Medaille,167,resized_A_B192.png,Katze,12,resized_B_B70.png,Quadrat,8,resized_A_B199.png,Fisch,5,resized_A_B43.png,Parfüm,13,resized_B_A11.png,Medaille,16,resized_B_B164.png,kimono,14,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,7,7,7,79.72510169999987,,,,,,81.57933310000044,1,16,[ 0.24333333 -0.2625    ],5.137623000000531,87.30158840000149,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,1,9,test item,1-2,resized_A_B168.png,Frau,136,resized_A_A134.png,Vogel,14,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,13,resized_A_B168.png,Frau,5,resized_A_B55.png,Schlange,15,resized_B_A23.png,Flasche,10,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,8,8,8,87.44849890000114,,,,,,89.31920690000152,1,5,[-0.20833333  0.05166667],2.2689291999995476,92.17198760000065,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
LEALCO-EEG,120.0,1,A-B,4.0,2.0,training,2,A,1,10,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A134.png,Vogel,14,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,13,resized_A_B168.png,Frau,5,resized_A_B55.png,Schlange,15,resized_B_A23.png,Flasche,10,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,9,9,9,92.31661400000121,,,,,,94.18989640000109,1,10,[-0.04916667 -0.12416667],2.5192065999999613,97.29327770000054,,,,,,,,,,,120,A,2,2024-11-07_13h24.54.701,task,2023.2.2,60.295338627711644,2024-11-07 13h25.01.912007 +0100,
