study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,10,1,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_B54.png,Telefon,8,resized_B_A132.png,Ente,2,resized_A_B55.png,Schlange,12,resized_A_B22.png,Kreisel,15,resized_A_B15.png,Schwangere,1,resized_A_B32.png,Kamin,16,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,0,0,0,35.46491100000003,,0.0011008000001311302,10.06628339999952,10.06629359999988,33.255461300000206,37.242912499999875,1,12,[ 0.25666667 -0.06416667],3.5044236000003366,41.39719779999996,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,10,2,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B54.png,Telefon,8,resized_B_A132.png,Ente,2,resized_A_B55.png,Schlange,12,resized_A_B22.png,Kreisel,15,resized_A_B15.png,Schwangere,1,resized_A_B32.png,Kamin,16,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,1,1,1,41.53334730000006,,,,,,43.39813749999939,1,15,[ 0.05666667 -0.2575    ],3.55292129999998,47.58598679999977,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,2,3,test item,1-1,resized_A_B150.png,Rakete,134,resized_B_B155.png,Messer,5,resized_B_A197.png,Hirsch,6,resized_A_B150.png,Rakete,7,resized_B_B73.png,Treppe,12,resized_A_A122.png,Sturz,9,resized_B_B206.png,Axt,11,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,2,2,2,47.7234398999999,,,,,,49.58669219999956,1,7,[0.06666667 0.09666667],2.869491399999788,53.27399129999958,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,2,4,test item,2-1,resized_A_A122.png,Sturz,176,resized_B_B155.png,Messer,5,resized_B_A197.png,Hirsch,6,resized_A_B150.png,Rakete,7,resized_B_B73.png,Treppe,12,resized_A_A122.png,Sturz,9,resized_B_B206.png,Axt,11,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,3,3,3,53.41069509999943,,,,,,55.27489349999996,1,9,[-0.23916667 -0.07166667],5.538366200000382,61.76444589999937,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,11,5,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A156.png,Bär,2,resized_B_B19.png,Krawatte,10,resized_B_B177.png,Schloss,15,resized_A_B168.png,Frau,9,resized_B_A181.png,Wolf,3,resized_B_B143.png,Tanne,8,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,4,4,4,61.911569699999745,,,,,,63.781969699999536,1,15,[ 0.09 -0.25],5.021226500000012,69.52097270000013,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,11,6,test item,2-1,resized_B_B143.png,Tanne,175,resized_B_A156.png,Bär,2,resized_B_B19.png,Krawatte,10,resized_B_B177.png,Schloss,15,resized_A_B168.png,Frau,9,resized_B_A181.png,Wolf,3,resized_B_B143.png,Tanne,8,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,5,5,5,69.66325580000012,,,,,,71.5218363999993,1,8,[0.26583333 0.08083333],2.919893000000229,74.99223230000007,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,7,7,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B192.png,Katze,5,resized_B_A142.png,Reiter,4,resized_B_A185.png,Gesicht,1,resized_A_A52.png,Stein,12,resized_A_B196.png,Fenster,2,resized_A_B43.png,Parfüm,14,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,6,6,6,75.13779699999941,,,,,,77.00997769999958,1,12,[ 0.24333333 -0.07083333],2.518983000000844,80.3803154999996,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,7,8,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B192.png,Katze,5,resized_B_A142.png,Reiter,4,resized_B_A185.png,Gesicht,1,resized_A_A52.png,Stein,12,resized_A_B196.png,Fenster,2,resized_A_B43.png,Parfüm,14,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,7,7,7,80.53245799999968,,,,,,82.39768899999945,1,14,[-0.1        -0.26166667],4.07051969999975,87.4528053999993,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,13,9,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_B157.png,Hammer,12,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,9,resized_A_A179.png,Drachen,13,resized_A_B139.png,Trichter,7,resized_B_B152.png,Säge,14,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,8,8,8,87.59352810000019,,,,,,89.4536763999995,1,9,[-0.24416667 -0.085     ],2.3355777999995553,92.47362759999942,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
LEALCO-EEG,104.0,1,A-B,4.0,1.0,training,1,B,13,10,test item,2-1,resized_B_B152.png,Säge,171,resized_A_B157.png,Hammer,12,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,9,resized_A_A179.png,Drachen,13,resized_A_B139.png,Trichter,7,resized_B_B152.png,Säge,14,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,9,9,9,92.61445209999965,,,,,,94.47455769999942,1,14,[-0.10166667 -0.2375    ],2.5026569999999992,97.8615178,,,,,,,,,,,104,B,1,2024-10-18_11h03.35.277,task,2023.2.2,59.972029045500165,2024-10-18 11h03.41.530775 +0200,
