study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,5,1,test item,1-1,resized_B_B180.png,Geist,129,resized_A_B109.png,Boot,8,resized_A_A139.png,Gans,13,resized_B_B180.png,Geist,4,resized_A_B196.png,Fenster,7,resized_A_A74.png,Rubin,10,resized_A_B39.png,Sessel,11,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,0,0,0,22.555551699988428,,0.0010842999909073114,10.061104199994588,10.061113699994166,20.342721699998947,24.330157199990936,1,4,[0.25166667 0.2375    ],7.124126700000488,33.48908159999701,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,5,2,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_B109.png,Boot,8,resized_A_A139.png,Gans,13,resized_B_B180.png,Geist,4,resized_A_B196.png,Fenster,7,resized_A_A74.png,Rubin,10,resized_A_B39.png,Sessel,11,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,1,1,1,33.63710719998926,,,,,,35.506217799993465,1,11,[ 0.08166667 -0.07333333],3.2199175999994623,40.761829600000056,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,4,3,test item,2-1,resized_A_A73.png,Klinge,177,resized_B_A156.png,Bär,3,resized_B_A132.png,Ente,12,resized_B_A153.png,Schwein,7,resized_B_A11.png,Medaille,1,resized_A_A73.png,Klinge,15,resized_A_B32.png,Kamin,11,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,2,2,2,40.903573099989444,,,,,,42.76239689999784,1,15,[ 0.09666667 -0.255     ],6.272417800006224,51.120210599998245,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,4,4,test item,1-1,resized_B_A153.png,Schwein,131,resized_B_A156.png,Bär,3,resized_B_A132.png,Ente,12,resized_B_A153.png,Schwein,7,resized_B_A11.png,Medaille,1,resized_A_A73.png,Klinge,15,resized_A_B32.png,Kamin,11,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,3,3,3,51.2644711999892,,,,,,53.121102999997674,1,7,[0.09166667 0.10583333],3.4360881999891717,58.14284659999248,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,10,5,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_A93.png,Haus,8,resized_A_A02.png,Mühle,12,resized_A_B168.png,Frau,1,resized_A_B22.png,Kreisel,13,resized_A_A122.png,Sturz,6,resized_B_B206.png,Axt,9,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,4,4,4,58.289987999989535,,,,,,60.16052599999239,1,13,[-0.22833333 -0.23      ],5.2549927000072785,67.38396349998948,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,10,6,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_A93.png,Haus,8,resized_A_A02.png,Mühle,12,resized_A_B168.png,Frau,1,resized_A_B22.png,Kreisel,13,resized_A_A122.png,Sturz,6,resized_B_B206.png,Axt,9,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,5,5,5,67.52805660000013,,,,,,69.38494170000195,1,6,[-0.04166667  0.05916667],12.060441899986472,83.99805939999351,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,14,7,test item,2-1,resized_B_B193.png,Auge,145,resized_B_A03.png,Kleid,16,resized_A_B78.png,Pfeil,4,resized_B_B73.png,Treppe,8,resized_B_B193.png,Auge,9,resized_A_A179.png,Drachen,6,resized_B_A43.png,Blatt,10,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,6,6,6,84.18511710000166,,,,,,86.01549649999652,1,9,[-0.26416667 -0.10833333],4.40421310000238,92.02140159999544,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,14,8,test item,1-1,resized_B_A43.png,Blatt,159,resized_B_A03.png,Kleid,16,resized_A_B78.png,Pfeil,4,resized_B_B73.png,Treppe,8,resized_B_B193.png,Auge,9,resized_A_A179.png,Drachen,6,resized_B_A43.png,Blatt,10,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,7,7,7,92.18390009998984,,,,,,94.0221545999957,1,10,[-0.05       -0.05416667],5.438497499999357,100.84559129999252,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,8,9,test item,1-1,resized_B_A77.png,Hang,161,resized_A_B157.png,Hammer,1,resized_B_B175.png,Propeller,3,resized_A_B08.png,Person,2,resized_B_A77.png,Hang,4,resized_A_A166.png,Pyramide,14,resized_B_B143.png,Tanne,10,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,8,8,8,100.99316709999403,,,,,,102.86294679999992,1,4,[0.23916667 0.28916667],4.137468799992348,108.8188625999901,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
LEALCO-EEG,147.0,2,B-A,3.0,2.0,training,2,B,8,10,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_B157.png,Hammer,1,resized_B_B175.png,Propeller,3,resized_A_B08.png,Person,2,resized_B_A77.png,Hang,4,resized_A_A166.png,Pyramide,14,resized_B_B143.png,Tanne,10,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,9,9,9,108.96099029999459,,,,,,110.81963359999645,1,10,[-0.0775 -0.075 ],3.887085599999409,116.59200740000233,,,,,,,147,B,2,2025-01-16_10h09.41.827,task,2023.2.2,59.903339973809764,2025-01-16 10h09.53.024253 +0100,
