study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,9,1,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_B192.png,Katze,9,resized_B_A132.png,Ente,2,resized_B_B167.png,Fliege,5,resized_B_A77.png,Hang,13,resized_B_A176.png,Trophäe,6,resized_B_A123.png,Tänzer,7,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,0,0,0,136.5653795999824,,0.0010582999675534666,10.05450969998492,10.05451789998915,134.35043609997956,138.33708979998482,1,5,[-0.2525  0.0925],7.6825744999805465,147.72951699997066,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,9,2,test item,1-2,resized_B_A176.png,Trophäe,164,resized_A_B192.png,Katze,9,resized_B_A132.png,Ente,2,resized_B_B167.png,Fliege,5,resized_B_A77.png,Hang,13,resized_B_A176.png,Trophäe,6,resized_B_A123.png,Tänzer,7,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,1,1,1,147.8659064999665,,,,,,149.73007089999737,0,13,[-0.2525     -0.26166667],12.277558900008444,174.86894619994564,1,6,[-0.0925      0.07333333],23.604827300005127,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,1,3,test item,1-2,resized_B_A11.png,Medaille,167,resized_B_A147.png,Hund,14,resized_B_C01.png,Kaninchen,11,resized_A_B150.png,Rakete,12,resized_B_A129.png,Huhn,4,resized_B_A11.png,Medaille,5,resized_B_A70.png,Brunnen,6,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,2,2,2,175.0182484999532,,,,,,176.88642549997894,1,5,[-0.2625      0.08666667],5.755360000010114,183.69309509999584,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,1,4,test item,2-2,resized_B_A70.png,Brunnen,183,resized_B_A147.png,Hund,14,resized_B_C01.png,Kaninchen,11,resized_A_B150.png,Rakete,12,resized_B_A129.png,Huhn,4,resized_B_A11.png,Medaille,5,resized_B_A70.png,Brunnen,6,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,3,3,3,183.8309841999435,,,,,,185.69386899995152,0,12,[ 0.26416667 -0.07666667],4.070438800030388,194.48564279999118,1,6,[-0.0875      0.08583333],7.239404399995692,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,13,5,test item,2-2,resized_A_B08.png,Person,154,resized_B_A68.png,Lampe,11,resized_B_B175.png,Propeller,2,resized_B_A185.png,Gesicht,4,resized_A_B199.png,Fisch,15,resized_A_B08.png,Person,16,resized_B_B49.png,Magnet,14,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,4,4,4,194.63419319997774,,,,,,196.5030443999567,1,16,[ 0.25416667 -0.26083333],5.538527900003828,203.14290549996076,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,13,6,test item,1-2,resized_B_A185.png,Gesicht,138,resized_B_A68.png,Lampe,11,resized_B_B175.png,Propeller,2,resized_B_A185.png,Gesicht,4,resized_A_B199.png,Fisch,15,resized_A_B08.png,Person,16,resized_B_B49.png,Magnet,14,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,5,5,5,203.29136429994833,,,,,,205.16039949998958,1,4,[0.2525     0.23666667],6.0224130999995396,212.6510668999981,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,5,7,test item,2-2,resized_A_A151.png,Fuchs,181,resized_A_A134.png,Vogel,16,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,6,resized_A_A74.png,Rubin,10,resized_A_B194.png,Raute,2,resized_A_A151.png,Fuchs,8,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,6,6,6,212.7979460999486,,,,,,214.66862439998658,1,8,[0.2625     0.09416667],2.5860483999713324,218.055607999966,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,5,8,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A134.png,Vogel,16,resized_B_A150.png,Känguru,4,resized_A_B56.png,Stuhl,6,resized_A_A74.png,Rubin,10,resized_A_B194.png,Raute,2,resized_A_A151.png,Fuchs,8,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,7,7,7,218.1957051999634,,,,,,220.05631159996847,1,10,[-0.07666667 -0.09      ],2.652989600028377,223.72707129997434,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,8,9,test item,2-2,resized_B_A54.png,Flamme,178,resized_B_A156.png,Bär,14,resized_A_B78.png,Pfeil,4,resized_B_B180.png,Geist,6,resized_B_A37.png,Tasse,1,resized_A_B15.png,Schwangere,7,resized_B_A54.png,Flamme,5,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,8,8,8,223.86675469996408,,,,,,225.72775059996638,1,5,[-0.23916667  0.07166667],5.271533099992666,232.41768069996033,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
LEALCO-EEG,139.0,2,A-B,3.0,2.0,training,1,A,8,10,test item,1-2,resized_A_B15.png,Schwangere,170,resized_B_A156.png,Bär,14,resized_A_B78.png,Pfeil,4,resized_B_B180.png,Geist,6,resized_B_A37.png,Tasse,1,resized_A_B15.png,Schwangere,7,resized_B_A54.png,Flamme,5,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,9,9,9,232.56604929995956,,,,,,234.43539779999992,1,7,[0.0875     0.06916667],4.604055300005712,240.40796849998878,,,,,,,,,,,139,A,1,2024-12-19_13h13.42.268,task,2023.2.2,60.321707723442195,2024-12-19 13h13.57.655414 +0100,
