study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,7,11,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_B192.png,Katze,4,resized_B_C01.png,Kaninchen,12,resized_A_B150.png,Rakete,9,resized_B_B73.png,Treppe,5,resized_A_A76.png,Mauer,8,resized_B_A33.png,Roboter,7,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,10,10,10,74.07301050000024,,,,,,75.94037399999979,1,9,[-0.24 -0.11],2.8188962999993237,79.32741859999987,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,7,12,test item,2-1,resized_A_A76.png,Mauer,147,resized_A_B192.png,Katze,4,resized_B_C01.png,Kaninchen,12,resized_A_B150.png,Rakete,9,resized_B_B73.png,Treppe,5,resized_A_A76.png,Mauer,8,resized_B_A33.png,Roboter,7,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,11,11,11,79.46979490000012,,,,,,81.32821100000001,1,8,[0.31583333 0.07083333],2.0021906000001763,84.21483590000025,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,4,13,test item,2-1,resized_A_B199.png,Fisch,148,resized_A_A93.png,Haus,1,resized_B_A140.png,Flamingo,14,resized_A_B199.png,Fisch,8,resized_A_B43.png,Parfüm,2,resized_A_B15.png,Schwangere,13,resized_B_B206.png,Axt,6,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,12,12,12,84.35988590000125,,,,,,86.21565590000137,1,8,[0.27   0.0425],1.8520687999989605,88.95230290000109,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,4,14,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_A93.png,Haus,1,resized_B_A140.png,Flamingo,14,resized_A_B199.png,Fisch,8,resized_A_B43.png,Parfüm,2,resized_A_B15.png,Schwangere,13,resized_B_B206.png,Axt,6,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,13,13,13,89.0925487000004,,,,,,90.95309799999995,1,2,[-0.065       0.19166667],2.0853805000006105,93.47263930000008,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,10,15,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_B54.png,Telefon,16,resized_A_B78.png,Pfeil,9,resized_B_A153.png,Schwein,3,resized_A_A52.png,Stein,14,resized_B_B167.png,Fliege,5,resized_B_A11.png,Medaille,2,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,14,14,14,93.62134049999986,,,,,,95.49017810000078,1,3,[0.03666667 0.26916667],2.7025030000004335,98.67717170000105,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,10,16,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B54.png,Telefon,16,resized_A_B78.png,Pfeil,9,resized_B_A153.png,Schwein,3,resized_A_A52.png,Stein,14,resized_B_B167.png,Fliege,5,resized_B_A11.png,Medaille,2,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,15,15,15,98.82666870000139,,,,,,100.67788269999983,1,14,[-0.08416667 -0.2825    ],1.6679407999999967,102.96392110000124,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,9,17,test item,2-1,resized_A_B55.png,Schlange,143,resized_B_A68.png,Lampe,8,resized_B_A132.png,Ente,4,resized_B_A188.png,Tür,11,resized_A_B55.png,Schlange,12,resized_B_B49.png,Magnet,15,resized_B_A70.png,Brunnen,3,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,16,16,16,103.10941040000034,,,,,,104.96484690000034,1,12,[ 0.3225 -0.12  ],1.7020611999996618,107.40058080000017,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,9,18,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A68.png,Lampe,8,resized_B_A132.png,Ente,4,resized_B_A188.png,Tür,11,resized_A_B55.png,Schlange,12,resized_B_B49.png,Magnet,15,resized_B_A70.png,Brunnen,3,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,17,17,17,107.5463075000007,,,,,,109.40219010000146,1,15,[ 0.07166667 -0.2025    ],2.0853139000009833,112.17174640000121,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,11,19,test item,1-1,resized_A_B56.png,Stuhl,133,resized_B_B155.png,Messer,1,resized_B_B19.png,Krawatte,14,resized_A_B56.png,Stuhl,13,resized_B_A37.png,Tasse,7,resized_A_B139.png,Trichter,5,resized_A_B33.png,Zünder,9,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,18,18,18,112.32087850000062,,,,,,114.18928130000131,1,13,[-0.23083333 -0.21083333],1.7686922000011691,116.8589791000013,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,11,20,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_B155.png,Messer,1,resized_B_B19.png,Krawatte,14,resized_A_B56.png,Stuhl,13,resized_B_A37.png,Tasse,7,resized_A_B139.png,Trichter,5,resized_A_B33.png,Zünder,9,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,19,19,19,116.99775880000016,,,,,,118.85976740000115,1,7,[0.13416667 0.05416667],2.9359046000008675,122.46373649999987,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,13,21,test item,2-1,resized_A_B194.png,Raute,173,resized_B_A187.png,Brücke,13,resized_B_A135.png,Kamel,3,resized_B_B177.png,Schloss,16,resized_A_B196.png,Fenster,4,resized_B_A176.png,Trophäe,11,resized_A_B194.png,Raute,9,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,20,20,20,122.6090505000011,,,,,,124.46459930000128,1,9,[-0.21583333 -0.1125    ],2.7528908000003867,127.7515725000012,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,13,22,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A187.png,Brücke,13,resized_B_A135.png,Kamel,3,resized_B_B177.png,Schloss,16,resized_A_B196.png,Fenster,4,resized_B_A176.png,Trophäe,11,resized_A_B194.png,Raute,9,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,21,21,21,127.89093570000114,,,,,,129.75235609999982,1,16,[ 0.2225 -0.26  ],2.3690480000004754,132.87247810000008,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,2,23,test item,1-1,resized_A_A04.png,Baum,130,resized_A_B157.png,Hammer,12,resized_B_A150.png,Känguru,2,resized_A_A04.png,Baum,15,resized_B_A185.png,Gesicht,8,resized_A_A122.png,Sturz,9,resized_A_B32.png,Kamin,16,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,22,22,22,133.01759180000045,,,,,,134.87339370000154,1,15,[ 0.10166667 -0.24      ],1.835381699998834,137.44294609999997,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,2,24,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B157.png,Hammer,12,resized_B_A150.png,Känguru,2,resized_A_A04.png,Baum,15,resized_B_A185.png,Gesicht,8,resized_A_A122.png,Sturz,9,resized_A_B32.png,Kamin,16,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,23,23,23,137.5930797000001,,,,,,139.46058580000135,1,9,[-0.19583333 -0.11166667],1.884865299998637,142.14700630000152,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,6,25,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_A134.png,Vogel,6,resized_B_A197.png,Hirsch,7,resized_B_A181.png,Wolf,1,resized_A_A100.png,Ruderer,15,resized_A_A74.png,Rubin,8,resized_B_A123.png,Tänzer,13,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,24,24,24,142.28822650000075,,,,,,144.1480171000003,1,15,[ 0.05       -0.27916667],1.9346389999991516,146.8010019000012,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,6,26,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_A134.png,Vogel,6,resized_B_A197.png,Hirsch,7,resized_B_A181.png,Wolf,1,resized_A_A100.png,Ruderer,15,resized_A_A74.png,Rubin,8,resized_B_A123.png,Tänzer,13,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,25,25,25,146.94620589999977,,,,,,148.80178979999982,1,13,[-0.2925     -0.23083333],1.585436800000025,151.15461909999976,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,5,27,test item,2-1,resized_A_B39.png,Sessel,172,resized_B_A147.png,Hund,15,resized_B_B175.png,Propeller,8,resized_A_A113.png,Engel,6,resized_A_A179.png,Drachen,9,resized_B_A43.png,Blatt,16,resized_A_B39.png,Sessel,13,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,26,26,26,151.30211729999974,,,,,,153.17218110000067,1,13,[-0.26083333 -0.21      ],1.985347499999989,155.808439800001,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
LEALCO-EEG,105.0,1,B-A,1.0,1.0,training,3,A,5,28,test item,1-1,resized_B_A43.png,Blatt,159,resized_B_A147.png,Hund,15,resized_B_B175.png,Propeller,8,resized_A_A113.png,Engel,6,resized_A_A179.png,Drachen,9,resized_B_A43.png,Blatt,16,resized_A_B39.png,Sessel,13,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,27,27,27,155.94979950000015,,,,,,157.8094082000007,1,16,[ 0.19666667 -0.26083333],2.419074700001147,161.14636840000094,,105,A,3,2024-10-18_14h18.37.767,task,2023.2.2,59.92965457128346,2024-10-18 14h18.52.601053 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.15946460000123,,,,,,,,,
