study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,5,11,test item,1-2,resized_B_A36.png,Stern,140,resized_A_B157.png,Hammer,13,resized_B_C01.png,Kaninchen,9,resized_B_A36.png,Stern,1,resized_B_A33.png,Roboter,10,resized_B_A77.png,Hang,6,resized_B_B143.png,Tanne,12,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,10,10,10,77.27248129999862,,,,,,79.12765969999964,1,1,[-0.28416667  0.25666667],1.4182010999975319,80.94675089999873,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,5,12,test item,2-2,resized_B_A33.png,Roboter,156,resized_A_B157.png,Hammer,13,resized_B_C01.png,Kaninchen,9,resized_B_A36.png,Stern,1,resized_B_A33.png,Roboter,10,resized_B_A77.png,Hang,6,resized_B_B143.png,Tanne,12,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,11,11,11,81.09207959999912,,,,,,82.94749210000009,1,10,[-0.05083333 -0.055     ],1.5688552999999956,84.98323779999919,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,3,13,test item,2-2,resized_A_B08.png,Person,154,resized_A_A134.png,Vogel,6,resized_A_A139.png,Gans,8,resized_A_B56.png,Stuhl,13,resized_A_B55.png,Schlange,10,resized_A_B08.png,Person,12,resized_A_B20.png,Kerze,7,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,12,12,12,85.12153119999857,,,,,,86.98422949999804,1,12,[ 0.24166667 -0.0675    ],1.8521767999991425,89.25377479999952,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,3,14,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A134.png,Vogel,6,resized_A_A139.png,Gans,8,resized_A_B56.png,Stuhl,13,resized_A_B55.png,Schlange,10,resized_A_B08.png,Person,12,resized_A_B20.png,Kerze,7,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,13,13,13,89.39718849999917,,,,,,91.25457470000038,1,7,[0.04416667 0.03833333],1.468294700000115,93.1402863000003,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,2,15,test item,1-2,resized_B_B73.png,Treppe,137,resized_B_A187.png,Brücke,2,resized_A_B78.png,Pfeil,10,resized_B_B180.png,Geist,9,resized_B_B73.png,Treppe,16,resized_A_B199.png,Fisch,3,resized_A_B33.png,Zünder,6,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,14,14,14,93.28004539999893,,,,,,95.14135689999966,1,16,[ 0.28833333 -0.25083333],2.4022835999967356,97.99440479999976,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,2,16,test item,2-2,resized_A_B33.png,Zünder,180,resized_B_A187.png,Brücke,2,resized_A_B78.png,Pfeil,10,resized_B_B180.png,Geist,9,resized_B_B73.png,Treppe,16,resized_A_B199.png,Fisch,3,resized_A_B33.png,Zünder,6,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,15,15,15,98.14305609999792,,,,,,100.01191040000049,1,6,[-0.0325      0.03416667],1.935397199998988,102.41481930000009,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,7,17,test item,1-2,resized_A_A113.png,Engel,139,resized_A_B54.png,Telefon,6,resized_B_A135.png,Kamel,11,resized_A_A113.png,Engel,15,resized_B_A181.png,Wolf,12,resized_A_B22.png,Kreisel,4,resized_A_B194.png,Raute,2,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,16,16,16,102.56089810000049,,,,,,104.43230869999752,1,15,[ 0.115  -0.2975],1.9853087999981653,106.95206789999793,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,7,18,test item,2-2,resized_B_A181.png,Wolf,155,resized_A_B54.png,Telefon,6,resized_B_A135.png,Kamel,11,resized_A_A113.png,Engel,15,resized_B_A181.png,Wolf,12,resized_A_B22.png,Kreisel,4,resized_A_B194.png,Raute,2,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,17,17,17,107.10479399999895,,,,,,108.96950500000094,1,12,[ 0.21416667 -0.08      ],1.968851599998743,111.40574519999791,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,14,19,test item,2-2,resized_B_B164.png,kimono,182,resized_A_A93.png,Haus,13,resized_B_A197.png,Hirsch,16,resized_B_A06.png,Hut,8,resized_B_A185.png,Gesicht,5,resized_B_B152.png,Säge,1,resized_B_B164.png,kimono,7,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,18,18,18,111.55238729999837,,,,,,113.40680860000066,1,7,[0.05833333 0.035     ],1.3846041000033438,115.22570089999863,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,14,20,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_A93.png,Haus,13,resized_B_A197.png,Hirsch,16,resized_B_A06.png,Hut,8,resized_B_A185.png,Gesicht,5,resized_B_B152.png,Säge,1,resized_B_B164.png,kimono,7,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,19,19,19,115.37610119999954,,,,,,117.24313999999868,1,5,[-0.22416667  0.0725    ],1.7512456000004022,119.42916870000045,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,12,21,test item,1-2,resized_B_A176.png,Trophäe,164,resized_B_A156.png,Bär,3,resized_B_A142.png,Reiter,6,resized_A_A04.png,Baum,15,resized_B_A37.png,Tasse,7,resized_B_A176.png,Trophäe,14,resized_B_A54.png,Flamme,5,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,20,20,20,119.57548719999977,,,,,,121.42998549999902,1,14,[-0.05833333 -0.25166667],2.202287599997362,124.23327190000055,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,12,22,test item,2-2,resized_B_A54.png,Flamme,178,resized_B_A156.png,Bär,3,resized_B_A142.png,Reiter,6,resized_A_A04.png,Baum,15,resized_B_A37.png,Tasse,7,resized_B_A176.png,Trophäe,14,resized_B_A54.png,Flamme,5,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,21,21,21,124.37544350000098,,,,,,126.25069499999881,1,5,[-0.2525      0.09333333],1.868641099998058,128.82032799999797,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,9,23,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_A147.png,Hund,15,resized_B_A132.png,Ente,10,resized_B_B24.png,Baby,16,resized_B_A129.png,Huhn,12,resized_B_B49.png,Magnet,2,resized_A_A151.png,Fuchs,4,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,22,22,22,128.97529170000053,,,,,,130.83789319999778,1,4,[0.22166667 0.27083333],2.1350309000008565,133.50780799999848,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,9,24,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A147.png,Hund,15,resized_B_A132.png,Ente,10,resized_B_B24.png,Baby,16,resized_B_A129.png,Huhn,12,resized_B_B49.png,Magnet,2,resized_A_A151.png,Fuchs,4,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,23,23,23,133.64547709999897,,,,,,135.50840339999922,1,16,[ 0.30833333 -0.25083333],2.2856767999983276,138.37850120000076,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,6,25,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A141.png,Pferd,2,resized_B_A150.png,Känguru,6,resized_A_A76.png,Mauer,16,resized_A_A179.png,Drachen,10,resized_A_B43.png,Parfüm,15,resized_A_A74.png,Rubin,14,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,24,24,24,138.5155605,,,,,,140.37944149999748,1,14,[-0.09666667 -0.27916667],1.6683149000018602,142.5653044999999,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,6,26,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_A141.png,Pferd,2,resized_B_A150.png,Känguru,6,resized_A_A76.png,Mauer,16,resized_A_A179.png,Drachen,10,resized_A_B43.png,Parfüm,15,resized_A_A74.png,Rubin,14,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,25,25,25,142.71698829999877,,,,,,144.56609989999924,1,10,[-0.05833333 -0.04916667],1.9353642999994918,147.03569399999833,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,11,27,test item,2-2,resized_A_B32.png,Kamin,184,resized_B_B155.png,Messer,5,resized_B_B70.png,Quadrat,12,resized_B_A153.png,Schwein,8,resized_A_B15.png,Schwangere,13,resized_A_A73.png,Klinge,6,resized_A_B32.png,Kamin,3,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,26,26,26,147.18618810000044,,,,,,149.05322940000042,1,3,[0.08916667 0.24083333],2.5859124999988126,152.20674510000026,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,4,A,11,28,test item,1-2,resized_A_B15.png,Schwangere,170,resized_B_B155.png,Messer,5,resized_B_B70.png,Quadrat,12,resized_B_A153.png,Schwein,8,resized_A_B15.png,Schwangere,13,resized_A_A73.png,Klinge,6,resized_A_B32.png,Kamin,3,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,27,27,27,152.3606852999983,,,,,,154.22437809999974,1,13,[-0.23416667 -0.195     ],1.5182439999989583,156.16006449999986,,123,A,4,2024-11-14_13h40.22.639,task,2023.2.2,60.3131943567134,2024-11-14 13h40.31.020565 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.17863439999928,,,,,,,,,
