study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,3,1,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_A134.png,Vogel,10,resized_B_B19.png,Krawatte,15,resized_B_A06.png,Hut,11,resized_A_A166.png,Pyramide,3,resized_A_A73.png,Klinge,14,resized_A_B32.png,Kamin,2,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,0,0,0,24.80511639999895,,0.001042699997924501,10.070978599997034,10.070988499999658,22.597130799997103,26.58457300000009,1,14,[-0.06166667 -0.2225    ],1.6696805999999924,28.670353800000157,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,3,2,test item,1-1,resized_B_A06.png,Hut,135,resized_A_A134.png,Vogel,10,resized_B_B19.png,Krawatte,15,resized_B_A06.png,Hut,11,resized_A_A166.png,Pyramide,3,resized_A_A73.png,Klinge,14,resized_A_B32.png,Kamin,2,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,1,1,1,28.814031899997644,,,,,,30.67140289999952,1,11,[ 0.04166667 -0.055     ],1.251599899998837,32.52410219999729,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,14,3,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_B109.png,Boot,5,resized_B_B70.png,Quadrat,11,resized_B_A185.png,Gesicht,13,resized_A_B22.png,Kreisel,15,resized_B_A123.png,Tänzer,12,resized_B_A54.png,Flamme,10,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,2,2,2,32.67214729999978,,,,,,34.5415417999975,1,12,[ 0.27833333 -0.06666667],1.5683477999991737,36.594189699997514,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,14,4,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B109.png,Boot,5,resized_B_B70.png,Quadrat,11,resized_B_A185.png,Gesicht,13,resized_A_B22.png,Kreisel,15,resized_B_A123.png,Tänzer,12,resized_B_A54.png,Flamme,10,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,3,3,3,36.74409779999769,,,,,,38.611465099998895,1,15,[ 0.07333333 -0.22666667],1.8682526000011421,41.11457359999986,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,11,5,test item,2-1,resized_A_B199.png,Fisch,148,resized_A_B157.png,Hammer,15,resized_B_C01.png,Kaninchen,3,resized_A_B199.png,Fisch,13,resized_A_B08.png,Person,10,resized_A_A100.png,Ruderer,16,resized_B_A176.png,Trophäe,4,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,4,4,4,41.25779259999763,,,,,,43.11525179999808,1,13,[-0.28833333 -0.24666667],1.6017640000027313,45.367552499999874,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,11,6,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_B157.png,Hammer,15,resized_B_C01.png,Kaninchen,3,resized_A_B199.png,Fisch,13,resized_A_B08.png,Person,10,resized_A_A100.png,Ruderer,16,resized_B_A176.png,Trophäe,4,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,5,5,5,45.509869499997876,,,,,,47.369017899996834,1,16,[ 0.28833333 -0.22833333],1.5681229999972857,49.48819569999978,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,9,7,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_A90.png,Fabrik,12,resized_B_A140.png,Flamingo,16,resized_B_A36.png,Stern,11,resized_A_B55.png,Schlange,2,resized_B_A181.png,Wolf,7,resized_B_A77.png,Hang,8,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,6,6,6,49.62764539999989,,,,,,51.48891319999893,1,2,[-0.05  0.21],1.6520254999995814,53.624480599999515,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,9,8,test item,1-1,resized_B_A77.png,Hang,161,resized_A_A90.png,Fabrik,12,resized_B_A140.png,Flamingo,16,resized_B_A36.png,Stern,11,resized_A_B55.png,Schlange,2,resized_B_A181.png,Wolf,7,resized_B_A77.png,Hang,8,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,7,7,7,53.76312749999852,,,,,,55.625828799999,1,8,[0.22166667 0.0475    ],1.8180954999988899,57.962013999997,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,8,9,test item,1-1,resized_B_A43.png,Blatt,159,resized_A_A141.png,Pferd,6,resized_A_A148.png,Giraffe,3,resized_B_A188.png,Tür,16,resized_B_A129.png,Huhn,11,resized_B_A43.png,Blatt,15,resized_B_A70.png,Brunnen,9,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,8,8,8,58.101489499997115,,,,,,59.96271799999886,1,15,[ 0.1075     -0.25166667],2.0856640999991214,62.61587659999714,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,8,10,test item,2-1,resized_B_A129.png,Huhn,146,resized_A_A141.png,Pferd,6,resized_A_A148.png,Giraffe,3,resized_B_A188.png,Tür,16,resized_B_A129.png,Huhn,11,resized_B_A43.png,Blatt,15,resized_B_A70.png,Brunnen,9,34.52,38.1,2.99,3.89,3.54,2.64,3.18,2.14,3.86,17.05,2.64,HF,-0.09,2.43,5.91,3,1,4,nn,4.553519001,11.90291502,0,9,9,9,62.76246739999988,,,,,,64.63335969999753,1,11,[ 0.0275     -0.05083333],1.3849306999982218,66.55242059999728,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,12,11,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A147.png,Hund,8,resized_A_B78.png,Pfeil,7,resized_B_B24.png,Baby,10,resized_B_A37.png,Tasse,16,resized_A_B196.png,Fenster,3,resized_B_A20.png,Grill,6,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,10,10,10,66.70073819999743,,,,,,68.56996719999734,1,6,[-0.14166667  0.08      ],2.385759099997813,71.80698779999875,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,12,12,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_A147.png,Hund,8,resized_A_B78.png,Pfeil,7,resized_B_B24.png,Baby,10,resized_B_A37.png,Tasse,16,resized_A_B196.png,Fenster,3,resized_B_A20.png,Grill,6,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,11,11,11,71.94595130000016,,,,,,73.80770089999714,1,16,[ 0.235 -0.285],1.868788499999937,76.42745499999728,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,6,13,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B54.png,Telefon,3,resized_B_A197.png,Hirsch,1,resized_B_A33.png,Roboter,10,resized_A_B43.png,Parfüm,6,resized_A_A74.png,Rubin,9,resized_A_A122.png,Sturz,11,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,12,12,12,76.5720631999975,,,,,,78.44494629999826,1,11,[ 0.04666667 -0.03833333],1.4518601999989187,80.3803255999992,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,6,14,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B54.png,Telefon,3,resized_B_A197.png,Hirsch,1,resized_B_A33.png,Roboter,10,resized_A_B43.png,Parfüm,6,resized_A_A74.png,Rubin,9,resized_A_A122.png,Sturz,11,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,13,13,13,80.52587940000012,,,,,,82.38158949999706,1,6,[-0.04916667  0.035     ],1.0846402999995917,83.96713769999769,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,10,15,test item,2-1,resized_A_A52.png,Stein,149,resized_B_A187.png,Brücke,4,resized_A_A139.png,Gans,6,resized_A_A04.png,Baum,14,resized_A_A52.png,Stein,3,resized_A_B15.png,Schwangere,15,resized_B_B164.png,kimono,1,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,14,14,14,84.10201649999726,,,,,,85.96805399999721,1,3,[0.0925     0.26916667],1.2011956999995164,87.5701745999977,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,10,16,test item,1-1,resized_A_A04.png,Baum,130,resized_B_A187.png,Brücke,4,resized_A_A139.png,Gans,6,resized_A_A04.png,Baum,14,resized_A_A52.png,Stein,3,resized_A_B15.png,Schwangere,15,resized_B_B164.png,kimono,1,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,15,15,15,87.7147060999996,,,,,,89.58754539999791,1,14,[-0.065  -0.2575],1.5352663999983633,91.84068879999904,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,13,17,test item,1-1,resized_B_B180.png,Geist,129,resized_B_A68.png,Lampe,15,resized_B_B175.png,Propeller,7,resized_B_B180.png,Geist,8,resized_B_A23.png,Flasche,13,resized_B_A11.png,Medaille,14,resized_B_B152.png,Säge,16,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,16,16,16,91.98641729999872,,,,,,93.84126529999776,1,8,[0.205      0.04666667],2.7859968000011577,97.27837329999966,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,13,18,test item,2-1,resized_B_B152.png,Säge,171,resized_B_A68.png,Lampe,15,resized_B_B175.png,Propeller,7,resized_B_B180.png,Geist,8,resized_B_A23.png,Flasche,13,resized_B_A11.png,Medaille,14,resized_B_B152.png,Säge,16,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,17,17,17,97.41962639999838,,,,,,99.2791722999973,1,16,[ 0.17  -0.195],1.9682635999997729,101.64858519999689,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,2,19,test item,1-1,resized_A_B150.png,Rakete,134,resized_B_B155.png,Messer,9,resized_A_A02.png,Mühle,10,resized_A_B150.png,Rakete,4,resized_A_A113.png,Engel,15,resized_B_B193.png,Auge,11,resized_A_A179.png,Drachen,6,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,18,18,18,101.80591599999752,,,,,,103.64952929999708,1,4,[0.2625     0.22166667],1.7519107000007352,105.88512119999723,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,2,20,test item,2-1,resized_B_B193.png,Auge,145,resized_B_B155.png,Messer,9,resized_A_A02.png,Mühle,10,resized_A_B150.png,Rakete,4,resized_A_A113.png,Engel,15,resized_B_B193.png,Auge,11,resized_A_A179.png,Drachen,6,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,19,19,19,106.07234759999847,,,,,,107.88640519999899,1,11,[ 0.0475 -0.06  ],1.5020709999989776,109.98898029999691,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,1,21,test item,2-1,resized_A_A76.png,Mauer,147,resized_B_A03.png,Kleid,16,resized_B_A132.png,Ente,1,resized_B_B177.png,Schloss,5,resized_A_B168.png,Frau,7,resized_A_A76.png,Mauer,9,resized_B_B206.png,Axt,10,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,20,20,20,110.12633509999796,,,,,,111.9898953999982,1,9,[-0.2075 -0.05  ],1.518366000000242,114.10915679999744,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,1,22,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A03.png,Kleid,16,resized_B_A132.png,Ente,1,resized_B_B177.png,Schloss,5,resized_A_B168.png,Frau,7,resized_A_A76.png,Mauer,9,resized_B_B206.png,Axt,10,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,21,21,21,114.2550115999984,,,,,,116.11001229999965,1,5,[-0.26666667  0.1       ],1.5182762000004004,118.07919129999937,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,7,23,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_A93.png,Haus,15,resized_B_A150.png,Känguru,11,resized_B_A153.png,Schwein,3,resized_B_B73.png,Treppe,9,resized_A_B194.png,Raute,16,resized_A_B33.png,Zünder,2,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,22,22,22,118.22632939999676,,,,,,120.09673949999706,,,,,122.26601200000005,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,7,24,test item,2-1,resized_A_B194.png,Raute,173,resized_A_A93.png,Haus,15,resized_B_A150.png,Känguru,11,resized_B_A153.png,Schwein,3,resized_B_B73.png,Treppe,9,resized_A_B194.png,Raute,16,resized_A_B33.png,Zünder,2,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,23,23,23,122.40668240000014,,,,,,124.26691859999846,1,16,[ 0.20416667 -0.21333333],4.804641899998387,129.8892111999994,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,4,25,test item,2-1,resized_A_B39.png,Sessel,172,resized_B_A156.png,Bär,16,resized_B_A142.png,Reiter,8,resized_B_B49.png,Magnet,10,resized_A_B20.png,Kerze,7,resized_A_B39.png,Sessel,15,resized_A_A151.png,Fuchs,14,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,24,24,24,130.03737219999675,,,,,,131.906666699997,1,15,[ 0.12916667 -0.31666667],2.202282300000661,134.54305239999667,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,4,26,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A156.png,Bär,16,resized_B_A142.png,Reiter,8,resized_B_B49.png,Magnet,10,resized_A_B20.png,Kerze,7,resized_A_B39.png,Sessel,15,resized_A_A151.png,Fuchs,14,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,25,25,25,134.6785420999986,,,,,,136.54381009999997,1,10,[-0.05583333 -0.05666667],1.2849625000017113,138.26294139999663,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,5,27,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_B192.png,Katze,1,resized_B_A135.png,Kamel,5,resized_A_B56.png,Stuhl,7,resized_B_B167.png,Fliege,10,resized_A_B139.png,Trichter,8,resized_B_B143.png,Tanne,9,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,26,26,26,138.40229829999953,,,,,,140.26393739999912,1,9,[-0.19583333 -0.04666667],1.5848392000007152,142.29914869999993,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,5,A,5,28,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_B192.png,Katze,1,resized_B_A135.png,Kamel,5,resized_A_B56.png,Stuhl,7,resized_B_B167.png,Fliege,10,resized_A_B139.png,Trichter,8,resized_B_B143.png,Tanne,9,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,27,27,27,142.4446485999979,,,,,,144.3005146999967,1,7,[0.04  0.025],1.0846761999964656,145.86925299999712,,121,A,5,2024-11-12_13h49.01.235,task,2023.2.2,59.93946114424724,2024-11-12 13h49.09.444506 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.88161469999977,,,,,,,,,
