study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,1,11,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A03.png,Kleid,9,resized_B_A132.png,Ente,2,resized_B_B177.png,Schloss,1,resized_A_B168.png,Frau,12,resized_A_A76.png,Mauer,14,resized_B_B206.png,Axt,5,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,10,10,10,72.80590370000209,,,,,,74.67658690000098,1,1,[-0.1875  0.1875],2.2355543000012403,77.36287540000194,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,1,12,test item,2-1,resized_A_A76.png,Mauer,147,resized_B_A03.png,Kleid,9,resized_B_A132.png,Ente,2,resized_B_B177.png,Schloss,1,resized_A_B168.png,Frau,12,resized_A_A76.png,Mauer,14,resized_B_B206.png,Axt,5,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,11,11,11,77.50533150000047,,,,,,79.36408760000268,1,14,[-0.07083333 -0.205     ],2.0351112999996985,81.95022080000126,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,10,13,test item,1-1,resized_A_A04.png,Baum,130,resized_B_A187.png,Brücke,1,resized_A_A139.png,Gans,10,resized_A_A04.png,Baum,12,resized_A_A52.png,Stein,8,resized_A_B15.png,Schwangere,6,resized_B_B164.png,kimono,15,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,12,12,12,82.08735750000051,,,,,,83.95104360000187,1,12,[ 0.2675     -0.07583333],1.6850956000016595,86.22051360000114,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,10,14,test item,2-1,resized_A_A52.png,Stein,149,resized_B_A187.png,Brücke,1,resized_A_A139.png,Gans,10,resized_A_A04.png,Baum,12,resized_A_A52.png,Stein,8,resized_A_B15.png,Schwangere,6,resized_B_B164.png,kimono,15,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,13,13,13,86.35832550000123,,,,,,88.22126410000055,1,8,[0.21083333 0.07583333],1.7514191000009305,90.70735310000236,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,12,15,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_A147.png,Hund,3,resized_A_B78.png,Pfeil,5,resized_B_B24.png,Baby,9,resized_B_A37.png,Tasse,12,resized_A_B196.png,Fenster,14,resized_B_A20.png,Grill,8,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,14,14,14,90.85339759999988,,,,,,92.70838680000088,1,12,[ 0.24666667 -0.04416667],1.4849587999997311,94.61075229999915,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,12,16,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A147.png,Hund,3,resized_A_B78.png,Pfeil,5,resized_B_B24.png,Baby,9,resized_B_A37.png,Tasse,12,resized_A_B196.png,Fenster,14,resized_B_A20.png,Grill,8,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,15,15,15,94.7573106000018,,,,,,96.62824510000064,1,8,[0.3125     0.03333333],3.7871978000002855,101.09972969999944,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,7,17,test item,2-1,resized_A_B194.png,Raute,173,resized_A_A93.png,Haus,13,resized_B_A150.png,Känguru,5,resized_B_A153.png,Schwein,11,resized_B_B73.png,Treppe,6,resized_A_B194.png,Raute,4,resized_A_B33.png,Zünder,8,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,16,16,16,101.24829500000124,,,,,,103.11717510000017,1,4,[0.22333333 0.2125    ],2.1355007000020123,105.88705100000152,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,7,18,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_A93.png,Haus,13,resized_B_A150.png,Känguru,5,resized_B_A153.png,Schwein,11,resized_B_B73.png,Treppe,6,resized_A_B194.png,Raute,4,resized_A_B33.png,Zünder,8,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,17,17,17,106.03580470000088,,,,,,107.90454769999997,1,11,[ 0.0325     -0.05833333],1.4016214000002947,109.70694650000223,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,2,19,test item,1-1,resized_A_B150.png,Rakete,134,resized_B_B155.png,Messer,3,resized_A_A02.png,Mühle,5,resized_A_B150.png,Rakete,8,resized_A_A113.png,Engel,2,resized_B_B193.png,Auge,9,resized_A_A179.png,Drachen,6,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,18,18,18,109.87351940000008,,,,,,111.72448010000153,1,8,[0.31   0.0575],1.8184329000032449,113.89373680000062,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,2,20,test item,2-1,resized_B_B193.png,Auge,145,resized_B_B155.png,Messer,3,resized_A_A02.png,Mühle,5,resized_A_B150.png,Rakete,8,resized_A_A113.png,Engel,2,resized_B_B193.png,Auge,9,resized_A_A179.png,Drachen,6,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,19,19,19,114.08031370000026,,,,,,115.91135890000078,1,9,[-0.25666667 -0.03583333],1.6352067000007082,117.93053689999942,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,9,21,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_A90.png,Fabrik,8,resized_B_A140.png,Flamingo,2,resized_B_A36.png,Stern,15,resized_A_B55.png,Schlange,11,resized_B_A181.png,Wolf,16,resized_B_A77.png,Hang,9,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,20,20,20,118.07901739999943,,,,,,119.94791760000226,1,11,[ 0.01833333 -0.05      ],1.3018025999990641,121.83383630000026,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,9,22,test item,1-1,resized_B_A77.png,Hang,161,resized_A_A90.png,Fabrik,8,resized_B_A140.png,Flamingo,2,resized_B_A36.png,Stern,15,resized_A_B55.png,Schlange,11,resized_B_A181.png,Wolf,16,resized_B_A77.png,Hang,9,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,21,21,21,121.97269159999996,,,,,,123.83480369999961,1,9,[-0.24583333 -0.05166667],1.5849353000012343,125.82063550000021,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,14,23,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_B109.png,Boot,14,resized_B_B70.png,Quadrat,4,resized_B_A185.png,Gesicht,6,resized_A_B22.png,Kreisel,2,resized_B_A123.png,Tänzer,1,resized_B_A54.png,Flamme,11,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,22,22,22,125.96011859999999,,,,,,127.82131780000054,1,1,[-0.23166667  0.20583333],1.7189199999993434,130.04067880000002,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,14,24,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B109.png,Boot,14,resized_B_B70.png,Quadrat,4,resized_B_A185.png,Gesicht,6,resized_A_B22.png,Kreisel,2,resized_B_A123.png,Tänzer,1,resized_B_A54.png,Flamme,11,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,23,23,23,130.1862007000018,,,,,,132.05820060000042,1,2,[-0.06416667  0.23833333],1.6350727999997616,134.17757680000068,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,11,25,test item,2-1,resized_A_B199.png,Fisch,148,resized_A_B157.png,Hammer,16,resized_B_C01.png,Kaninchen,13,resized_A_B199.png,Fisch,10,resized_A_B08.png,Person,8,resized_A_A100.png,Ruderer,12,resized_B_A176.png,Trophäe,11,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,24,24,24,134.32469250000213,,,,,,136.1950859000026,1,10,[-0.07833333 -0.06333333],1.885159699999349,138.61453110000002,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,11,26,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_B157.png,Hammer,16,resized_B_C01.png,Kaninchen,13,resized_A_B199.png,Fisch,10,resized_A_B08.png,Person,8,resized_A_A100.png,Ruderer,12,resized_B_A176.png,Trophäe,11,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,25,25,25,138.76100850000148,,,,,,140.6321487000023,1,12,[ 0.1875 -0.04  ],1.7686398000005283,143.21803490000093,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,13,27,test item,2-1,resized_B_B152.png,Säge,171,resized_B_A68.png,Lampe,6,resized_B_B175.png,Propeller,4,resized_B_B180.png,Geist,13,resized_B_A23.png,Flasche,9,resized_B_A11.png,Medaille,3,resized_B_B152.png,Säge,2,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,26,26,26,143.35454749999917,,,,,,145.2193283000015,1,2,[-0.03416667  0.225     ],1.5017341999991913,147.2719040000011,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,4,A,13,28,test item,1-1,resized_B_B180.png,Geist,129,resized_B_A68.png,Lampe,6,resized_B_B175.png,Propeller,4,resized_B_B180.png,Geist,13,resized_B_A23.png,Flasche,9,resized_B_A11.png,Medaille,3,resized_B_B152.png,Säge,2,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,27,27,27,147.4112755999995,,,,,,149.2725898000026,1,13,[-0.20416667 -0.24833333],2.4025399000020116,152.42616180000186,,121,A,4,2024-11-12_13h42.25.079,task,2023.2.2,59.9527931702058,2024-11-12 13h42.32.441983 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.44430099999954,,,,,,,,,
