study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,7,1,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B109.png,Boot,4,resized_B_C01.png,Kaninchen,15,resized_B_A188.png,Tür,3,resized_B_A33.png,Roboter,2,resized_A_B22.png,Kreisel,1,resized_A_A73.png,Klinge,7,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,0,0,0,30.25862579999375,,0.001098500011721626,10.063876500003971,10.06388520001201,28.04961240000557,32.03707340001711,1,1,[-0.22666667  0.26      ],7.274544900021283,41.79624769999646,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,7,2,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_B109.png,Boot,4,resized_B_C01.png,Kaninchen,15,resized_B_A188.png,Tür,3,resized_B_A33.png,Roboter,2,resized_A_B22.png,Kreisel,1,resized_A_A73.png,Klinge,7,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,1,1,1,41.94257800001651,,,,,,43.81363260000944,1,7,[0.05666667 0.08      ],6.306149699987145,51.587785500014434,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,14,3,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A147.png,Hund,5,resized_B_A142.png,Reiter,16,resized_B_B193.png,Auge,13,resized_B_B49.png,Magnet,1,resized_A_A166.png,Pyramide,3,resized_A_B33.png,Zünder,11,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,2,2,2,51.75207449999289,,,,,,53.58873340001446,1,1,[-0.24        0.22333333],9.057838800013997,67.28436540000257,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,14,4,test item,2-1,resized_B_B193.png,Auge,145,resized_B_A147.png,Hund,5,resized_B_A142.png,Reiter,16,resized_B_B193.png,Auge,13,resized_B_B49.png,Magnet,1,resized_A_A166.png,Pyramide,3,resized_A_B33.png,Zünder,11,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,3,3,3,67.46421249999548,,,,,,69.2851120000123,1,13,[-0.25166667 -0.21583333],10.309095999982674,82.66409219999332,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,2,5,test item,1-1,resized_B_A153.png,Schwein,131,resized_B_A03.png,Kleid,9,resized_B_A197.png,Hirsch,15,resized_B_A153.png,Schwein,10,resized_B_B24.png,Baby,3,resized_A_B55.png,Schlange,6,resized_B_A70.png,Brunnen,11,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,4,4,4,82.81800140000996,,,,,,84.68139800001518,1,10,[-0.12       -0.06333333],5.57189429999562,91.20439420000184,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,2,6,test item,2-1,resized_A_B55.png,Schlange,143,resized_B_A03.png,Kleid,9,resized_B_A197.png,Hirsch,15,resized_B_A153.png,Schwein,10,resized_B_B24.png,Baby,3,resized_A_B55.png,Schlange,6,resized_B_A70.png,Brunnen,11,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,5,5,5,91.34827950000181,,,,,,93.20521000001463,1,6,[-0.02166667  0.07916667],4.704493500001263,99.62833760000649,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,11,7,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_B54.png,Telefon,8,resized_B_A132.png,Ente,7,resized_A_B150.png,Rakete,3,resized_B_A176.png,Trophäe,16,resized_B_B143.png,Tanne,10,resized_A_A151.png,Fuchs,12,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,6,6,6,99.77361350000137,,,,,,101.629025000002,1,3,[0.07666667 0.2125    ],4.471011299989186,107.23414050001884,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,11,8,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_B54.png,Telefon,8,resized_B_A132.png,Ente,7,resized_A_B150.png,Rakete,3,resized_B_A176.png,Trophäe,16,resized_B_B143.png,Tanne,10,resized_A_A151.png,Fuchs,12,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,7,7,7,107.37858670001151,,,,,,109.23544849999598,1,10,[-0.065  -0.0625],6.956249699986074,117.61014649999561,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,12,9,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_B157.png,Hammer,10,resized_B_B19.png,Krawatte,2,resized_B_A06.png,Hut,13,resized_A_B20.png,Kerze,5,resized_B_A123.png,Tänzer,4,resized_B_A54.png,Flamme,12,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,8,8,8,117.75604579999344,,,,,,119.62748880000436,1,4,[0.25       0.20416667],6.105520499986596,127.40154690001509,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,12,10,test item,1-1,resized_B_A06.png,Hut,135,resized_A_B157.png,Hammer,10,resized_B_B19.png,Krawatte,2,resized_B_A06.png,Hut,13,resized_A_B20.png,Kerze,5,resized_B_A123.png,Tänzer,4,resized_B_A54.png,Flamme,12,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,9,9,9,127.54486150000594,,,,,,129.4023911000113,1,13,[-0.26333333 -0.20166667],3.503318600007333,134.09065699999337,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
LEALCO-EEG,135.0,2,A-B,3.0,2.0,training,1,B,6,11,test item,2-1,resized_B_B152.png,Säge,171,resized_B_A68.png,Lampe,12,resized_A_B78.png,Pfeil,5,resized_A_B08.png,Person,4,resized_A_A100.png,Ruderer,15,resized_B_A11.png,Medaille,11,resized_B_B152.png,Säge,10,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,10,10,10,134.22344060000614,,,,,,136.09165570000187,1,10,[-0.05833333 -0.07666667],5.271424100006698,142.64803850001772,,,,,,,,,,,135,B,1,2024-12-11_13h22.16.949,task,2023.2.2,59.565611815843575,2024-12-11 13h22.29.414828 +0100,
