study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,11,1,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A68.png,Lampe,4,resized_A_A139.png,Gans,1,resized_A_B168.png,Frau,15,resized_A_B08.png,Person,14,resized_B_A20.png,Grill,13,resized_A_A122.png,Sturz,9,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,0,0,0,310.1967317999952,,0.001032100000884384,10.070227199990768,10.07023769999796,307.9746369999921,311.96139050000056,1,13,[-0.24916667 -0.25333333],17.841961900005117,331.52887660000124,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,11,2,test item,2-1,resized_A_A122.png,Sturz,176,resized_B_A68.png,Lampe,4,resized_A_A139.png,Gans,1,resized_A_B168.png,Frau,15,resized_A_B08.png,Person,14,resized_B_A20.png,Grill,13,resized_A_A122.png,Sturz,9,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,1,1,1,331.6749811999907,,,,,,333.5464503999974,1,9,[-0.24166667 -0.08333333],34.21279109999887,370.0116408000031,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,8,3,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_B54.png,Telefon,8,resized_A_A148.png,Giraffe,14,resized_B_B73.png,Treppe,9,resized_A_A179.png,Drachen,6,resized_A_B22.png,Kreisel,11,resized_A_A73.png,Klinge,3,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,2,2,2,370.1647578999982,,,,,,372.0289150000026,1,3,[0.10833333 0.22666667],10.759516799997073,384.3903752999904,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,8,4,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B54.png,Telefon,8,resized_A_A148.png,Giraffe,14,resized_B_B73.png,Treppe,9,resized_A_A179.png,Drachen,6,resized_A_B22.png,Kreisel,11,resized_A_A73.png,Klinge,3,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,3,3,3,384.5444615000015,,,,,,386.4076497999922,1,11,[ 0.0975 -0.1125],5.0042420999961905,393.31448879999516,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,12,5,test item,1-1,resized_B_A77.png,Hang,161,resized_B_A156.png,Bär,13,resized_B_A132.png,Ente,14,resized_B_B24.png,Baby,16,resized_B_B193.png,Auge,6,resized_B_A33.png,Roboter,10,resized_B_A77.png,Hang,5,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,4,4,4,393.47042669999064,,,,,,395.31519589999516,1,5,[-0.235       0.07166667],30.81006130001333,431.2961329999962,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,12,6,test item,2-1,resized_B_B193.png,Auge,145,resized_B_A156.png,Bär,13,resized_B_A132.png,Ente,14,resized_B_B24.png,Baby,16,resized_B_B193.png,Auge,6,resized_B_A33.png,Roboter,10,resized_B_A77.png,Hang,5,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,5,5,5,431.4872943999944,,,,,,433.31405119999545,1,6,[-0.0725  0.0725],15.963897499997984,451.3636969999934,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,2,7,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_A93.png,Haus,10,resized_B_A197.png,Hirsch,5,resized_A_B196.png,Fenster,2,resized_A_B43.png,Parfüm,8,resized_A_B15.png,Schwangere,1,resized_A_B194.png,Raute,12,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,6,6,6,451.5213141999993,,,,,,453.3809256999957,1,8,[0.25       0.08333333],5.57195430000138,460.4543655000016,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,2,8,test item,2-1,resized_A_B194.png,Raute,173,resized_A_A93.png,Haus,10,resized_B_A197.png,Hirsch,5,resized_A_B196.png,Fenster,2,resized_A_B43.png,Parfüm,8,resized_A_B15.png,Schwangere,1,resized_A_B194.png,Raute,12,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,7,7,7,460.60310530000424,,,,,,462.4719429999968,1,12,[ 0.2775 -0.1125],12.47779580000497,477.1186577000044,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,14,9,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_B157.png,Hammer,3,resized_B_A142.png,Reiter,11,resized_B_B177.png,Schloss,1,resized_B_A185.png,Gesicht,12,resized_B_A123.png,Tänzer,16,resized_A_B32.png,Kamin,2,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,8,8,8,477.2733731999906,,,,,,479.13600790000055,1,16,[ 0.2275     -0.23083333],8.357556899994961,489.54632239999773,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
LEALCO-EEG,144.0,2,B-A,4.0,1.0,training,1,B,14,10,test item,1-1,resized_B_B177.png,Schloss,132,resized_A_B157.png,Hammer,3,resized_B_A142.png,Reiter,11,resized_B_B177.png,Schloss,1,resized_B_A185.png,Gesicht,12,resized_B_A123.png,Tänzer,16,resized_A_B32.png,Kamin,2,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,9,9,9,489.6881733999908,,,,,,491.5464479999937,1,1,[-0.25  0.24],5.554607899990515,498.93688290000136,,,,,,,,,,,144,B,1,2025-01-10_11h23.57.695,task,2023.2.2,59.962032036662954,2025-01-10 11h24.18.345867 +0100,
