study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,10,1,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_A134.png,Vogel,7,resized_A_B78.png,Pfeil,16,resized_A_B56.png,Stuhl,13,resized_B_A11.png,Medaille,8,resized_A_A122.png,Sturz,6,resized_B_A70.png,Brunnen,15,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,0,0,0,51.01579380000476,,0.00123109994456172,10.072725999983959,10.072736399946734,48.80421500001103,52.790723599959165,1,6,[-0.08333333  0.08166667],2.2360425000078976,55.610613900003955,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,10,2,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_A134.png,Vogel,7,resized_A_B78.png,Pfeil,16,resized_A_B56.png,Stuhl,13,resized_B_A11.png,Medaille,8,resized_A_A122.png,Sturz,6,resized_B_A70.png,Brunnen,15,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,1,1,1,55.75663329998497,,,,,,57.628013699897565,1,13,[-0.2375     -0.25166667],2.018389999982901,60.164733799989335,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,13,3,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A147.png,Hund,14,resized_B_A142.png,Reiter,10,resized_B_B177.png,Schloss,2,resized_B_A129.png,Huhn,9,resized_A_B196.png,Fenster,12,resized_B_A176.png,Trophäe,1,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,2,2,2,60.306636999943294,,,,,,62.16520249994937,1,2,[-0.09416667  0.26      ],2.2189748999662697,65.06817379989661,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,13,4,test item,2-1,resized_B_A129.png,Huhn,146,resized_B_A147.png,Hund,14,resized_B_A142.png,Reiter,10,resized_B_B177.png,Schloss,2,resized_B_A129.png,Huhn,9,resized_A_B196.png,Fenster,12,resized_B_A176.png,Trophäe,1,34.52,38.1,2.99,3.89,3.54,2.64,3.18,2.14,3.86,17.05,2.64,HF,-0.09,2.43,5.91,3,1,4,nn,4.553519001,11.90291502,0,3,3,3,65.2139043000061,,,,,,67.06939689989667,1,9,[-0.245      -0.05833333],1.6346020000055432,69.23850799992215,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,3,5,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B157.png,Hammer,6,resized_B_B70.png,Quadrat,14,resized_A_A113.png,Engel,9,resized_A_A52.png,Stein,1,resized_B_A33.png,Roboter,16,resized_A_B22.png,Kreisel,11,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,4,4,4,69.39259429997765,,,,,,71.25622229999863,1,11,[ 0.07916667 -0.07583333],2.3019673000089824,74.14257099991664,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,3,6,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B157.png,Hammer,6,resized_B_B70.png,Quadrat,14,resized_A_A113.png,Engel,9,resized_A_A52.png,Stein,1,resized_B_A33.png,Roboter,16,resized_A_B22.png,Kreisel,11,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,5,5,5,74.28090649994556,,,,,,76.14396039990243,1,1,[-0.22166667  0.245     ],2.6352339000441134,79.39755289989989,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,6,7,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_A141.png,Pferd,11,resized_B_B175.png,Propeller,1,resized_B_A06.png,Hut,7,resized_B_A36.png,Stern,4,resized_B_B143.png,Tanne,2,resized_B_A54.png,Flamme,5,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,6,6,6,79.55107009992935,,,,,,81.41487599990796,1,2,[-0.08583333  0.23333333],2.5191371999680996,84.55159980000462,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,6,8,test item,1-1,resized_B_A06.png,Hut,135,resized_A_A141.png,Pferd,11,resized_B_B175.png,Propeller,1,resized_B_A06.png,Hut,7,resized_B_A36.png,Stern,4,resized_B_B143.png,Tanne,2,resized_B_A54.png,Flamme,5,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,7,7,7,84.69408389995806,,,,,,86.55242249998264,1,7,[0.0775 0.075 ],1.9515950999921188,88.97168139996938,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,2,9,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_B109.png,Boot,8,resized_B_A140.png,Flamingo,11,resized_B_A188.png,Tür,4,resized_A_B55.png,Schlange,10,resized_B_A77.png,Hang,14,resized_A_A151.png,Fuchs,6,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,8,8,8,89.11125239997637,,,,,,90.97309210000094,1,10,[-0.07166667 -0.07      ],2.1185639000032097,93.70937629998662,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,3,A,2,10,test item,1-1,resized_B_A77.png,Hang,161,resized_A_B109.png,Boot,8,resized_B_A140.png,Flamingo,11,resized_B_A188.png,Tür,4,resized_A_B55.png,Schlange,10,resized_B_A77.png,Hang,14,resized_A_A151.png,Fuchs,6,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,9,9,9,93.85224519995973,,,,,,95.71022929996252,1,14,[-0.07166667 -0.26333333],2.5525692999362946,98.88040329993237,,118,A,3,2024-11-06_14h06.09.660,task,2023.2.2,59.928182091801816,2024-11-06 14h06.19.113724 +0100,
