study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,14,1,test item,1-2,resized_B_A11.png,Medaille,167,resized_A_A90.png,Fabrik,12,resized_B_B175.png,Propeller,4,resized_A_B199.png,Fisch,5,resized_B_B49.png,Magnet,8,resized_B_A11.png,Medaille,16,resized_B_B164.png,kimono,10,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,0,0,0,53.1215649000369,,0.0010500999633222818,10.067472199909389,10.06747979996726,50.92182169994339,54.909326599910855,1,16,[ 0.2525 -0.25  ],5.589831499848515,61.315447699977085,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,14,2,test item,2-2,resized_B_B164.png,kimono,182,resized_A_A90.png,Fabrik,12,resized_B_B175.png,Propeller,4,resized_A_B199.png,Fisch,5,resized_B_B49.png,Magnet,8,resized_B_A11.png,Medaille,16,resized_B_B164.png,kimono,10,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,1,1,1,61.454552500043064,,,,,,63.31633399985731,1,10,[-0.10333333 -0.0875    ],6.572609900031239,70.68997319997288,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,13,3,test item,2-2,resized_B_A33.png,Roboter,156,resized_A_B192.png,Katze,3,resized_B_B70.png,Quadrat,5,resized_A_A04.png,Baum,1,resized_B_A33.png,Roboter,16,resized_A_A166.png,Pyramide,6,resized_A_A122.png,Sturz,10,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,2,2,2,70.83939939993434,,,,,,72.70763259986416,1,16,[ 0.2575     -0.24583333],19.71696490002796,93.40938049997203,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,13,4,test item,1-2,resized_A_A166.png,Pyramide,166,resized_A_B192.png,Katze,3,resized_B_B70.png,Quadrat,5,resized_A_A04.png,Baum,1,resized_B_A33.png,Roboter,16,resized_A_A166.png,Pyramide,6,resized_A_A122.png,Sturz,10,21.43,28.24,4.96,3.17,2.36,2.89,2.72,2.14,2.25,3.19,1.91,LF,None,None,None,6.95,3,8,nn,3.621559995,5.673504823,0,3,3,3,93.55478950007819,,,,,,95.42671859986149,1,6,[-0.09333333  0.09666667],3.5195309999398887,99.61438470007852,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,3,5,test item,2-2,resized_B_A181.png,Wolf,155,resized_A_A141.png,Pferd,10,resized_A_A139.png,Gans,1,resized_A_B55.png,Schlange,14,resized_B_A181.png,Wolf,3,resized_A_B43.png,Parfüm,16,resized_A_A74.png,Rubin,9,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,4,4,4,99.75824370002374,,,,,,101.61526810005307,1,3,[0.09583333 0.24916667],19.283295900095254,122.80074519990012,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,3,6,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A141.png,Pferd,10,resized_A_A139.png,Gans,1,resized_A_B55.png,Schlange,14,resized_B_A181.png,Wolf,3,resized_A_B43.png,Parfüm,16,resized_A_A74.png,Rubin,9,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,5,5,5,122.94427049998194,,,,,,124.80162569996901,1,9,[-0.2525     -0.06416667],6.021492300089449,131.99175329995342,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,5,7,test item,1-2,resized_B_A188.png,Tür,141,resized_B_A03.png,Kleid,13,resized_B_A142.png,Reiter,2,resized_B_A188.png,Tür,3,resized_B_B167.png,Fliege,11,resized_A_A100.png,Ruderer,6,resized_B_B152.png,Säge,15,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,6,6,6,132.14614149997942,,,,,,134.00927999988198,1,3,[0.08  0.245],5.788510899990797,140.63245150004514,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,5,8,test item,2-2,resized_B_B167.png,Fliege,151,resized_B_A03.png,Kleid,13,resized_B_A142.png,Reiter,2,resized_B_A188.png,Tür,3,resized_B_B167.png,Fliege,11,resized_A_A100.png,Ruderer,6,resized_B_B152.png,Säge,15,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,7,7,7,140.772531399969,,,,,,142.63317759986967,1,11,[ 0.0825     -0.08916667],10.95959770004265,155.49499449995346,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,9,9,test item,2-2,resized_A_B32.png,Kamin,184,resized_B_B155.png,Messer,6,resized_B_A197.png,Hirsch,10,resized_A_B168.png,Frau,5,resized_B_B193.png,Auge,8,resized_B_A20.png,Grill,3,resized_A_B32.png,Kamin,2,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,8,8,8,155.6579426000826,,,,,,157.49571949988604,1,2,[-0.095       0.24583333],17.51520960009657,176.0121962998528,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
LEALCO-EEG,153.0,3,A_B,3.0,2.0,training,1,A,9,10,test item,1-2,resized_A_B168.png,Frau,136,resized_B_B155.png,Messer,6,resized_B_A197.png,Hirsch,10,resized_A_B168.png,Frau,5,resized_B_B193.png,Auge,8,resized_B_A20.png,Grill,3,resized_A_B32.png,Kamin,2,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,9,9,9,176.17391949985176,,,,,,178.029663000023,1,5,[-0.25916667  0.0725    ],7.53966989996843,186.32088509993628,,,,,,,153,A,1,2025-05-06_16h03.08.103,task,2023.2.2,59.95203836702832,2025-05-06 16h03.16.409344 +0200,
