study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,5,1,test item,1-1,resized_B_B180.png,Geist,129,resized_A_B109.png,Boot,4,resized_B_A132.png,Ente,8,resized_B_B180.png,Geist,13,resized_A_B55.png,Schlange,15,resized_A_B196.png,Fenster,7,resized_A_B139.png,Trichter,3,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,0,0,0,87.29448150000007,,0.0010632999992594705,10.070999999999913,10.071007999999892,85.08375959999921,89.07050479999998,1,13,[-0.28416667 -0.26583333],2.436989199999516,92.00717369999984,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,5,2,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_B109.png,Boot,4,resized_B_A132.png,Ente,8,resized_B_B180.png,Geist,13,resized_A_B55.png,Schlange,15,resized_A_B196.png,Fenster,7,resized_A_B139.png,Trichter,3,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,1,1,1,92.14903030000005,,,,,,94.00789069999973,1,15,[ 0.11333333 -0.2675    ],1.5686777999999322,96.16067159999966,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,12,3,test item,1-1,resized_B_A153.png,Schwein,131,resized_B_A187.png,Brücke,10,resized_B_C01.png,Kaninchen,6,resized_B_A153.png,Schwein,8,resized_B_A129.png,Huhn,13,resized_B_A33.png,Roboter,5,resized_A_A166.png,Pyramide,3,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,2,2,2,96.30567319999955,,,,,,98.16154379999989,1,8,[0.24416667 0.1       ],1.6852010000002338,100.43119429999933,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,12,4,test item,2-1,resized_B_A129.png,Huhn,146,resized_B_A187.png,Brücke,10,resized_B_C01.png,Kaninchen,6,resized_B_A153.png,Schwein,8,resized_B_A129.png,Huhn,13,resized_B_A33.png,Roboter,5,resized_A_A166.png,Pyramide,3,34.52,38.1,2.99,3.89,3.54,2.64,3.18,2.14,3.86,17.05,2.64,HF,-0.09,2.43,5.91,3,1,4,nn,4.553519001,11.90291502,0,3,3,3,100.57302609999988,,,,,,102.43197479999981,1,13,[-0.23916667 -0.2125    ],1.9855025999995632,104.85121429999981,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,6,5,test item,2-1,resized_B_A37.png,Tasse,144,resized_A_A93.png,Haus,11,resized_B_A150.png,Känguru,9,resized_A_B150.png,Rakete,4,resized_B_A37.png,Tasse,12,resized_A_B15.png,Schwangere,8,resized_B_B206.png,Axt,3,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,4,4,4,104.99082920000001,,,,,,106.85211189999973,1,12,[ 0.26833333 -0.10916667],2.0186890000004496,109.72204599999986,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,6,6,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_A93.png,Haus,11,resized_B_A150.png,Känguru,9,resized_A_B150.png,Rakete,4,resized_B_A37.png,Tasse,12,resized_A_B15.png,Schwangere,8,resized_B_B206.png,Axt,3,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,5,5,5,109.86357679999946,,,,,,111.72294389999934,1,4,[0.25166667 0.2475    ],1.9185170000000653,114.52617609999925,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,1,7,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_B54.png,Telefon,4,resized_B_A140.png,Flamingo,12,resized_A_B56.png,Stuhl,9,resized_A_A52.png,Stein,3,resized_A_B08.png,Person,6,resized_A_B20.png,Kerze,10,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,6,6,6,114.67017959999976,,,,,,116.52698710000004,1,9,[-0.275      -0.07416667],1.918490799999745,119.14700269999958,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,1,8,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B54.png,Telefon,4,resized_B_A140.png,Flamingo,12,resized_A_B56.png,Stuhl,9,resized_A_A52.png,Stein,3,resized_A_B08.png,Person,6,resized_A_B20.png,Kerze,10,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,7,7,7,119.29770119999921,,,,,,121.16417449999972,1,3,[0.08       0.27583333],1.80182540000078,123.55052119999982,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,7,9,test item,2-1,resized_B_B152.png,Säge,171,resized_A_A90.png,Fabrik,8,resized_B_B70.png,Quadrat,16,resized_B_A188.png,Tür,10,resized_B_A20.png,Grill,7,resized_B_B152.png,Säge,6,resized_B_A70.png,Brunnen,2,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,8,8,8,123.69079129999955,,,,,,125.55122719999963,1,6,[-0.0525      0.02833333],1.7517791000000216,127.92070109999986,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,7,10,test item,1-1,resized_B_A20.png,Grill,160,resized_A_A90.png,Fabrik,8,resized_B_B70.png,Quadrat,16,resized_B_A188.png,Tür,10,resized_B_A20.png,Grill,7,resized_B_B152.png,Säge,6,resized_B_A70.png,Brunnen,2,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,9,9,9,128.05876669999998,,,,,,129.9215620999994,1,7,[0.07583333 0.0475    ],2.8193098000001555,133.39198209999995,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,9,11,test item,2-1,resized_A_A76.png,Mauer,147,resized_B_A147.png,Hund,13,resized_B_A142.png,Reiter,15,resized_B_A06.png,Hut,7,resized_B_B73.png,Treppe,9,resized_A_A76.png,Mauer,6,resized_A_B33.png,Zünder,11,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,10,10,10,133.53895399999965,,,,,,135.40944940000009,1,6,[-0.075  0.015],2.4359911000001375,138.3794702999994,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,9,12,test item,1-1,resized_B_A06.png,Hut,135,resized_B_A147.png,Hund,13,resized_B_A142.png,Reiter,15,resized_B_A06.png,Hut,7,resized_B_B73.png,Treppe,9,resized_A_A76.png,Mauer,6,resized_A_B33.png,Zünder,11,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,11,11,11,138.52060729999994,,,,,,140.3803699,1,7,[0.06833333 0.04083333],1.3179737999998906,142.18236739999975,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,8,13,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A03.png,Kleid,3,resized_A_B78.png,Pfeil,9,resized_B_B24.png,Baby,2,resized_B_B49.png,Magnet,15,resized_B_A123.png,Tänzer,8,resized_A_B32.png,Kamin,16,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,12,12,12,142.33446339999955,,,,,,144.1837848999994,1,15,[ 0.08166667 -0.21083333],1.8683412000000317,146.56977949999964,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,8,14,test item,2-1,resized_B_A123.png,Tänzer,174,resized_B_A03.png,Kleid,3,resized_A_B78.png,Pfeil,9,resized_B_B24.png,Baby,2,resized_B_B49.png,Magnet,15,resized_B_A123.png,Tänzer,8,resized_A_B32.png,Kamin,16,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,13,13,13,146.71380819999922,,,,,,148.57061019999946,1,8,[0.26666667 0.0975    ],2.7862427000000025,151.90751959999943,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,14,15,test item,1-1,resized_B_A77.png,Hang,161,resized_A_A134.png,Vogel,6,resized_A_A02.png,Mühle,4,resized_B_A36.png,Stern,10,resized_B_A77.png,Hang,16,resized_A_B39.png,Sessel,12,resized_B_B164.png,kimono,7,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,14,14,14,152.05064700000003,,,,,,153.9086604999993,1,16,[ 0.26416667 -0.2275    ],2.519888599999831,157.14546809999956,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,14,16,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_A134.png,Vogel,6,resized_A_A02.png,Mühle,4,resized_B_A36.png,Stern,10,resized_B_A77.png,Hang,16,resized_A_B39.png,Sessel,12,resized_B_B164.png,kimono,7,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,15,15,15,157.28753049999978,,,,,,159.1460492999995,1,12,[ 0.22583333 -0.075     ],2.13567729999977,161.74916379999922,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,13,17,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B192.png,Katze,7,resized_A_A139.png,Gans,11,resized_A_A113.png,Engel,4,resized_A_B43.png,Parfüm,8,resized_A_A122.png,Sturz,1,resized_B_A54.png,Flamme,9,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,16,16,16,161.89230849999967,,,,,,163.76670549999926,1,1,[-0.27083333  0.2525    ],2.1020527000000584,166.58657949999997,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,13,18,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B192.png,Katze,7,resized_A_A139.png,Gans,11,resized_A_A113.png,Engel,4,resized_A_B43.png,Parfüm,8,resized_A_A122.png,Sturz,1,resized_B_A54.png,Flamme,9,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,17,17,17,166.72633319999932,,,,,,168.58738749999975,1,8,[0.21583333 0.06333333],1.868818399999327,170.90682519999973,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,10,19,test item,2-1,resized_B_B143.png,Tanne,175,resized_B_A68.png,Lampe,15,resized_A_A148.png,Giraffe,12,resized_B_B177.png,Schloss,2,resized_B_A181.png,Wolf,3,resized_A_A74.png,Rubin,4,resized_B_B143.png,Tanne,8,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,18,18,18,171.0506894,,,,,,172.90804499999922,1,8,[0.26666667 0.08833333],2.61890990000029,175.97781119999945,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,10,20,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A68.png,Lampe,15,resized_A_A148.png,Giraffe,12,resized_B_B177.png,Schloss,2,resized_B_A181.png,Wolf,3,resized_A_A74.png,Rubin,4,resized_B_B143.png,Tanne,8,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,19,19,19,176.12686519999988,,,,,,177.99532519999957,1,2,[-0.1225  0.255 ],3.186233899999934,181.7994405999998,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,4,21,test item,1-1,resized_A_A04.png,Baum,130,resized_B_A156.png,Bär,15,resized_B_B175.png,Propeller,6,resized_A_A04.png,Baum,1,resized_B_B167.png,Fliege,2,resized_B_A11.png,Medaille,16,resized_A_A73.png,Klinge,10,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,20,20,20,181.94375459999992,,,,,,183.8168909999995,1,1,[-0.2575  0.2675],2.268870099999731,186.60357359999944,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,4,22,test item,2-1,resized_A_A73.png,Klinge,177,resized_B_A156.png,Bär,15,resized_B_B175.png,Propeller,6,resized_A_A04.png,Baum,1,resized_B_B167.png,Fliege,2,resized_B_A11.png,Medaille,16,resized_A_A73.png,Klinge,10,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,21,21,21,186.74332419999973,,,,,,188.60423809999975,1,10,[-0.115      -0.07916667],1.8684838999997737,190.97363159999986,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,11,23,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_A141.png,Pferd,6,resized_B_A135.png,Kamel,12,resized_A_B199.png,Fisch,10,resized_B_A23.png,Flasche,14,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,1,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,22,22,22,191.11348479999924,,,,,,192.9744940999999,1,4,[0.2825     0.23083333],2.2860254000006535,195.71112269999958,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,11,24,test item,2-1,resized_A_B199.png,Fisch,148,resized_A_A141.png,Pferd,6,resized_B_A135.png,Kamel,12,resized_A_B199.png,Fisch,10,resized_B_A23.png,Flasche,14,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,1,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,23,23,23,195.85937709999962,,,,,,197.71177809999972,1,10,[-0.03166667 -0.04333333],1.952152599999863,200.1482518999992,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,2,25,test item,1-1,resized_B_A43.png,Blatt,159,resized_B_B155.png,Messer,5,resized_B_A197.png,Hirsch,8,resized_B_A185.png,Gesicht,7,resized_B_A43.png,Blatt,16,resized_A_B194.png,Raute,15,resized_A_A151.png,Fuchs,4,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,24,24,24,200.2880779999996,,,,,,202.1490522999993,1,16,[ 0.2725 -0.26  ],2.5856862999999066,205.26906280000003,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,2,26,test item,2-1,resized_A_B194.png,Raute,173,resized_B_B155.png,Messer,5,resized_B_A197.png,Hirsch,8,resized_B_A185.png,Gesicht,7,resized_B_A43.png,Blatt,16,resized_A_B194.png,Raute,15,resized_A_A151.png,Fuchs,4,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,25,25,25,205.41692929999954,,,,,,207.28665120000005,1,15,[ 0.08666667 -0.2575    ],1.5852497000005314,209.53925939999954,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,3,27,test item,2-1,resized_B_B193.png,Auge,145,resized_A_B157.png,Hammer,13,resized_B_B19.png,Krawatte,5,resized_A_B168.png,Frau,8,resized_B_B193.png,Auge,16,resized_A_A179.png,Drachen,1,resized_A_B22.png,Kreisel,6,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,26,26,26,209.7278282999996,,,,,,211.55683809999937,1,16,[ 0.26333333 -0.24833333],2.5526982000001226,214.69378359999973,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,4,B,3,28,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B157.png,Hammer,13,resized_B_B19.png,Krawatte,5,resized_A_B168.png,Frau,8,resized_B_B193.png,Auge,16,resized_A_A179.png,Drachen,1,resized_A_B22.png,Kreisel,6,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,27,27,27,214.8595820999999,,,,,,216.69444019999992,1,6,[-0.045       0.06166667],1.86904770000001,219.0973658999992,,,119,B,4,2024-11-07_10h51.37.756,task,2023.2.2,60.22449281967025,2024-11-07 10h51.46.494004 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.11574010000004,229.1041593,,,,,,,,,
