study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,4,1,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_A134.png,Vogel,3,resized_A_B78.png,Pfeil,10,resized_A_B56.png,Stuhl,12,resized_A_B20.png,Kerze,2,resized_B_B152.png,Säge,7,resized_A_A151.png,Fuchs,14,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,0,0,0,58.08240960000148,,0.0010892999998759478,10.065184900000531,10.065194300001167,55.87374240000099,59.86117809999996,1,12,[ 0.25333333 -0.08416667],3.5038359999998647,63.9989329,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,4,2,test item,2-1,resized_B_B152.png,Säge,171,resized_A_A134.png,Vogel,3,resized_A_B78.png,Pfeil,10,resized_A_B56.png,Stuhl,12,resized_A_B20.png,Kerze,2,resized_B_B152.png,Säge,7,resized_A_A151.png,Fuchs,14,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,1,1,1,64.13000629999988,,,,,,65.99981470000057,1,7,[0.08       0.09416667],2.986121900001308,69.80377520000002,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,2,3,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_A90.png,Fabrik,15,resized_A_A139.png,Gans,12,resized_B_B73.png,Treppe,7,resized_A_A76.png,Mauer,3,resized_A_B196.png,Fenster,2,resized_A_B22.png,Kreisel,4,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,2,2,2,69.9422556999998,,,,,,71.80484720000095,1,4,[0.23916667 0.25833333],2.9860291999993933,75.47524909999993,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,2,4,test item,2-1,resized_A_A76.png,Mauer,147,resized_A_A90.png,Fabrik,15,resized_A_A139.png,Gans,12,resized_B_B73.png,Treppe,7,resized_A_A76.png,Mauer,3,resized_A_B196.png,Fenster,2,resized_A_B22.png,Kreisel,4,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,3,3,3,75.60997130000032,,,,,,77.47598730000027,1,3,[0.095  0.2525],12.561084499999197,91.03842330000043,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,10,5,test item,2-1,resized_B_B193.png,Auge,145,resized_A_B54.png,Telefon,9,resized_B_A132.png,Ente,10,resized_B_B193.png,Auge,4,resized_A_B08.png,Person,5,resized_B_A43.png,Blatt,16,resized_A_B15.png,Schwangere,14,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,4,4,4,91.21788440000091,,,,,,93.05581119999988,1,4,[0.26666667 0.2325    ],5.721745200000441,99.42869070000052,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,10,6,test item,1-1,resized_B_A43.png,Blatt,159,resized_A_B54.png,Telefon,9,resized_B_A132.png,Ente,10,resized_B_B193.png,Auge,4,resized_A_B08.png,Person,5,resized_B_A43.png,Blatt,16,resized_A_B15.png,Schwangere,14,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,5,5,5,99.5920599000001,,,,,,101.44612600000073,1,16,[ 0.23583333 -0.26916667],3.5367930000011256,105.76737630000025,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,5,7,test item,1-1,resized_A_A100.png,Ruderer,162,resized_B_A187.png,Brücke,7,resized_B_A135.png,Kamel,16,resized_B_A33.png,Roboter,3,resized_A_A100.png,Ruderer,2,resized_B_A11.png,Medaille,14,resized_B_A123.png,Tänzer,5,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,6,6,6,105.91372709999996,,,,,,107.78493990000061,1,2,[-0.10166667  0.21      ],4.854578500000571,113.59019790000093,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,5,8,test item,2-1,resized_B_A123.png,Tänzer,174,resized_B_A187.png,Brücke,7,resized_B_A135.png,Kamel,16,resized_B_A33.png,Roboter,3,resized_A_A100.png,Ruderer,2,resized_B_A11.png,Medaille,14,resized_B_A123.png,Tänzer,5,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,7,7,7,113.73072550000143,,,,,,115.59136080000098,1,5,[-0.24666667  0.08583333],5.355038600000626,121.93134700000155,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,13,9,test item,2-1,resized_A_B194.png,Raute,173,resized_B_A68.png,Lampe,11,resized_B_A142.png,Reiter,12,resized_A_A113.png,Engel,3,resized_B_B167.png,Fliege,9,resized_B_A20.png,Grill,15,resized_A_B194.png,Raute,1,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,8,8,8,122.07689160000155,,,,,,123.94848570000067,1,1,[-0.22833333  0.23      ],3.6362654000004113,128.23579659999996,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
LEALCO-EEG,113.0,1,B-A,1.0,2.0,training,1,A,13,10,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A68.png,Lampe,11,resized_B_A142.png,Reiter,12,resized_A_A113.png,Engel,3,resized_B_B167.png,Fliege,9,resized_B_A20.png,Grill,15,resized_A_B194.png,Raute,1,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,9,9,9,128.36433750000106,,,,,,130.23713730000054,1,15,[ 0.095      -0.23083333],3.753602500000852,134.62453220000134,,,,,,,,,,,113,A,1,2024-10-30_13h33.35.391,task,2023.2.2,59.95200242692229,2024-10-30 13h33.41.545292 +0100,
