study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,6,1,test item,2-1,resized_B_A37.png,Tasse,144,resized_A_A93.png,Haus,8,resized_B_A150.png,Känguru,2,resized_A_B150.png,Rakete,13,resized_B_A37.png,Tasse,12,resized_A_B15.png,Schwangere,6,resized_B_B206.png,Axt,16,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,0,0,0,51.8713529000006,,0.0010992000006808667,10.0694996000002,10.069509500000095,49.668858300000466,53.65651490000073,1,12,[ 0.26916667 -0.11166667],2.736892199999602,57.060097999999925,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,6,2,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_A93.png,Haus,8,resized_B_A150.png,Känguru,2,resized_A_B150.png,Rakete,13,resized_B_A37.png,Tasse,12,resized_A_B15.png,Schwangere,6,resized_B_B206.png,Axt,16,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,1,1,1,57.20131390000006,,,,,,59.0609000000004,1,13,[-0.24583333 -0.2325    ],6.9062370999999985,66.91795770000044,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,14,3,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_A134.png,Vogel,16,resized_A_A02.png,Mühle,13,resized_B_A36.png,Stern,12,resized_B_A77.png,Hang,4,resized_A_B39.png,Sessel,3,resized_B_B164.png,kimono,15,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,2,2,2,67.05252689999998,,,,,,68.91918500000065,1,3,[0.08416667 0.23416667],4.888046299999587,74.55827709999994,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,14,4,test item,1-1,resized_B_A77.png,Hang,161,resized_A_A134.png,Vogel,16,resized_A_A02.png,Mühle,13,resized_B_A36.png,Stern,12,resized_B_A77.png,Hang,4,resized_A_B39.png,Sessel,3,resized_B_B164.png,kimono,15,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,3,3,3,74.69578200000069,,,,,,76.55882550000024,1,4,[0.2375     0.22166667],7.773847899999964,86.05110490000061,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,13,5,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B192.png,Katze,10,resized_A_A139.png,Gans,3,resized_A_A113.png,Engel,13,resized_A_B43.png,Parfüm,16,resized_A_A122.png,Sturz,8,resized_B_A54.png,Flamme,12,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,4,4,4,86.1984652000001,,,,,,88.06861320000007,1,8,[0.26166667 0.05833333],5.521782199999507,94.44154210000033,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,13,6,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B192.png,Katze,10,resized_A_A139.png,Gans,3,resized_A_A113.png,Engel,13,resized_A_B43.png,Parfüm,16,resized_A_A122.png,Sturz,8,resized_B_A54.png,Flamme,12,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,5,5,5,94.57626240000081,,,,,,96.44236080000064,1,16,[ 0.2325     -0.26416667],3.2197811999994883,100.12962140000036,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,12,7,test item,2-1,resized_B_A129.png,Huhn,146,resized_B_A187.png,Brücke,3,resized_B_C01.png,Kaninchen,6,resized_B_A153.png,Schwein,1,resized_B_A129.png,Huhn,9,resized_B_A33.png,Roboter,5,resized_A_A166.png,Pyramide,2,34.52,38.1,2.99,3.89,3.54,2.64,3.18,2.14,3.86,17.05,2.64,HF,-0.09,2.43,5.91,3,1,4,nn,4.553519001,11.90291502,0,6,6,6,100.26632380000046,,,,,,102.13044170000012,1,9,[-0.24916667 -0.03083333],4.254288799999813,107.03541350000069,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,12,8,test item,1-1,resized_B_A153.png,Schwein,131,resized_B_A187.png,Brücke,3,resized_B_C01.png,Kaninchen,6,resized_B_A153.png,Schwein,1,resized_B_A129.png,Huhn,9,resized_B_A33.png,Roboter,5,resized_A_A166.png,Pyramide,2,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,7,7,7,107.1819101000001,,,,,,109.05291639999996,1,1,[-0.27416667  0.2525    ],2.9864104999996925,112.67354400000022,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,8,9,test item,2-1,resized_B_A123.png,Tänzer,174,resized_B_A03.png,Kleid,2,resized_A_B78.png,Pfeil,4,resized_B_B24.png,Baby,15,resized_B_B49.png,Magnet,10,resized_B_A123.png,Tänzer,5,resized_A_B32.png,Kamin,3,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,8,8,8,112.8102200000003,,,,,,114.6743318000008,1,5,[-0.32416667  0.05916667],2.8690943999999945,118.16155870000057,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,1,B,8,10,test item,1-1,resized_B_B49.png,Magnet,163,resized_B_A03.png,Kleid,2,resized_A_B78.png,Pfeil,4,resized_B_B24.png,Baby,15,resized_B_B49.png,Magnet,10,resized_B_A123.png,Tänzer,5,resized_A_B32.png,Kamin,3,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,9,9,9,118.30857500000002,,,,,,120.16228730000057,1,10,[-0.0625 -0.0725],4.253945299999941,125.11725120000028,,,,,,,,,,,119,B,1,2024-11-07_10h16.48.410,task,2023.2.2,59.958364911532364,2024-11-07 10h16.58.741051 +0100,
