study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,2,1,test item,1-2,resized_A_A74.png,Rubin,165,resized_B_A68.png,Lampe,10,resized_A_B78.png,Pfeil,5,resized_A_B55.png,Schlange,8,resized_A_A179.png,Drachen,1,resized_B_A20.png,Grill,2,resized_A_A74.png,Rubin,4,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,0,0,0,29.594699600012973,,0.0010044000810012221,10.06634150003083,10.066350500099361,27.38586690009106,31.372593600070104,1,4,[0.20666667 0.20916667],1.9037106999894604,33.70903360005468,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,2,2,test item,2-2,resized_A_A179.png,Drachen,150,resized_B_A68.png,Lampe,10,resized_A_B78.png,Pfeil,5,resized_A_B55.png,Schlange,8,resized_A_A179.png,Drachen,1,resized_B_A20.png,Grill,2,resized_A_A74.png,Rubin,4,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,1,1,1,33.85340550006367,,,,,,35.70964210003149,1,1,[-0.2625  0.2675],2.8530521999346092,39.09638190001715,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,11,3,test item,1-2,resized_A_B139.png,Trichter,169,resized_B_B155.png,Messer,9,resized_B_C01.png,Kaninchen,5,resized_B_B180.png,Geist,4,resized_A_B199.png,Fisch,6,resized_B_A33.png,Roboter,10,resized_A_B139.png,Trichter,8,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,2,2,2,39.240796600002795,,,,,,41.097565500065684,1,8,[0.2325     0.04833333],4.087422500015236,45.68560720002279,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,11,4,test item,2-2,resized_B_A33.png,Roboter,156,resized_B_B155.png,Messer,9,resized_B_C01.png,Kaninchen,5,resized_B_B180.png,Geist,4,resized_A_B199.png,Fisch,6,resized_B_A33.png,Roboter,10,resized_A_B139.png,Trichter,8,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,3,3,3,45.8373714000918,,,,,,47.70309210009873,1,10,[-0.08166667 -0.0725    ],4.3208883999614045,52.624951300094835,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,6,5,test item,2-2,resized_A_A151.png,Fuchs,181,resized_A_B157.png,Hammer,7,resized_B_B19.png,Krawatte,16,resized_B_B73.png,Treppe,5,resized_B_A77.png,Hang,14,resized_B_B143.png,Tanne,13,resized_A_A151.png,Fuchs,10,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,4,4,4,52.76754080003593,,,,,,54.625631300034,1,10,[-0.07833333 -0.05583333],1.267663599923253,56.494840900064446,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,6,6,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_B157.png,Hammer,7,resized_B_B19.png,Krawatte,16,resized_B_B73.png,Treppe,5,resized_B_A77.png,Hang,14,resized_B_B143.png,Tanne,13,resized_A_A151.png,Fuchs,10,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,5,5,5,56.63550470001064,,,,,,58.49549500003923,1,5,[-0.27833333  0.075     ],1.6184192000655457,60.59817280003335,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,4,7,test item,2-2,resized_B_B167.png,Fliege,151,resized_B_A156.png,Bär,8,resized_B_A142.png,Reiter,11,resized_A_B168.png,Frau,9,resized_B_B167.png,Fliege,13,resized_B_B49.png,Magnet,16,resized_A_B39.png,Sessel,7,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,6,6,6,60.74765330005903,,,,,,62.59897120005917,1,13,[-0.22583333 -0.24583333],2.585466100019403,65.95225339999888,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,4,8,test item,1-2,resized_A_B168.png,Frau,136,resized_B_A156.png,Bär,8,resized_B_A142.png,Reiter,11,resized_A_B168.png,Frau,9,resized_B_B167.png,Fliege,13,resized_B_B49.png,Magnet,16,resized_A_B39.png,Sessel,7,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,7,7,7,66.09461620007642,,,,,,67.9535060999915,1,9,[-0.26166667 -0.0725    ],1.9519073000410572,70.37324190000072,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,1,9,test item,2-2,resized_B_B206.png,Axt,179,resized_B_A187.png,Brücke,11,resized_B_A132.png,Ente,14,resized_B_B193.png,Auge,6,resized_B_A43.png,Blatt,9,resized_B_A11.png,Medaille,5,resized_B_B206.png,Axt,13,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,8,8,8,70.53169120009989,,,,,,72.37390050000977,1,13,[-0.2275     -0.21916667],2.9862401999998838,76.04456370009575,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
LEALCO-EEG,111.0,1,A-B,3.0,1.0,training,2,A,1,10,test item,1-2,resized_B_A11.png,Medaille,167,resized_B_A187.png,Brücke,11,resized_B_A132.png,Ente,14,resized_B_B193.png,Auge,6,resized_B_A43.png,Blatt,9,resized_B_A11.png,Medaille,5,resized_B_B206.png,Axt,13,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,9,9,9,76.20839170005638,,,,,,78.06203930010088,1,5,[-0.22833333  0.05833333],3.7368059000000358,82.44987280003261,,,,,,,111,A,2,2024-10-24_13h00.23.150,task,2023.2.2,60.26717644638882,2024-10-24 13h00.30.262534 +0200,
