study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,12,1,test item,1-2,resized_B_A176.png,Trophäe,164,resized_A_A141.png,Pferd,13,resized_A_A02.png,Mühle,12,resized_B_A129.png,Huhn,11,resized_B_A77.png,Hang,16,resized_B_A176.png,Trophäe,1,resized_B_B164.png,kimono,2,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,0,0,0,37.98465120000765,,0.0010291000362485647,10.063637900049798,10.063645800109953,35.77439940010663,39.76113570004236,0,12,[ 0.19583333 -0.105     ],4.388219900080003,1,1,[-0.235       0.21833333],6.572484700009227,47.06789250008296,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,12,2,test item,2-2,resized_B_B164.png,kimono,182,resized_A_A141.png,Pferd,13,resized_A_A02.png,Mühle,12,resized_B_A129.png,Huhn,11,resized_B_A77.png,Hang,16,resized_B_A176.png,Trophäe,1,resized_B_B164.png,kimono,2,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,1,1,1,47.21057320002001,,,,,,49.06894770008512,1,2,[-0.06083333  0.2325    ],2.2854033999610692,,,,,51.92196680000052,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,8,3,test item,1-2,resized_A_A113.png,Engel,139,resized_A_A90.png,Fabrik,3,resized_B_C01.png,Kaninchen,10,resized_B_A153.png,Schwein,1,resized_A_A113.png,Engel,5,resized_A_B08.png,Person,2,resized_A_A122.png,Sturz,12,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,2,2,2,52.067862900090404,,,,,,53.92322940006852,1,5,[-0.22        0.05916667],3.4363650999730453,,,,,57.99389180005528,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,8,4,test item,2-2,resized_A_B08.png,Person,154,resized_A_A90.png,Fabrik,3,resized_B_C01.png,Kaninchen,10,resized_B_A153.png,Schwein,1,resized_A_A113.png,Engel,5,resized_A_B08.png,Person,2,resized_A_A122.png,Sturz,12,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,3,3,3,58.14523330004886,,,,,,60.01160510000773,1,2,[-0.1175      0.24416667],3.887002300005406,,,,,64.71608969999943,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,6,5,test item,2-2,resized_B_A181.png,Wolf,155,resized_A_B157.png,Hammer,14,resized_B_B175.png,Propeller,4,resized_B_B24.png,Baby,7,resized_B_A37.png,Tasse,9,resized_B_A181.png,Wolf,2,resized_A_B22.png,Kreisel,1,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,4,4,4,64.86079300008714,,,,,,66.71720610000193,1,2,[-0.07916667  0.26083333],2.1686593999620527,,,,,69.5704305000836,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,6,6,test item,1-2,resized_B_B24.png,Baby,142,resized_A_B157.png,Hammer,14,resized_B_B175.png,Propeller,4,resized_B_B24.png,Baby,7,resized_B_A37.png,Tasse,9,resized_B_A181.png,Wolf,2,resized_A_B22.png,Kreisel,1,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,5,5,5,69.71431200008374,,,,,,71.571304500103,1,7,[0.06916667 0.04166667],1.9682991000590846,,,,,74.30745030008256,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,9,7,test item,1-2,resized_A_A74.png,Rubin,165,resized_B_A156.png,Bär,16,resized_B_A135.png,Kamel,8,resized_A_B55.png,Schlange,10,resized_B_A43.png,Blatt,15,resized_A_A74.png,Rubin,3,resized_B_B206.png,Axt,12,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,6,6,6,74.4530438000802,,,,,,76.30860520002898,1,3,[0.06583333 0.24083333],2.4016303000971675,,,,,79.27835970011074,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,9,8,test item,2-2,resized_B_B206.png,Axt,179,resized_B_A156.png,Bär,16,resized_B_A135.png,Kamel,8,resized_A_B55.png,Schlange,10,resized_B_A43.png,Blatt,15,resized_A_A74.png,Rubin,3,resized_B_B206.png,Axt,12,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,7,7,7,79.4276389000006,,,,,,81.29605320002884,1,12,[ 0.21       -0.08083333],2.2189285999629647,,,,,84.18252410006244,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,2,9,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A134.png,Vogel,7,resized_B_A150.png,Känguru,5,resized_A_B150.png,Rakete,13,resized_A_B199.png,Fisch,2,resized_A_B20.png,Kerze,4,resized_B_A70.png,Brunnen,15,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,8,8,8,84.32698700006586,,,,,,86.1835009000497,1,4,[0.2075 0.2325],1.7851953000063077,,,,,88.48610810004175,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,4,A,2,10,test item,2-2,resized_B_A70.png,Brunnen,183,resized_A_A134.png,Vogel,7,resized_B_A150.png,Känguru,5,resized_A_B150.png,Rakete,13,resized_A_B199.png,Fisch,2,resized_A_B20.png,Kerze,4,resized_B_A70.png,Brunnen,15,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,9,9,9,88.6318371000234,,,,,,90.50388690002728,1,15,[ 0.1        -0.26333333],4.07049250009004,,,,,95.35852780006826,,,151,A,4,2025-04-29_17h11.55.398,task,2023.2.2,59.96735380324978,2025-04-29 17h12.07.333306 +0200,
