study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,attempt4_click_accuracy,attempt4_click_positionGrid,attempt4_click_positionCoordinate,attempt4_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,3,11,test item,1-2,resized_A_A166.png,Pyramide,166,resized_A_A134.png,Vogel,3,resized_B_B19.png,Krawatte,11,resized_B_A06.png,Hut,15,resized_A_A166.png,Pyramide,1,resized_A_A73.png,Klinge,5,resized_A_B32.png,Kamin,10,21.43,28.24,4.96,3.17,2.36,2.89,2.72,2.14,2.25,3.19,1.91,LF,None,None,None,6.95,3,8,nn,3.621559995,5.673504823,0,10,10,10,452.3218339999985,,,,,,454.1790779999992,1,1,[-0.2225      0.20583333],2.5691912999991473,457.4161811999984,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,3,12,test item,2-2,resized_A_B32.png,Kamin,184,resized_A_A134.png,Vogel,3,resized_B_B19.png,Krawatte,11,resized_B_A06.png,Hut,15,resized_A_A166.png,Pyramide,1,resized_A_A73.png,Klinge,5,resized_A_B32.png,Kamin,10,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,11,11,11,457.55411579999964,,,,,,459.41683909999847,1,10,[-0.06416667 -0.07      ],2.9362221999999747,463.0536405999992,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,14,13,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_B109.png,Boot,1,resized_B_B70.png,Quadrat,13,resized_B_A185.png,Gesicht,5,resized_A_B22.png,Kreisel,10,resized_B_A123.png,Tänzer,9,resized_B_A54.png,Flamme,8,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,12,12,12,463.18415939999977,,,,,,465.0548999999992,1,8,[0.20916667 0.08416667],2.869557200001509,468.4420130999988,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,14,14,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_B109.png,Boot,1,resized_B_B70.png,Quadrat,13,resized_B_A185.png,Gesicht,5,resized_A_B22.png,Kreisel,10,resized_B_A123.png,Tänzer,9,resized_B_A54.png,Flamme,8,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,13,13,13,468.58161329999893,,,,,,470.4427695999984,1,5,[-0.26833333  0.065     ],1.8186377000001812,472.7789189999985,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,11,15,test item,1-2,resized_B_A176.png,Trophäe,164,resized_A_B157.png,Hammer,1,resized_B_C01.png,Kaninchen,7,resized_A_B199.png,Fisch,15,resized_A_B08.png,Person,12,resized_A_A100.png,Ruderer,11,resized_B_A176.png,Trophäe,10,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,14,14,14,472.9237166999992,,,,,,474.77967819999867,0,15,[ 0.08166667 -0.20333333],3.4201113999988593,482.17025269999976,1,10,[-0.08666667 -0.02416667],5.989140399999087,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,11,16,test item,2-2,resized_A_B08.png,Person,154,resized_A_B157.png,Hammer,1,resized_B_C01.png,Kaninchen,7,resized_A_B199.png,Fisch,15,resized_A_B08.png,Person,12,resized_A_A100.png,Ruderer,11,resized_B_A176.png,Trophäe,10,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,15,15,15,482.31673859999864,,,,,,484.18771089999973,1,12,[ 0.32666667 -0.1075    ],2.768816699999661,487.5246809,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,7,17,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_A93.png,Haus,2,resized_B_A150.png,Känguru,16,resized_B_A153.png,Schwein,5,resized_B_B73.png,Treppe,11,resized_A_B194.png,Raute,7,resized_A_B33.png,Zünder,6,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,16,16,16,487.6599446,,,,,,489.5254946999994,1,11,[ 0.05       -0.04416667],3.0536446000005526,494.0301528,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,7,18,test item,2-2,resized_A_B33.png,Zünder,180,resized_A_A93.png,Haus,2,resized_B_A150.png,Känguru,16,resized_B_A153.png,Schwein,5,resized_B_B73.png,Treppe,11,resized_A_B194.png,Raute,7,resized_A_B33.png,Zünder,6,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,17,17,17,494.1734205999983,,,,,,496.0310723999992,0,7,[0.04666667 0.04583333],2.7194889999991574,504.22207219999837,1,6,[-0.01083333  0.02416667],6.172511799999484,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,6,19,test item,2-2,resized_B_A33.png,Roboter,156,resized_A_B54.png,Telefon,13,resized_B_A197.png,Hirsch,6,resized_B_A33.png,Roboter,4,resized_A_B43.png,Parfüm,11,resized_A_A74.png,Rubin,8,resized_A_A122.png,Sturz,2,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,18,18,18,504.3752700999994,,,,,,506.2396314999987,1,4,[0.22833333 0.255     ],3.3365405999993527,510.34391999999934,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,6,20,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_B54.png,Telefon,13,resized_B_A197.png,Hirsch,6,resized_B_A33.png,Roboter,4,resized_A_B43.png,Parfüm,11,resized_A_A74.png,Rubin,8,resized_A_A122.png,Sturz,2,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,19,19,19,510.4876676999993,,,,,,512.3447781999985,1,8,[0.1725     0.04166667],2.669341799999529,515.7318800999983,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,12,21,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A147.png,Hund,5,resized_A_B78.png,Pfeil,14,resized_B_B24.png,Baby,2,resized_B_A37.png,Tasse,16,resized_A_B196.png,Fenster,3,resized_B_A20.png,Grill,1,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,20,20,20,515.8825766999998,,,,,,517.7492585999989,1,2,[-0.07166667  0.22916667],3.0031309999994846,521.419899999999,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,12,22,test item,2-2,resized_A_B196.png,Fenster,152,resized_B_A147.png,Hund,5,resized_A_B78.png,Pfeil,14,resized_B_B24.png,Baby,2,resized_B_A37.png,Tasse,16,resized_A_B196.png,Fenster,3,resized_B_A20.png,Grill,1,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,21,21,21,521.5651051999994,,,,,,523.4374372999991,1,3,[0.06833333 0.22166667],2.985767300000589,527.2248252999998,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,5,23,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_B192.png,Katze,11,resized_B_A135.png,Kamel,3,resized_A_B56.png,Stuhl,16,resized_B_B167.png,Fliege,9,resized_A_B139.png,Trichter,13,resized_B_B143.png,Tanne,8,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,22,22,22,527.3594636999987,,,,,,529.2256336999999,1,9,[-0.21083333 -0.0525    ],4.120787100000598,534.0472139999983,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,5,24,test item,1-2,resized_A_B139.png,Trichter,169,resized_A_B192.png,Katze,11,resized_B_A135.png,Kamel,3,resized_A_B56.png,Stuhl,16,resized_B_B167.png,Fliege,9,resized_A_B139.png,Trichter,13,resized_B_B143.png,Tanne,8,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,23,23,23,534.1903059999986,,,,,,536.0647368999998,1,13,[-0.20416667 -0.27833333],5.088021400000798,541.9374004999991,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,9,25,test item,2-2,resized_B_A181.png,Wolf,155,resized_A_A90.png,Fabrik,8,resized_B_A140.png,Flamingo,14,resized_B_A36.png,Stern,2,resized_A_B55.png,Schlange,5,resized_B_A181.png,Wolf,9,resized_B_A77.png,Hang,4,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,24,24,24,542.0865994999986,,,,,,543.9547094999998,1,9,[-0.23666667 -0.13333333],4.804479199998241,549.5770579999989,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,9,26,test item,1-2,resized_B_A36.png,Stern,140,resized_A_A90.png,Fabrik,8,resized_B_A140.png,Flamingo,14,resized_B_A36.png,Stern,2,resized_A_B55.png,Schlange,5,resized_B_A181.png,Wolf,9,resized_B_A77.png,Hang,4,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,25,25,25,549.7200739999989,,,,,,551.577806199999,1,2,[-0.025       0.22833333],1.8019589999985328,553.9803152999993,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,4,27,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_A156.png,Bär,11,resized_B_A142.png,Reiter,8,resized_B_B49.png,Magnet,3,resized_A_B20.png,Kerze,6,resized_A_B39.png,Sessel,13,resized_A_A151.png,Fuchs,12,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,26,26,26,554.1278206999996,,,,,,555.9981777999983,1,12,[ 0.27083333 -0.0925    ],3.27001460000065,560.0525619999989,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,1,B,4,28,test item,1-2,resized_A_B20.png,Kerze,168,resized_B_A156.png,Bär,11,resized_B_A142.png,Reiter,8,resized_B_B49.png,Magnet,3,resized_A_B20.png,Kerze,6,resized_A_B39.png,Sessel,13,resized_A_A151.png,Fuchs,12,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,27,27,27,560.1997707999999,,,,,,562.053323099999,1,6,[-0.09666667  0.0625    ],2.235634000000573,564.9398925999994,,,,,,,,,,,,,,,121,B,1,2024-11-12_12h59.53.997,task,2023.2.2,59.95509363427925,2024-11-12 13h00.03.728745 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9558910999986,574.9467449999993,,,,,,,,,
