study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,8,1,test item,2-2,resized_B_B206.png,Axt,179,resized_A_B192.png,Katze,10,resized_B_B19.png,Krawatte,14,resized_B_B177.png,Schloss,12,resized_B_A188.png,Tür,7,resized_A_A122.png,Sturz,6,resized_B_B206.png,Axt,9,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,0,0,0,53.67460789999859,,0.001171500000054948,10.068009299999176,10.06801919999998,51.468107799999416,55.45535439999912,1,9,[-0.19       -0.04416667],1.8869501999997738,57.90853209999841,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,8,2,test item,1-2,resized_B_A188.png,Tür,141,resized_A_B192.png,Katze,10,resized_B_B19.png,Krawatte,14,resized_B_B177.png,Schloss,12,resized_B_A188.png,Tür,7,resized_A_A122.png,Sturz,6,resized_B_B206.png,Axt,9,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,1,1,1,58.04858569999851,,,,,,59.90927779999947,1,7,[0.06  0.035],1.2676873000000342,61.62836369999968,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,6,3,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A141.png,Pferd,9,resized_B_A150.png,Känguru,12,resized_A_A76.png,Mauer,8,resized_A_A179.png,Drachen,15,resized_A_B43.png,Parfüm,3,resized_A_A74.png,Rubin,7,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,2,2,2,61.77409449999868,,,,,,63.62902489999942,1,7,[0.075  0.0475],1.151721100000941,65.31477899999845,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,6,4,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_A141.png,Pferd,9,resized_B_A150.png,Känguru,12,resized_A_A76.png,Mauer,8,resized_A_A179.png,Drachen,15,resized_A_B43.png,Parfüm,3,resized_A_A74.png,Rubin,7,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,3,3,3,65.46385069999997,,,,,,67.31546139999955,1,15,[ 0.09833333 -0.18083333],1.852183300001343,69.68510950000018,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,14,5,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_A93.png,Haus,13,resized_B_A197.png,Hirsch,10,resized_B_A06.png,Hut,7,resized_B_A185.png,Gesicht,16,resized_B_B152.png,Säge,14,resized_B_B164.png,kimono,6,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,4,4,4,69.83882589999848,,,,,,71.70274019999852,1,16,[ 0.2125     -0.23833333],1.7851977000009356,73.93830089999938,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,14,6,test item,2-2,resized_B_B164.png,kimono,182,resized_A_A93.png,Haus,13,resized_B_A197.png,Hirsch,10,resized_B_A06.png,Hut,7,resized_B_A185.png,Gesicht,16,resized_B_B152.png,Säge,14,resized_B_B164.png,kimono,6,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,5,5,5,74.08230159999948,,,,,,75.93940829999883,1,6,[-0.0275      0.04666667],1.451938700000028,77.85856129999956,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,11,7,test item,1-2,resized_A_B15.png,Schwangere,170,resized_B_B155.png,Messer,5,resized_B_B70.png,Quadrat,8,resized_B_A153.png,Schwein,2,resized_A_B15.png,Schwangere,14,resized_A_A73.png,Klinge,12,resized_A_B32.png,Kamin,7,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,6,6,6,78.01240460000008,,,,,,79.87607539999954,1,14,[-0.05083333 -0.29416667],1.7687857000000804,82.079009699999,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,11,8,test item,2-2,resized_A_B32.png,Kamin,184,resized_B_B155.png,Messer,5,resized_B_B70.png,Quadrat,8,resized_B_A153.png,Schwein,2,resized_A_B15.png,Schwangere,14,resized_A_A73.png,Klinge,12,resized_A_B32.png,Kamin,7,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,7,7,7,82.22279849999904,,,,,,84.07963930000005,1,7,[0.06666667 0.03666667],1.6185323000008793,86.3158456000001,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,9,9,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_A147.png,Hund,3,resized_B_A132.png,Ente,15,resized_B_B24.png,Baby,7,resized_B_A129.png,Huhn,10,resized_B_B49.png,Magnet,11,resized_A_A151.png,Fuchs,12,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,8,8,8,86.46469350000007,,,,,,88.3166227999991,1,12,[ 0.2075 -0.075 ],1.635271000001012,90.53554709999844,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
LEALCO-EEG,123.0,1,B-A,3.0,2.0,training,3,A,9,10,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A147.png,Hund,3,resized_B_A132.png,Ente,15,resized_B_B24.png,Baby,7,resized_B_A129.png,Huhn,10,resized_B_B49.png,Magnet,11,resized_A_A151.png,Fuchs,12,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,9,9,9,90.66819269999905,,,,,,92.53668130000005,1,7,[0.08       0.05166667],1.5184976999989885,94.50559929999872,,123,A,3,2024-11-14_13h22.19.564,task,2023.2.2,59.93572492889299,2024-11-14 13h22.30.513839 +0100,
