study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,12,1,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B109.png,Boot,7,resized_B_A142.png,Reiter,4,resized_B_B73.png,Treppe,16,resized_B_B193.png,Auge,8,resized_A_B22.png,Kreisel,13,resized_A_B33.png,Zünder,2,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,0,0,0,45.35844359998009,,0.0010676999809220433,10.063605400006054,10.06361630000174,43.130655299988575,47.13395980000496,0,8,[0.25583333 0.0625    ],8.942451999988407,1,13,[-0.26416667 -0.26083333],15.363345299992943,63.265093800000614,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,12,2,test item,2-1,resized_B_B193.png,Auge,145,resized_A_B109.png,Boot,7,resized_B_A142.png,Reiter,4,resized_B_B73.png,Treppe,16,resized_B_B193.png,Auge,8,resized_A_B22.png,Kreisel,13,resized_A_B33.png,Zünder,2,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,1,1,1,63.450141399982385,,,,,,65.28245889997925,1,8,[0.2475     0.07333333],6.389205299987225,,,,,72.42289200000232,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,13,3,test item,1-1,resized_A_B150.png,Rakete,134,resized_B_A68.png,Lampe,2,resized_A_A148.png,Giraffe,15,resized_A_B150.png,Rakete,9,resized_B_B24.png,Baby,5,resized_B_A37.png,Tasse,3,resized_B_B167.png,Fliege,8,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,2,2,2,72.57461219999823,,,,,,74.44024799999897,1,9,[-0.22666667 -0.07416667],4.153788199997507,,,,,79.21179159998428,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,13,4,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_A68.png,Lampe,2,resized_A_A148.png,Giraffe,15,resized_A_B150.png,Rakete,9,resized_B_B24.png,Baby,5,resized_B_A37.png,Tasse,3,resized_B_B167.png,Fliege,8,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,3,3,3,79.35583809998934,,,,,,81.22919250000268,1,3,[0.06416667 0.23916667],3.0692700000072364,,,,,84.83315439999569,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,10,5,test item,1-1,resized_B_A77.png,Hang,161,resized_B_A03.png,Kleid,3,resized_B_A132.png,Ente,4,resized_A_B55.png,Schlange,5,resized_A_B196.png,Fenster,9,resized_B_A77.png,Hang,8,resized_A_B139.png,Trichter,7,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,4,4,4,84.97486509999726,,,,,,86.83406309998827,1,8,[0.25       0.08416667],2.6525023999856785,,,,,90.2376452999888,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,10,6,test item,2-1,resized_A_B55.png,Schlange,143,resized_B_A03.png,Kleid,3,resized_B_A132.png,Ente,4,resized_A_B55.png,Schlange,5,resized_A_B196.png,Fenster,9,resized_B_A77.png,Hang,8,resized_A_B139.png,Trichter,7,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,5,5,5,90.38558440000634,,,,,,92.25525829999242,1,5,[-0.26833333  0.04333333],6.021523400006117,,,,,99.69587840000167,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,1,7,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B54.png,Telefon,7,resized_B_A150.png,Känguru,11,resized_A_A52.png,Stein,3,resized_B_A181.png,Wolf,13,resized_A_B43.png,Parfüm,16,resized_A_A166.png,Pyramide,5,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,6,6,6,99.84146729999338,,,,,,101.71321029998944,1,16,[ 0.22333333 -0.2725    ],4.7877688000153285,,,,,107.33557440000004,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,1,8,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B54.png,Telefon,7,resized_B_A150.png,Känguru,11,resized_A_A52.png,Stein,3,resized_B_A181.png,Wolf,13,resized_A_B43.png,Parfüm,16,resized_A_A166.png,Pyramide,5,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,7,7,7,107.48557449999498,,,,,,109.35300269999425,1,3,[0.0975     0.23833333],3.9870307999954093,,,,,113.89101560000563,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,4,9,test item,2-1,resized_A_B194.png,Raute,173,resized_B_A156.png,Bär,13,resized_B_A135.png,Kamel,6,resized_B_A153.png,Schwein,11,resized_A_B168.png,Frau,3,resized_A_B194.png,Raute,7,resized_B_B206.png,Axt,12,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,8,8,8,114.02977550000651,,,,,,115.8921268999984,1,7,[0.10083333 0.0825    ],4.4539525999862235,,,,,120.9135284999793,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,4,10,test item,1-1,resized_B_A153.png,Schwein,131,resized_B_A156.png,Bär,13,resized_B_A135.png,Kamel,6,resized_B_A153.png,Schwein,11,resized_A_B168.png,Frau,3,resized_A_B194.png,Raute,7,resized_B_B206.png,Axt,12,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,9,9,9,121.05789399999776,,,,,,122.91442630000529,1,11,[ 0.09333333 -0.08916667],3.636580499995034,,,,,127.21888119998039,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,14,11,test item,1-1,resized_B_A43.png,Blatt,159,resized_A_B192.png,Katze,9,resized_B_A140.png,Flamingo,8,resized_B_A188.png,Tür,14,resized_B_A33.png,Roboter,10,resized_B_A43.png,Blatt,11,resized_A_A122.png,Sturz,1,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,10,10,10,127.36634239999694,,,,,,129.2363624999998,0,9,[-0.265      -0.08333333],5.5549200999957975,1,11,[ 0.08333333 -0.0775    ],9.892061299993657,139.76274299999932,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
LEALCO-EEG,103.0,1,A-B,3.0,1.0,training,1,B,14,12,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B192.png,Katze,9,resized_B_A140.png,Flamingo,8,resized_B_A188.png,Tür,14,resized_B_A33.png,Roboter,10,resized_B_A43.png,Blatt,11,resized_A_A122.png,Sturz,1,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,11,11,11,139.90490319998935,,,,,,141.76348199998029,1,1,[-0.24083333  0.22916667],6.189309699984733,,,,,148.9038578000036,,,103,B,1,2024-10-17_13h58.43.924,task,2023.2.2,60.03020720664897,2024-10-17 13h58.51.062188 +0200,
