study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,9,1,test item,1-2,resized_A_A74.png,Rubin,165,resized_B_A156.png,Bär,11,resized_B_A135.png,Kamel,4,resized_A_B55.png,Schlange,7,resized_B_A43.png,Blatt,10,resized_A_A74.png,Rubin,5,resized_B_B206.png,Axt,13,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,0,0,0,36.80167059996165,,0.0010047999676316977,10.068784699891694,10.068795099970885,34.5922661999939,38.578956199926324,1,5,[-0.23583333  0.0725    ],4.672063200036064,44.20104709989391,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,9,2,test item,2-2,resized_B_B206.png,Axt,179,resized_B_A156.png,Bär,11,resized_B_A135.png,Kamel,4,resized_A_B55.png,Schlange,7,resized_B_A43.png,Blatt,10,resized_A_A74.png,Rubin,5,resized_B_B206.png,Axt,13,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,1,1,1,44.34273929998744,,,,,,46.20211019995622,1,13,[-0.21416667 -0.24666667],13.878864599973895,61.05005569988862,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,14,3,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_B192.png,Katze,5,resized_A_B78.png,Pfeil,8,resized_A_B56.png,Stuhl,9,resized_A_A76.png,Mauer,15,resized_A_A179.png,Drachen,10,resized_B_A11.png,Medaille,1,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,2,2,2,61.198318199953064,,,,,,63.06626289989799,0,15,[ 0.11333333 -0.23916667],9.541750799980946,79.91453869990073,1,10,[-0.07916667 -0.07583333],15.830307599972002,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,14,4,test item,1-2,resized_B_A11.png,Medaille,167,resized_A_B192.png,Katze,5,resized_A_B78.png,Pfeil,8,resized_A_B56.png,Stuhl,9,resized_A_A76.png,Mauer,15,resized_A_A179.png,Drachen,10,resized_B_A11.png,Medaille,1,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,3,3,3,80.05657639994752,,,,,,81.9156080998946,1,1,[-0.2675      0.24916667],3.9368181999307126,86.95379909989424,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,1,5,test item,1-2,resized_A_B139.png,Trichter,169,resized_A_A93.png,Haus,5,resized_A_A148.png,Giraffe,4,resized_B_B193.png,Auge,15,resized_B_B167.png,Fliege,7,resized_A_B43.png,Parfüm,8,resized_A_B139.png,Trichter,11,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,4,4,4,87.12726549990475,,,,,,88.97146819997579,1,11,[ 0.06666667 -0.09666667],6.304976099985652,96.14478959992994,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,1,6,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_A93.png,Haus,5,resized_A_A148.png,Giraffe,4,resized_B_B193.png,Auge,15,resized_B_B167.png,Fliege,7,resized_A_B43.png,Parfüm,8,resized_A_B139.png,Trichter,11,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,5,5,5,96.30740839999635,,,,,,98.14586039993446,1,7,[0.07       0.07083333],9.191199599998072,108.15500119992066,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,7,7,test item,1-2,resized_A_B168.png,Frau,136,resized_B_A147.png,Hund,11,resized_B_A140.png,Flamingo,2,resized_A_B168.png,Frau,15,resized_A_A52.png,Stein,13,resized_B_B49.png,Magnet,6,resized_A_A151.png,Fuchs,1,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,6,6,6,108.29823629988823,,,,,,110.1560235999059,1,15,[ 0.1175     -0.24833333],3.5863606000784785,114.64377069997136,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,7,8,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_A147.png,Hund,11,resized_B_A140.png,Flamingo,2,resized_A_B168.png,Frau,15,resized_A_A52.png,Stein,13,resized_B_B49.png,Magnet,6,resized_A_A151.png,Fuchs,1,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,7,7,7,114.79227829992305,,,,,,116.66152949992102,1,1,[-0.22583333  0.26166667],4.737664500018582,122.48378449992742,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,13,9,test item,2-2,resized_B_A33.png,Roboter,156,resized_B_A68.png,Lampe,10,resized_B_B19.png,Krawatte,11,resized_A_A04.png,Baum,14,resized_B_A36.png,Stern,6,resized_B_A33.png,Roboter,5,resized_B_A123.png,Tänzer,8,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,8,8,8,122.63288759998977,,,,,,124.50143679999746,1,5,[-0.25583333  0.0675    ],6.822770700091496,132.17521889996715,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
LEALCO-EEG,151.0,3,B_A,3.0,1.0,training,1,A,13,10,test item,1-2,resized_B_A36.png,Stern,140,resized_B_A68.png,Lampe,10,resized_B_B19.png,Krawatte,11,resized_A_A04.png,Baum,14,resized_B_A36.png,Stern,6,resized_B_A33.png,Roboter,5,resized_B_A123.png,Tänzer,8,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,9,9,9,132.31834839994553,,,,,,134.19288939994294,1,6,[-0.07        0.05833333],7.539923200034536,142.63411779992748,,,,,,,,,,,151,A,1,2025-04-29_16h28.36.729,task,2023.2.2,59.5327039973079,2025-04-29 16h28.45.890896 +0200,
