study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,4,1,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_A134.png,Vogel,9,resized_A_A02.png,Mühle,16,resized_B_B73.png,Treppe,3,resized_A_A76.png,Mauer,7,resized_B_B167.png,Fliege,10,resized_A_B43.png,Parfüm,1,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,0,0,0,45.4754241000046,,0.0011463999981060624,10.064559800026473,10.064571199996863,43.264239500043914,47.251631500024814,1,3,[0.03666667 0.31583333],3.27092789998278,52.13974960002815,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,4,2,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_A134.png,Vogel,9,resized_A_A02.png,Mühle,16,resized_B_B73.png,Treppe,3,resized_A_A76.png,Mauer,7,resized_B_B167.png,Fliege,10,resized_A_B43.png,Parfüm,1,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,1,1,1,52.28052620001836,,,,,,54.14058200002182,1,10,[-0.07416667 -0.08083333],3.7703907000250183,59.24587360001169,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,12,3,test item,1-2,resized_B_A11.png,Medaille,167,resized_B_B155.png,Messer,3,resized_B_A140.png,Flamingo,15,resized_A_B196.png,Fenster,5,resized_B_A20.png,Grill,16,resized_B_A11.png,Medaille,8,resized_A_B194.png,Raute,14,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,2,2,2,59.37910720001673,,,,,,61.24664240004495,1,8,[0.21583333 0.07083333],3.2025428999913856,66.36837500002002,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,12,4,test item,2-2,resized_A_B196.png,Fenster,152,resized_B_B155.png,Messer,3,resized_B_A140.png,Flamingo,15,resized_A_B196.png,Fenster,5,resized_B_A20.png,Grill,16,resized_B_A11.png,Medaille,8,resized_A_B194.png,Raute,14,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,3,3,3,66.506288100034,,,,,,68.36918340000557,1,5,[-0.25333333  0.04083333],3.9537647999823093,73.89159610000206,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,13,5,test item,2-2,resized_A_B08.png,Person,154,resized_A_A93.png,Haus,8,resized_B_B175.png,Propeller,3,resized_A_B08.png,Person,9,resized_A_B22.png,Kreisel,4,resized_B_A176.png,Trophäe,6,resized_A_A122.png,Sturz,1,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,4,4,4,74.03567290003411,,,,,,75.89239430002635,1,9,[-0.23666667 -0.08333333],3.820139800023753,80.99736199999461,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,13,6,test item,1-2,resized_B_A176.png,Trophäe,164,resized_A_A93.png,Haus,8,resized_B_B175.png,Propeller,3,resized_A_B08.png,Person,9,resized_A_B22.png,Kreisel,4,resized_B_A176.png,Trophäe,6,resized_A_A122.png,Sturz,1,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,5,5,5,81.13800020003691,,,,,,82.99819350003963,1,6,[-0.09   0.045],4.003937500005122,89.13762600003975,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,7,7,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_A141.png,Pferd,5,resized_B_A135.png,Kamel,1,resized_A_B56.png,Stuhl,3,resized_A_B55.png,Schlange,15,resized_A_A74.png,Rubin,12,resized_B_A54.png,Flamme,8,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,6,6,6,89.27766930003418,,,,,,91.13843700004509,1,12,[ 0.2325 -0.0375],2.452504399989266,95.12613320001401,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,7,8,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_A141.png,Pferd,5,resized_B_A135.png,Kamel,1,resized_A_B56.png,Stuhl,3,resized_A_B55.png,Schlange,15,resized_A_A74.png,Rubin,12,resized_B_A54.png,Flamme,8,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,7,7,7,95.2637891000486,,,,,,97.126787300047,1,8,[0.25083333 0.06583333],6.806209100002889,105.86845030001132,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,2,9,test item,2-2,resized_B_A181.png,Wolf,155,resized_B_A147.png,Hund,12,resized_A_A148.png,Giraffe,2,resized_B_A181.png,Wolf,10,resized_B_B49.png,Magnet,3,resized_A_B15.png,Schwangere,11,resized_A_A73.png,Klinge,15,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,8,8,8,106.01727230002871,,,,,,107.88585760002024,1,10,[-0.08833333 -0.07583333],2.6695077000185847,113.19110029999865,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
LEALCO-EEG,125.0,2,A-B,1.0,2.0,training,2,B,2,10,test item,1-2,resized_A_B15.png,Schwangere,170,resized_B_A147.png,Hund,12,resized_A_A148.png,Giraffe,2,resized_B_A181.png,Wolf,10,resized_B_B49.png,Magnet,3,resized_A_B15.png,Schwangere,11,resized_A_A73.png,Klinge,15,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,9,9,9,113.33199510001577,,,,,,115.19200040004216,1,11,[ 0.08       -0.07333333],2.285208999994211,118.59573719999753,,,125,B,2,2024-11-19_10h43.42.389,task,2023.2.2,59.643878334447955,2024-11-19 10h43.55.622723 +0100,
