"subjID","partner_type","block","error","rate"
"155","different","1","compound",0.037037037037037
"155","different","1","semantically_related",0
"155","different","1","phonologically_related",0
"155","different","1","unrelated",0.111111111111111
"155","different","2","compound",0.0357142857142857
"155","different","2","semantically_related",0
"155","different","2","phonologically_related",0
"155","different","2","unrelated",0.0714285714285714
"156","same","1","compound",0
"156","same","1","semantically_related",0.0740740740740741
"156","same","1","phonologically_related",0
"156","same","1","unrelated",0.407407407407407
"156","same","2","compound",0
"156","same","2","semantically_related",0.111111111111111
"156","same","2","phonologically_related",0
"156","same","2","unrelated",0.37037037037037
"156","different","1","compound",0
"156","different","1","semantically_related",0.0714285714285714
"156","different","1","phonologically_related",0
"156","different","1","unrelated",0.357142857142857
"156","different","2","compound",0
"156","different","2","semantically_related",0.0357142857142857
"156","different","2","phonologically_related",0
"156","different","2","unrelated",0.142857142857143
