"subjID","partner_type","block","error","rate"
"134","different","1","phonologically_related",0
"134","different","1","unrelated",0.107142857142857
"134","different","2","compound",0
"134","different","2","semantically_related",0.0357142857142857
"134","different","2","phonologically_related",0
"134","different","2","unrelated",0.142857142857143
"135","same","1","compound",0
"135","same","1","semantically_related",0.0714285714285714
"135","same","1","phonologically_related",0
"135","same","1","unrelated",0.0357142857142857
"135","same","2","compound",0
"135","same","2","semantically_related",0
"135","same","2","phonologically_related",0
"135","same","2","unrelated",0.0714285714285714
"135","different","1","compound",0
"135","different","1","semantically_related",0.0714285714285714
"135","different","1","phonologically_related",0
"135","different","1","unrelated",0.0357142857142857
"135","different","2","compound",0
"135","different","2","semantically_related",0
"135","different","2","phonologically_related",0
"135","different","2","unrelated",0
"136","same","1","compound",0.037037037037037
"136","same","1","semantically_related",0
"136","same","1","phonologically_related",0
"136","same","1","unrelated",0.185185185185185
"136","same","2","compound",0
"136","same","2","semantically_related",0
"136","same","2","phonologically_related",0
"136","same","2","unrelated",0.107142857142857
"136","different","1","compound",0
"136","different","1","semantically_related",0.107142857142857
"136","different","1","phonologically_related",0
"136","different","1","unrelated",0.178571428571429
"136","different","2","compound",0
"136","different","2","semantically_related",0.0740740740740741
"136","different","2","phonologically_related",0.037037037037037
"136","different","2","unrelated",0.037037037037037
"137","same","1","compound",0.0357142857142857
"137","same","1","semantically_related",0
"137","same","1","phonologically_related",0
"137","same","1","unrelated",0.0357142857142857
"137","same","2","compound",0.0357142857142857
"137","same","2","semantically_related",0
"137","same","2","phonologically_related",0
"137","same","2","unrelated",0
"137","different","1","compound",0
"137","different","1","semantically_related",0
"137","different","1","phonologically_related",0
"137","different","1","unrelated",0.107142857142857
"137","different","2","compound",0
"137","different","2","semantically_related",0
"137","different","2","phonologically_related",0
"137","different","2","unrelated",0.0357142857142857
"138","same","1","compound",0.037037037037037
"138","same","1","semantically_related",0.0740740740740741
"138","same","1","phonologically_related",0
"138","same","1","unrelated",0.407407407407407
"138","same","2","compound",0.0357142857142857
"138","same","2","semantically_related",0.0357142857142857
"138","same","2","phonologically_related",0
"138","same","2","unrelated",0.357142857142857
"138","different","1","compound",0.0357142857142857
"138","different","1","semantically_related",0.142857142857143
"138","different","1","phonologically_related",0
"138","different","1","unrelated",0.0714285714285714
"138","different","2","compound",0.0384615384615385
"138","different","2","semantically_related",0.192307692307692
"138","different","2","phonologically_related",0
"138","different","2","unrelated",0.0384615384615385
"139","same","1","compound",0
"139","same","1","semantically_related",0.0357142857142857
"139","same","1","phonologically_related",0
"139","same","1","unrelated",0.142857142857143
"139","same","2","compound",0
"139","same","2","semantically_related",0.0714285714285714
"139","same","2","phonologically_related",0
"139","same","2","unrelated",0.0357142857142857
"139","different","1","compound",0
"139","different","1","semantically_related",0.0714285714285714
"139","different","1","phonologically_related",0
"139","different","1","unrelated",0.0714285714285714
"139","different","2","compound",0
"139","different","2","semantically_related",0.0357142857142857
"139","different","2","phonologically_related",0
"139","different","2","unrelated",0.0357142857142857
"140","same","1","compound",0
"140","same","1","semantically_related",0.0357142857142857
"140","same","1","phonologically_related",0
"140","same","1","unrelated",0.0357142857142857
"140","same","2","compound",0
"140","same","2","semantically_related",0.0357142857142857
"140","same","2","phonologically_related",0
"140","same","2","unrelated",0.0357142857142857
"140","different","1","compound",0
"140","different","1","semantically_related",0.0357142857142857
"140","different","1","phonologically_related",0
"140","different","1","unrelated",0.285714285714286
"140","different","2","compound",0.037037037037037
"140","different","2","semantically_related",0.111111111111111
"140","different","2","phonologically_related",0
"140","different","2","unrelated",0.185185185185185
"141","same","1","compound",0.0357142857142857
"141","same","1","semantically_related",0.0357142857142857
"141","same","1","phonologically_related",0
"141","same","1","unrelated",0
"141","same","2","compound",0
"141","same","2","semantically_related",0.0357142857142857
"141","same","2","phonologically_related",0
"141","same","2","unrelated",0.0357142857142857
"141","different","1","compound",0.037037037037037
"141","different","1","semantically_related",0.037037037037037
"141","different","1","phonologically_related",0
"141","different","1","unrelated",0.148148148148148
"141","different","2","compound",0
"141","different","2","semantically_related",0.0740740740740741
"141","different","2","phonologically_related",0
"141","different","2","unrelated",0.148148148148148
"142","same","1","compound",0
"142","same","1","semantically_related",0
"142","same","1","phonologically_related",0
"142","same","1","unrelated",0.142857142857143
"142","same","2","compound",0
"142","same","2","semantically_related",0
"142","same","2","phonologically_related",0
"142","same","2","unrelated",0.111111111111111
"142","different","1","compound",0
"142","different","1","semantically_related",0.0714285714285714
"142","different","1","phonologically_related",0
"142","different","1","unrelated",0.0357142857142857
"142","different","2","compound",0
"142","different","2","semantically_related",0.037037037037037
"142","different","2","phonologically_related",0
"142","different","2","unrelated",0.0740740740740741
"143","same","1","compound",0
"143","same","1","semantically_related",0.0357142857142857
"143","same","1","phonologically_related",0
"143","same","1","unrelated",0.178571428571429
"143","same","2","compound",0
"143","same","2","semantically_related",0.0357142857142857
"143","same","2","phonologically_related",0
"143","same","2","unrelated",0.214285714285714
"143","different","1","compound",0.0714285714285714
"143","different","1","semantically_related",0.0357142857142857
"143","different","1","phonologically_related",0
"143","different","1","unrelated",0.107142857142857
"143","different","2","compound",0.0357142857142857
"143","different","2","semantically_related",0.0714285714285714
"143","different","2","phonologically_related",0
"143","different","2","unrelated",0.0714285714285714
"145","same","1","compound",0
"145","same","1","semantically_related",0
"145","same","1","phonologically_related",0
"145","same","1","unrelated",0.0357142857142857
"145","same","2","compound",0
"145","same","2","semantically_related",0.0357142857142857
"145","same","2","phonologically_related",0
"145","same","2","unrelated",0
"145","different","1","compound",0
"145","different","1","semantically_related",0
"145","different","1","phonologically_related",0
"145","different","1","unrelated",0.0357142857142857
"145","different","2","compound",0
"145","different","2","semantically_related",0
"145","different","2","phonologically_related",0
"145","different","2","unrelated",0.0357142857142857
"146","same","1","compound",0
"146","same","1","semantically_related",0
"146","same","1","phonologically_related",0
"146","same","1","unrelated",0.142857142857143
"146","same","2","compound",0
"146","same","2","semantically_related",0
"146","same","2","phonologically_related",0
"146","same","2","unrelated",0.178571428571429
"146","different","1","compound",0
"146","different","1","semantically_related",0
"146","different","1","phonologically_related",0
"146","different","1","unrelated",0.142857142857143
"146","different","2","compound",0
"146","different","2","semantically_related",0
"146","different","2","phonologically_related",0
"146","different","2","unrelated",0.142857142857143
"147","same","1","compound",0.037037037037037
"147","same","1","semantically_related",0
"147","same","1","phonologically_related",0
"147","same","1","unrelated",0.185185185185185
"147","same","2","compound",0.0357142857142857
"147","same","2","semantically_related",0
"147","same","2","phonologically_related",0
"147","same","2","unrelated",0.0357142857142857
"147","different","1","compound",0
"147","different","1","semantically_related",0.0740740740740741
"147","different","1","phonologically_related",0
"147","different","1","unrelated",0.0740740740740741
"147","different","2","compound",0
"147","different","2","semantically_related",0.0357142857142857
"147","different","2","phonologically_related",0
"147","different","2","unrelated",0.107142857142857
"148","same","1","compound",0
"148","same","1","semantically_related",0.0357142857142857
"148","same","1","phonologically_related",0
"148","same","1","unrelated",0.142857142857143
"148","same","2","compound",0
"148","same","2","semantically_related",0.0714285714285714
"148","same","2","phonologically_related",0
"148","same","2","unrelated",0.107142857142857
"148","different","1","compound",0.0714285714285714
"148","different","1","semantically_related",0.0357142857142857
"148","different","1","phonologically_related",0
"148","different","1","unrelated",0.142857142857143
"148","different","2","compound",0.0357142857142857
"148","different","2","semantically_related",0.0357142857142857
"148","different","2","phonologically_related",0
"148","different","2","unrelated",0.142857142857143
"149","same","1","compound",0
"149","same","1","semantically_related",0.0714285714285714
"149","same","1","phonologically_related",0
"149","same","1","unrelated",0.142857142857143
"149","same","2","compound",0
"149","same","2","semantically_related",0.0714285714285714
"149","same","2","phonologically_related",0
"149","same","2","unrelated",0.0714285714285714
"149","different","1","compound",0
"149","different","1","semantically_related",0.107142857142857
"149","different","1","phonologically_related",0
"149","different","1","unrelated",0.25
"149","different","2","compound",0
"149","different","2","semantically_related",0.0357142857142857
"149","different","2","phonologically_related",0
"149","different","2","unrelated",0.285714285714286
"150","same","1","compound",0
"150","same","1","semantically_related",0.115384615384615
"150","same","1","phonologically_related",0
"150","same","1","unrelated",0.576923076923077
"150","same","2","compound",0
"150","same","2","semantically_related",0.08
"150","same","2","phonologically_related",0
"150","same","2","unrelated",0.52
"150","different","1","compound",0
"150","different","1","semantically_related",0.0384615384615385
"150","different","1","phonologically_related",0
"150","different","1","unrelated",0.384615384615385
"150","different","2","compound",0
"150","different","2","semantically_related",0.148148148148148
"150","different","2","phonologically_related",0
"150","different","2","unrelated",0.444444444444444
"151","same","1","compound",0
"151","same","1","semantically_related",0.111111111111111
"151","same","1","phonologically_related",0
"151","same","1","unrelated",0.37037037037037
"151","same","2","compound",0
"151","same","2","semantically_related",0.037037037037037
"151","same","2","phonologically_related",0
"151","same","2","unrelated",0.333333333333333
"151","different","1","compound",0
"151","different","1","semantically_related",0.115384615384615
"151","different","1","phonologically_related",0
"151","different","1","unrelated",0.230769230769231
"151","different","2","compound",0
"151","different","2","semantically_related",0
"151","different","2","phonologically_related",0
"151","different","2","unrelated",0.25
"152","same","1","compound",0.0384615384615385
"152","same","1","semantically_related",0.0384615384615385
"152","same","1","phonologically_related",0
"152","same","1","unrelated",0.192307692307692
"152","same","2","compound",0
"152","same","2","semantically_related",0
"152","same","2","phonologically_related",0
"152","same","2","unrelated",0.214285714285714
"152","different","1","compound",0
"152","different","1","semantically_related",0.0714285714285714
"152","different","1","phonologically_related",0
"152","different","1","unrelated",0.214285714285714
"152","different","2","compound",0.0714285714285714
"152","different","2","semantically_related",0.0714285714285714
"152","different","2","phonologically_related",0
"152","different","2","unrelated",0.142857142857143
"153","same","1","compound",0
"153","same","1","semantically_related",0.0769230769230769
"153","same","1","phonologically_related",0
"153","same","1","unrelated",0.0769230769230769
"153","same","2","compound",0
"153","same","2","semantically_related",0
"153","same","2","phonologically_related",0.0357142857142857
"153","same","2","unrelated",0.142857142857143
"153","different","1","compound",0
"153","different","1","semantically_related",0
"153","different","1","phonologically_related",0
"153","different","1","unrelated",0.0714285714285714
"153","different","2","compound",0
"153","different","2","semantically_related",0
"153","different","2","phonologically_related",0
"153","different","2","unrelated",0.0357142857142857
"154","same","1","compound",0.0357142857142857
"154","same","1","semantically_related",0
"154","same","1","phonologically_related",0
"154","same","1","unrelated",0.107142857142857
"154","same","2","compound",0
"154","same","2","semantically_related",0.0714285714285714
"154","same","2","phonologically_related",0
"154","same","2","unrelated",0.0357142857142857
"154","different","1","compound",0.0714285714285714
"154","different","1","semantically_related",0
"154","different","1","phonologically_related",0
"154","different","1","unrelated",0.392857142857143
"154","different","2","compound",0.0714285714285714
"154","different","2","semantically_related",0
"154","different","2","phonologically_related",0
"154","different","2","unrelated",0.25
"155","same","1","compound",0.0357142857142857
"155","same","1","semantically_related",0
"155","same","1","phonologically_related",0
"155","same","1","unrelated",0.0714285714285714
"155","same","2","compound",0.0357142857142857
"155","same","2","semantically_related",0.0357142857142857
"155","same","2","phonologically_related",0
"155","same","2","unrelated",0.0357142857142857
