"subjID","partner_type","block","mean","sd","sem","n"
"131","different","1",14.0469548637742,8.83299570394097,1.88320101164624,22
"131","different","2",10.4909799204216,10.1007147899941,2.02014295799882,25
"132","same","1",9.44709817799519,7.70022547462662,1.5718019431013,24
"132","same","2",7.29732482439744,6.84257834771346,1.4267762148131,23
"132","different","1",6.76846948722142,6.58982292893258,1.473529202878,20
"132","different","2",7.99420616100434,5.50448373860056,1.10089674772011,25
"133","same","1",10.4402720247607,7.54253538357195,1.57272734601026,23
"133","same","2",10.548168139712,8.16113514766543,1.73995985975722,22
"133","different","1",12.6700262062117,5.96446971573713,1.49111742893428,16
"133","different","2",10.9494298931382,8.73573453094872,2.18393363273718,16
"134","same","1",12.6811102762992,6.27558909620768,1.43971887797658,19
"134","same","2",13.9169676305125,8.95048919742529,1.86630601052531,23
"134","different","1",10.5641268519591,8.97718199149211,1.83245960060482,24
"134","different","2",13.0615180974375,6.7716075084304,1.41197777184485,23
"135","same","1",9.09110172146972,5.18039912722155,1.03607982544431,25
"135","same","2",9.26250797938332,5.94201145006357,1.1653243205333,26
"135","different","1",11.9152459676626,7.50092418202286,1.50018483640457,25
"135","different","2",8.82666463080836,7.69004174842332,1.45328128843089,28
"136","same","1",5.4221309681572,7.04322780334684,1.53695831169783,21
"136","same","2",5.88708860515545,6.68515631443146,1.33703126288629,25
"136","different","1",4.49816759441394,7.30715332668303,1.6339291560477,20
"136","different","2",6.14350293536219,8.19019431408883,1.70777356841582,23
"137","same","1",8.4947860675747,9.36454191917016,1.83653776852717,26
"137","same","2",11.1288970212068,8.69382553943502,1.67312750516015,27
"137","different","1",10.8742352892108,7.59796989823874,1.51959397964775,25
"137","different","2",12.6356461509243,8.65760690659362,1.66615722601993,27
"138","same","1",3.63903974129871,6.74393367074002,1.87043066524471,13
"138","same","2",8.37380608290834,8.08983931368761,2.0224598284219,16
"138","different","1",5.04808437310377,6.84801253966527,1.49435884871538,21
"138","different","2",6.81923562829166,8.75457929363166,2.00843823337653,19
"139","same","1",13.2626901414167,7.36132539728714,1.56943984802837,22
"139","same","2",16.7806064371043,7.71001433226724,1.54200286645345,25
"139","different","1",15.5486842864297,5.67656790551771,1.15872457156482,24
"139","different","2",15.2926133104167,6.23225117276542,1.22224501321317,26
"140","same","1",5.65289908418616,4.8258814861897,0.94643322570644,26
"140","same","2",5.68841598920687,5.29199713755777,1.03784602578016,26
"140","different","1",5.083706473894,4.6366281031558,1.06371543897036,19
"140","different","2",4.79624460114512,3.76666906296179,0.887812412301954,18
"141","same","1",13.7213350427939,7.07159826763079,1.38685452149763,26
"141","same","2",12.9432241153822,11.6701572752954,2.28870614128569,26
"141","different","1",11.0068699107881,11.7507725461601,2.56422879366607,21
"141","different","2",8.13893213233384,7.64145742308224,1.66750271719317,21
"142","same","1",12.273431636682,9.93084138443361,2.0271245090314,24
"142","same","2",12.7962810982976,10.7865782208076,2.20180105929973,24
"142","different","1",14.8839637955925,8.24932645575251,1.6498652911505,25
"142","different","2",14.0580634660745,11.4099128510859,2.32903870789873,24
"143","same","1",7.62577958855612,6.39198690844153,1.36277618781542,22
"143","same","2",0.0188978424192533,7.41680056550797,1.61847857170627,21
"143","different","1",5.10652362964683,6.688426229377,1.42597726339483,22
"143","different","2",5.38943548779795,7.69344875916192,1.60419496009478,23
"145","same","1",7.9449146006818,5.46961121449823,1.05262716901772,27
"145","same","2",10.8283309595865,7.30336697861515,1.40553363036469,27
"145","different","1",10.2513562803409,6.9486949680433,1.33727697010547,27
"145","different","2",10.1833654186485,6.91401508190226,1.3306028229058,27
"146","same","1",14.1568960420871,4.95518508908571,1.01147292077563,24
"146","same","2",12.6950260877548,6.57054762357747,1.37005388776436,23
"146","different","1",14.7824358495203,7.43898526136635,1.51847650786934,24
"146","different","2",12.6130037418721,8.55261053520384,1.7457943150001,24
"147","same","1",12.3652124955429,7.01566022488858,1.53094257288775,21
"147","same","2",9.69717673025279,7.60605752107272,1.4916706046715,26
"147","different","1",13.1100990983881,7.09869023818831,1.48017923558851,23
"147","different","2",11.5002552018036,7.69787757184803,1.57132267945354,24
"148","same","1",16.7992652868737,6.138216221922,1.2799065588697,23
"148","same","2",17.8394500772148,6.26504151244714,1.30635146001117,23
"148","different","1",13.4190786760519,5.79199292048444,1.26391647536992,21
"148","different","2",17.2944543422425,7.97618101334825,1.70052750582787,22
"149","same","1",9.87088644906115,7.92100961890267,1.68876492500973,22
"149","same","2",11.444937806546,8.34889571849886,1.70421120216911,24
"149","different","1",13.4823673426302,7.44836397940769,1.75559622619493,18
"149","different","2",12.5743187593811,5.70418663352913,1.30863016266574,19
"151","same","1",5.98423899103433,5.81807757982271,1.55494663952625,14
"151","same","2",4.63252205736993,5.96937914121846,1.44778710109427,17
"151","different","1",7.47869506822781,6.62951946913687,1.60789464813765,17
"151","different","2",5.6749164814411,5.81158076508355,1.26819089349261,21
"152","same","1",4.46528059967409,5.15321355640518,1.18222826983442,19
"152","same","2",2.74990540572026,4.86806873217707,1.0378757409685,22
"152","different","1",5.55813527123421,4.85512553495349,1.0856390735451,20
"152","different","2",2.58052513744633,4.7052984416991,1.0521367170063,20
"153","same","1",4.26534523661156,9.86109883417662,2.10239333549993,22
"153","same","2",8.54801057319986,9.19452545138603,1.91719108702862,23
"153","different","1",6.42499798265163,10.2644728215,2.01302873898351,26
"153","different","2",10.1566306926515,7.83488208378055,1.50782376004656,27
"154","same","1",6.26738278510116,4.48055179415626,0.914588805149545,24
"154","same","2",6.9710000116037,3.88256535268372,0.776513070536745,25
"154","different","1",6.39298139928137,4.63653685211402,1.19714866748764,15
"154","different","2",6.86477703429207,4.61974665956878,1.088884730115,18
"155","same","1",12.8083011582621,6.7007989842244,1.34015979684488,25
"155","same","2",12.1501966902652,7.19842844951289,1.43968568990258,25
"155","different","1",13.1027868453469,8.01199219356464,1.67061585767099,23
"155","different","2",11.4999153288189,6.69805797521602,1.3396115950432,25
"156","same","1",5.46752115532572,8.09399277614505,2.16321056138272,14
"156","same","2",10.5127371701273,11.4055179953741,3.0482529040982,14
"156","different","1",7.84926222760721,8.12511826430251,2.03127956607563,16
"156","different","2",8.48341849571428,6.85706804177303,1.4297975248798,23
