"","error","count_mean","count_sd","perc_mean","perc_sd"
"1","4",19.9615384615385,11.3517063388027,17.8228021978022,10.1354520882167
"2","correct",82.2307692307692,14.9083676788461,73.4203296703297,13.3110425703983
"3","5",3.91176470588235,3.26939570969856,3.49264705882353,2.91910331223086
"4","2",5.66666666666667,3.31555542879597,5.05952380952381,2.96031734713926
"5","1",1.96428571428571,1.17006308336244,1.75382653061224,1.04469918157361
"6","8",3,1.63299316185545,2.67857142857143,1.45802960879951
"7","6",1.5,0.707106781186548,1.33928571428571,0.631345340345132
"8","3",1.30769230769231,0.480384461415261,1.16758241758242,0.428914697692198
