"contrast","estimate","SE","df","z.ratio","p.value","Bonf2","Bonf3"
"(same entrainment_VOTinv-2.02025433359911) - (different entrainment_VOTinv-2.02025433359911)",-2.96851512367625,1.19703765288172,Inf,-2.47988450198698,0.0131424945921808,0.0262849891843617,0.0394274837765425
"(same entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv0.341850180291992",-2.39720779970031,1.47813504468704,Inf,-1.62177861103879,0.104850759754298,0.209701519508595,0.314552279262893
"(same entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv0.341850180291992",-2.36599443132883,1.55943005994253,Inf,-1.51721740660561,0.129211802955421,0.258423605910842,0.387635408866264
"(same entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv2.25907337840492",-4.34292289285328,2.67787653832204,Inf,-1.62177861103879,0.104850759754298,0.209701519508595,0.314552279262893
"(same entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv2.25907337840492",-1.87695313704307,2.52074734042362,Inf,-0.744601851579319,0.456512448274329,0.913024896548658,1.36953734482299
"(different entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv0.341850180291992",0.571307323975937,1.4535413067152,Inf,0.393045124577169,0.694286153238151,1.3885723064763,2.08285845971445
"(different entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv0.341850180291992",0.602520692347416,1.45466875274355,Inf,0.414197865466653,0.678729204924461,1.35745840984892,2.03618761477338
"(different entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv2.25907337840492",-1.37440776917704,2.42432984184266,Inf,-0.566922761686748,0.570766658966421,1.14153331793284,1.71229997689926
"(different entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv2.25907337840492",1.09156198663317,2.63536362120884,Inf,0.414197865466653,0.678729204924461,1.35745840984892,2.03618761477338
"same entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv0.341850180291992",0.0312133683714798,0.387254408147815,Inf,0.0806017122458827,0.935758704462611,1.87151740892522,2.80727611338783
"same entrainment_VOTinv0.341850180291992 - same entrainment_VOTinv2.25907337840492",-1.94571509315297,1.199741493635,Inf,-1.62177861103879,0.104850759754298,0.209701519508595,0.314552279262893
"same entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv2.25907337840492",0.520254662657235,1.2916612866365,Inf,0.402779480998446,0.687110457307468,1.37422091461494,2.0613313719224
"different entrainment_VOTinv0.341850180291992 - same entrainment_VOTinv2.25907337840492",-1.97692846152445,1.22907961040632,Inf,-1.60846249891892,0.107733923079403,0.215467846158806,0.32320176923821
"different entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv2.25907337840492",0.489041294285755,1.18069486846529,Inf,0.414197865466653,0.678729204924461,1.35745840984892,2.03618761477338
"same entrainment_VOTinv2.25907337840492 - different entrainment_VOTinv2.25907337840492",2.46596975581021,1.03821709889162,Inf,2.37519663126606,0.0175396037761776,0.0350792075523551,0.0526188113285327
