"partner_type","block","mean_bSubj","sd_bSubj","sem_bSubj","n_bSubj"
"same","1",9.74065121384825,4.07561011987074,0.594488835483678,47
"same","2",10.5416942492847,4.52090319753906,0.65944150647184,47
"different","1",10.7448291994323,3.90576371084103,0.569714190474611,47
"different","2",10.3306690869469,3.91689743440761,0.571338210967991,47
