"partner_type","entrainment_VOTinv","yvar","SE","df","LCL","UCL","tvar","xvar"
"same",-2.02025433359911,2.02589037193833,1.23332537495297,Inf,-0.39138294418885,4.44316368806551,"same",-2.02025433359911
"different",-2.02025433359911,5.14954360835151,1.17037758885106,Inf,2.8556456858906,7.44344153081241,"different",-2.02025433359911
"same",0.341850180291992,3.27243550036928,0.418934602398253,Inf,2.45133876779109,4.09353223294746,"same",0.341850180291992
"different",0.341850180291992,3.55392146243902,0.428345370011965,Inf,2.71437996427108,4.39346296060695,"different",0.341850180291992
"same",2.25907337840492,4.28420497274777,0.903610225543826,Inf,2.51316147461976,6.05524847087579,"same",2.25907337840492
"different",2.25907337840492,2.25882051513725,0.987877273716267,Inf,0.322616637507751,4.19502439276675,"different",2.25907337840492
