"contrast","estimate","SE","df","z.ratio","p.value"
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",6.58883979012014,2.72185575712944,Inf,2.42071600335976,0.591912927508642
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-5.16354537492358,1.81367800947852,Inf,-2.84700225064108,0.283310874212304
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",0.866336616506633,0.763782323151715,Inf,1.1342716245798,0.999692409371743
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",1.28308901552766,0.927173966718877,Inf,1.38387083932944,0.99629194704503
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-3.77838412773071,1.66119275939338,Inf,-2.27450072025986,0.702119338241036
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",6.51555732099042,2.30855372746104,Inf,2.82235463852785,0.298483817346886
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-1.05080796406932,0.947336311071041,Inf,-1.1092237801814,0.999771692120994
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",1.66891133338019,0.916282666050124,Inf,1.82139354504486,0.938363099405041
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",6.71125522690946,2.84201767472441,Inf,2.36144035506755,0.637513887518189
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-5.04112993813426,1.85695898813983,Inf,-2.71472335702153,0.369818655567089
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",0.988752053295953,0.912379520503776,Inf,1.08370697837453,0.999833241234743
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",1.40550445231698,0.770904674982098,Inf,1.82318838882333,0.937838304865672
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-3.65596869094139,1.63344706219661,Inf,-2.23819233298259,0.727893674124708
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",6.63797275777974,2.17249527015776,Inf,3.05546016553477,0.174260450072973
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",2.71971929744951,1.03896551921139,Inf,2.61771853556205,0.440092058974887
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",7.76206319097878,3.35289109553088,Inf,2.31503588092227,0.672434841474333
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-3.99032197406494,2.24289139195303,Inf,-1.77909727969053,0.949835436834086
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",2.03956001736527,1.307851427321,Inf,1.55947378636357,0.986049211436972
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",2.4563124163863,1.27950831752714,Inf,1.91973149587142,0.904795697939117
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-2.60516072687207,1.30004104831741,Inf,-2.00390651529336,0.867954793867975
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",7.68878072184907,2.30754417346678,Inf,3.33201886674945,0.0813444724476438
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",5.04234389352926,3.15455278270867,Inf,1.5984338322593,0.981996236954131
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-6.71004127151445,2.55610715256348,Inf,-2.6251017156245,0.434583968319981
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.68015928008424,1.33120365828014,Inf,-0.510935555092283,0.999999998150313
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.26340688106321,1.09124891222629,Inf,-0.241381116729661,1
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-5.32488002432158,1.68799986883946,Inf,-3.15455002255573,0.134613766416726
"different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",4.96906142439955,1.81553379182405,Inf,2.73696994612652,0.35443994995574
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-11.7523851650437,3.27530284877644,Inf,-3.588182744516,0.0359985865202866
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-5.7225031736135,2.29069743082301,Inf,-2.49814885921338,0.531660871686688
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-5.30575077459247,2.86551454826136,Inf,-1.85158744973454,0.929109874579408
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-10.3672239178508,4.14996243302943,Inf,-2.49814885921338,0.531660871686689
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-0.0732824691297109,3.55114136761324,Inf,-0.0206363142278858,1
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",6.02988199143021,1.95693711964054,Inf,3.08128551035806,0.163189869315373
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",6.44663439045124,2.09306448435576,Inf,3.07999798316558,0.163729279968799
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",1.38516124719287,2.43857639141962,Inf,0.568020445070617,0.999999989820149
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",11.679102695914,3.79191894272294,Inf,3.07999798316558,0.163729279968799
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",0.41675239902103,1.09392725551953,Inf,0.380969024145124,0.999999999984962
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-4.64472074423734,1.85926500220643,Inf,-2.49814885921338,0.531660871686688
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",5.64922070448379,2.34553987997123,Inf,2.40849484279632,0.601378302500442
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-5.06147314325837,1.79420675191603,Inf,-2.82100885968311,0.299325423307128
"different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",5.23246830546276,1.69885445836718,Inf,3.07999798316558,0.163729279968799
"same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",10.2939414487211,2.7289769652387,Inf,3.77208806810897,0.0188836270188522
