"contrast","estimate","SE","df","z.ratio","p.value"
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.11866700435996,1.88222662840535,Inf,-0.594331727900221,0.999999979030612
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.24108244114928,1.84930130080039,Inf,-0.671108834786483,0.999999857490579
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-2.2918904052186,2.29476980809555,Inf,-0.998745232368495,0.999946039092531
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",0.427828892230915,2.47643387612496,Inf,0.17276007098577,1
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",5.47017278576018,3.11377247463143,Inf,1.75676701824775,0.955223176738252
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-6.28221237928354,2.94329460113819,Inf,-2.1344150792293,0.796178289012102
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.252330387853325,2.11923126179856,Inf,-0.119066943000442,1
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",0.164422011167705,2.06656575132464,Inf,0.0795629227196437,1
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-4.89705113209067,2.82538362408865,Inf,-1.73323406079776,0.960425873676098
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",5.39689031663047,2.67349430077561,Inf,2.01866535307922,0.860714450678044
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629)",-0.717993317849192,0.972241259058324,Inf,-0.738492952402178,0.999999372869216
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629)",2.66147684376373,1.69102332045992,Inf,1.57388535779617,0.984645599196244
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629)",-2.98547352993131,2.0651770354265,Inf,-1.4456259578321,0.993881450417923
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",2.40244003036757,1.54226990476497,Inf,1.55772995566148,0.986211805550818
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",-1.22161219625408,1.33966236738852,Inf,-0.911880654403573,0.999985301938222
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",0.956976459042876,0.843692496845623,Inf,1.1342716245798,0.999692409371743
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",0.834561022253556,0.871936592707009,Inf,0.957134990358167,0.999970474225434
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-0.216246941815765,1.11699765403752,Inf,-0.193596594436986,1
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",2.50347235563375,1.33964255151203,Inf,1.8687614489463,0.923436695733717
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",7.54581624916301,3.33946577488042,Inf,2.25958783764844,0.712806989596537
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-4.2065689158807,2.01220078090159,Inf,-2.09053140014979,0.822215833825248
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",1.82331307554951,1.60747481999734,Inf,1.1342716245798,0.999692409371743
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",2.24006547457054,1.35778485309271,Inf,1.64979412568066,0.975284991400278
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-2.82140766868783,1.82907513123638,Inf,-1.54253240914203,0.987565149472744
"(same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",7.4725337800333,2.54862473310501,Inf,2.93198668402211,0.234621952559961
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629)",3.37947016161292,1.79025328991494,Inf,1.88770504187901,0.916826517369886
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629)",-2.26748021208211,1.59501831654342,Inf,-1.42160136254485,0.994940608486653
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",3.12043334821676,1.48739421878172,Inf,2.09791950836854,0.817961848092711
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",-0.503618878404892,1.29182146340898,Inf,-0.389851765642517,0.999999999977985
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",1.67496977689207,0.869265495194379,Inf,1.92687940123233,0.901962145990873
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",1.55255434010275,0.851560019590052,Inf,1.82318838882333,0.937838304865672
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",0.501746376033427,1.20912638016005,Inf,0.414966031894046,0.99999999993835
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",3.22146567348294,1.35395731902993,Inf,2.3792963250799,0.623870177883373
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",8.2638095670122,3.05131943483876,Inf,2.70827415597964,0.374333467237931
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-3.48857559803151,1.94928847773481,Inf,-1.78966614632917,0.947126999485456
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",2.5413063933987,1.34599911277664,Inf,1.88804462742645,0.916704614994216
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",2.95805879241973,1.62246469457215,Inf,1.82318838882333,0.937838304865672
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-2.10341435083864,1.85501909508863,Inf,-1.13390441985619,0.999693728582022
"(different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",8.19052709788249,2.85076009639774,Inf,2.87310289919947,0.267750832417109
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629)",-5.64695037369503,2.54114104534437,Inf,-2.22221052390651,0.738959269747431
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",-0.259036813396156,2.39321688968006,Inf,-0.108237917972736,1
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",-3.88308904001781,2.22579194665288,Inf,-1.74458760436129,0.957975361547477
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.70450038472085,1.63150720871322,Inf,-1.04473972019113,0.999898976519469
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.82691582151017,1.69430713736713,Inf,-1.07826720505298,0.999844263424978
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-2.87772378557949,1.4360569036616,Inf,-2.00390651529336,0.867954793867975
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-0.158004488129978,1.74744773697542,Inf,-0.0904201509359367,1
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",4.88433940539929,2.92661510868123,Inf,1.66893808171456,0.972336881836421
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-6.86804575964443,2.81918703850342,Inf,-2.43617953184488,0.579905502627223
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.838163768214218,1.92628186430487,Inf,-0.435120001774342,0.99999999986524
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.421411369193188,1.95416942594549,Inf,-0.215647304475299,1
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-5.48288451245156,2.73609795197901,Inf,-2.00390651529336,0.867954793867975
"(same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",4.81105693626957,2.62855977691288,Inf,1.83030151283831,0.935727376645754
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",5.38791356029888,2.57787852553248,Inf,2.09005719506739,0.822487042373806
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",1.76386133367722,2.60093199232458,Inf,0.678165111153395,0.999999832218398
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",3.94244998897418,2.04252572617004,Inf,1.93018376143869,0.900633819144403
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",3.82003455218486,2.05339609317122,Inf,1.86034957643524,0.926253091975938
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",2.76922658811554,2.01319609199533,Inf,1.37553743479151,0.996545076612627
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",5.48894588556505,2.00548270299177,Inf,2.73696994612652,0.35443994995574
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",10.5312897790943,3.83099804310167,Inf,2.74896767385658,0.346276227562085
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-1.2210953859494,2.3517922791851,Inf,-0.519219064012109,0.999999997600619
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",4.80878660548082,2.30552381763528,Inf,2.085767480994,0.824930322020187
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",5.22553900450185,2.64218786434405,Inf,1.97773181650698,0.88022445810112
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",0.164065861243474,2.33094291154258,Inf,0.0703860486805736,1
"(different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log-1.79619292123629) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",10.4580073099646,3.82101649481582,Inf,2.73696994612652,0.35443994995574
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709)",-3.62405222662165,1.20072963647392,Inf,-3.01820835976372,0.191169205907844
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.44546357132469,1.13333720853196,Inf,-1.27540467253964,0.998612410660007
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-1.56787900811401,1.2507905413525,Inf,-1.25351044501715,0.998881753195753
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-2.61868697218334,2.0532204629366,Inf,-1.27540467253964,0.998612410660007
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",0.101032325266178,1.88097169903107,Inf,0.0537128364654408,1
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",5.14337621879544,2.23888249123008,Inf,2.29729619081955,0.685532696749544
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-6.60900894624827,1.86313296877861,Inf,-3.54725564787834,0.0412812374824522
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.579126954818062,1.23357302860501,Inf,-0.469471155244835,0.999999999532704
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",-0.162374555797032,1.49289664175173,Inf,-0.108764767269157,1
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-5.2238476990554,2.53064584260397,Inf,-2.06423499136497,0.83691649237628
"(same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",5.07009374966573,2.76805943486366,Inf,1.83164193868383,0.935323995268083
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",2.17858865529696,1.11777082361325,Inf,1.94904770215289,0.892826962475178
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",2.05617321850764,1.12890112304477,Inf,1.82139354504486,0.938363099405041
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",1.00536525443832,1.72685269255593,Inf,0.582195145406564,0.999999984905887
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",3.72508455188783,2.04518378909489,Inf,1.82139354504486,0.93836309940504
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - (same entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",8.7674284454171,2.84198031874253,Inf,3.08497155578345,0.161652819548541
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - (different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log1.84480707876371)",-2.98495671962662,1.39848933259244,Inf,-2.1344150792293,0.796178289012102
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",3.04492527180359,1.40838036705579,Inf,2.16200491218789,0.778895381942491
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log1.84480707876371",3.46167767082462,1.47246477408925,Inf,2.35094090652576,0.64548836998293
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",-1.59979547243375,2.18030277230883,Inf,-0.733749226369898,0.999999431943603
"(different entrainment_VOTinv-2.02025433359911 c_SUBTLEX_frequency_log0.114807078763709) - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log1.84480707876371",8.69414597628738,2.96352005444697,Inf,2.93372267322477,0.233687489971751
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709",-0.12241543678932,0.392111156731423,Inf,-0.312195750332012,0.999999999999648
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - same entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",-1.17322340085864,0.919883254404637,Inf,-1.27540467253964,0.998612410660007
"same entrainment_VOTinv0.341850180291992 c_SUBTLEX_frequency_log0.114807078763709 - different entrainment_VOTinv2.25907337840492 c_SUBTLEX_frequency_log0.114807078763709",1.54649589659087,1.06696533815584,Inf,1.44943405496552,0.993697706979287
