"contrast","estimate","SE","df","z.ratio","p.value","Bonf2","Bonf3"
"(same entrainment_VOT-1596.35185185185) - (different entrainment_VOT-1596.35185185185)",3.14917065828365,1.87300233410744,Inf,1.68134903034403,0.0926951395469425,0.185390279093885,0.278085418640828
"(same entrainment_VOT-1596.35185185185) - (same entrainment_VOT-99.0857142857144)",1.7950078709146,2.78665555676432,Inf,0.644144148550185,0.519481964174169,1.03896392834834,1.55844589252251
"(same entrainment_VOT-1596.35185185185) - (different entrainment_VOT-99.0857142857144)",1.7243970436922,2.78272851840636,Inf,0.61967850341353,0.535469471070311,1.07093894214062,1.60640841321093
"(same entrainment_VOT-1596.35185185185) - same entrainment_VOT385.121233859397",2.37550272167296,3.6878433608683,Inf,0.644144148550185,0.519481964174169,1.03896392834834,1.55844589252251
"(same entrainment_VOT-1596.35185185185) - different entrainment_VOT385.121233859397",1.2636337455651,3.46125177276234,Inf,0.365079985081993,0.715051700892469,1.43010340178494,2.14515510267741
"(different entrainment_VOT-1596.35185185185) - (same entrainment_VOT-99.0857142857144)",-1.35416278736905,2.6431539346018,Inf,-0.512328385283041,0.608421202497631,1.21684240499526,1.82526360749289
"(different entrainment_VOT-1596.35185185185) - (different entrainment_VOT-99.0857142857144)",-1.42477361459145,2.58821860842977,Inf,-0.55048426355911,0.581987267395428,1.16397453479086,1.74596180218628
"(different entrainment_VOT-1596.35185185185) - same entrainment_VOT385.121233859397",-0.773667936610687,3.38149479927768,Inf,-0.228794655185024,0.819028521162215,1.63805704232443,2.45708556348665
"(different entrainment_VOT-1596.35185185185) - different entrainment_VOT385.121233859397",-1.88553691271855,3.42523308573395,Inf,-0.55048426355911,0.581987267395428,1.16397453479086,1.74596180218628
"(same entrainment_VOT-99.0857142857144) - (different entrainment_VOT-99.0857142857144)",-0.0706108272223939,0.381240347212019,Inf,-0.18521341651996,0.853061646288226,1.70612329257645,2.55918493886468
"(same entrainment_VOT-99.0857142857144) - same entrainment_VOT385.121233859397",0.580494850758367,0.901187804103977,Inf,0.644144148550185,0.519481964174169,1.03896392834834,1.55844589252251
"(same entrainment_VOT-99.0857142857144) - different entrainment_VOT385.121233859397",-0.531374125349498,0.894428081136024,Inf,-0.594093741639455,0.552449416495524,1.10489883299105,1.65734824948657
"(different entrainment_VOT-99.0857142857144) - same entrainment_VOT385.121233859397",0.651105677980761,1.00576345159648,Inf,0.647374566004798,0.517389552750916,1.03477910550183,1.55216865825275
"(different entrainment_VOT-99.0857142857144) - different entrainment_VOT385.121233859397",-0.460763298127105,0.837014477304179,Inf,-0.55048426355911,0.581987267395428,1.16397453479086,1.74596180218628
"same entrainment_VOT385.121233859397 - different entrainment_VOT385.121233859397",-1.11186897610787,0.712608486985575,Inf,-1.56028028912652,0.118693659259264,0.237387318518528,0.356080977777791
