"contrast","estimate","SE","df","z.ratio","p.value"
"(same entrainment_VOTinv-2.02025433359911) - (different entrainment_VOTinv-2.02025433359911)",-3.34057857308516,1.17975689996442,Inf,-2.83158214475024,0.0526102098754044
"(same entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv0.341850180291992",-1.29630284531038,1.12323250695512,Inf,-1.15408238034744,0.858468343264444
"(same entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv0.341850180291992",-1.43752163051621,1.2312187060048,Inf,-1.16755993350755,0.852354830275334
"(same entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv2.25907337840492",-2.34845861242114,2.03491419019337,Inf,-1.15408238034744,0.858468343264444
"(same entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv2.25907337840492",0.107111511737403,1.86243404720465,Inf,0.0575115730396829,0.999999912061466
"(different entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv0.341850180291992",2.04427572777478,1.11537806766388,Inf,1.83280968762139,0.444454509884622
"(different entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv0.341850180291992",1.90305694256895,1.12228214870946,Inf,1.69570276490392,0.53459054220753
"(different entrainment_VOTinv-2.02025433359911) - same entrainment_VOTinv2.25907337840492",0.992119960664027,1.72607445977763,Inf,0.57478398747169,0.99267299064037
"(different entrainment_VOTinv-2.02025433359911) - different entrainment_VOTinv2.25907337840492",3.44769008482257,2.03319246520065,Inf,1.69570276490392,0.53459054220753
"same entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv0.341850180291992",-0.141218785205827,0.384124159298186,Inf,-0.367638384067904,0.999127334114073
"same entrainment_VOTinv0.341850180291992 - same entrainment_VOTinv2.25907337840492",-1.05215576711075,0.911681683238246,Inf,-1.15408238034744,0.858468343264444
"same entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv2.25907337840492",1.40341435704779,1.05338011578318,Inf,1.33229623003122,0.767067659447373
"different entrainment_VOTinv0.341850180291992 - same entrainment_VOTinv2.25907337840492",-0.910936981904924,0.944517547231094,Inf,-0.964446859219701,0.92913918533801
"different entrainment_VOTinv0.341850180291992 - different entrainment_VOTinv2.25907337840492",1.54463314225361,0.910910316491187,Inf,1.69570276490392,0.534590542207529
"same entrainment_VOTinv2.25907337840492 - different entrainment_VOTinv2.25907337840492",2.45557012415854,1.02472383972538,Inf,2.39632379863106,0.157379499302773
