"c_FASQUEL_concreteness","block","partner_type","yvar","SE","df","LCL","UCL","tvar","xvar"
-0.910780159521436,"1","same",3.20216698285925,0.988831630489622,Inf,1.26409260032557,5.14024136539293,"-0.910780159521436 1","same"
1.22921984047856,"1","same",3.49737644841202,1.32009383566828,Inf,0.910040074288861,6.08471282253517,"1.22921984047856 1","same"
-0.910780159521436,"2","same",4.4694422815089,0.957269348855913,Inf,2.5932288342472,6.34565572877059,"-0.910780159521436 2","same"
1.22921984047856,"2","same",1.92243980021589,1.26712830983598,Inf,-0.561086050853735,4.40596565128551,"1.22921984047856 2","same"
-0.910780159521436,"1","different",4.47569085557664,0.983290483500149,Inf,2.54847692157538,6.40290478957791,"-0.910780159521436 1","different"
1.22921984047856,"1","different",2.74521116854344,1.3138933256775,Inf,0.170027570687997,5.32039476639889,"1.22921984047856 1","different"
-0.910780159521436,"2","different",2.2453993581722,0.963446700774288,Inf,0.357078523630654,4.13372019271374,"-0.910780159521436 2","different"
1.22921984047856,"2","different",5.6921236974141,1.28243076909816,Inf,3.17860557731571,8.20564181751249,"1.22921984047856 2","different"
