"subjID","partner_type","block","mean","sd","sem","n"
"101","same","1",0.592592592592593,0.50071174413254,0.0963620200871098,27
"101","same","2",0.72,0.458257569495584,0.0916515138991168,25
"101","different","1",0.32,0.476095228569523,0.0952190457139047,25
"101","different","2",0.481481481481481,0.509175077217316,0.0979907892986885,27
"102","same","1",0.785714285714286,0.417855447018672,0.0789672569132238,28
"102","same","2",0.928571428571429,0.262265264156481,0.0495634761777651,28
"102","different","1",0.892857142857143,0.314970394174356,0.0595238095238095,28
"102","different","2",0.964285714285714,0.188982236504614,0.0357142857142857,28
"103","same","1",0.307692307692308,0.470678724331642,0.0923076923076923,26
"103","same","2",0.37037037037037,0.492102877623411,0.0947052429549553,27
"103","different","1",0.407407407407407,0.50071174413254,0.0963620200871098,27
"103","different","2",0.607142857142857,0.497347461393438,0.0939898355740239,28
"104","same","1",0.8,0.408248290463863,0.0816496580927726,25
"104","same","2",0.857142857142857,0.356348322549899,0.0673435029701474,28
"104","different","1",0.62962962962963,0.492102877623411,0.0947052429549553,27
"104","different","2",0.807692307692308,0.40191847623425,0.0788226981996892,26
"105","same","1",0.583333333333333,0.503610155185335,0.102798992457327,24
"105","same","2",0.807692307692308,0.40191847623425,0.0788226981996892,26
"105","different","1",0.52,0.509901951359279,0.101980390271856,25
"105","different","2",0.576923076923077,0.503831473655779,0.0988094813743471,26
"106","same","1",0.307692307692308,0.470678724331642,0.0923076923076923,26
"106","same","2",0.481481481481481,0.509175077217316,0.0979907892986885,27
"106","different","1",0.714285714285714,0.460043706228236,0.0869400884928835,28
"106","different","2",0.642857142857143,0.487950036474267,0.0922138891954147,28
"108","same","1",0.75,0.440958551844098,0.0833333333333333,28
"108","same","2",0.851851851851852,0.362013992898246,0.0696696254167378,27
"108","different","1",0.607142857142857,0.497347461393438,0.0939898355740239,28
"108","different","2",0.62962962962963,0.492102877623411,0.0947052429549553,27
"109","same","1",0.807692307692308,0.40191847623425,0.0788226981996892,26
"109","same","2",0.846153846153846,0.36794648440312,0.072160242458822,26
"109","different","1",0.740740740740741,0.446576084704722,0.0859436075726402,27
"109","different","2",0.807692307692308,0.40191847623425,0.0788226981996892,26
"110","same","1",0.6,0.5,0.1,25
"110","same","2",0.884615384615385,0.325812593608421,0.0638971066378314,26
"110","different","1",0.84,0.374165738677394,0.0748331477354788,25
"110","different","2",0.962962962962963,0.192450089729875,0.037037037037037,27
