"partner_type","c_entrainment_ACC","yvar","SE","df","LCL","UCL","tvar","xvar"
"same",-0.371773778804098,7.7683255231196,1.62491333096101,Inf,4.58355391643702,10.9530971298022,"same",-0.371773778804098
"different",-0.371773778804098,10.33427661685,1.4573412345822,Inf,7.47794028388372,13.1906129498162,"different",-0.371773778804098
"same",0.00371323418291462,10.282635774398,0.632750024192184,Inf,9.04246851576451,11.5228030330316,"same",0.00371323418291462
"different",0.00371323418291462,10.4543875782139,0.592844772983271,Inf,9.29243317474385,11.6163419816839,"different",0.00371323418291462
"same",0.346297772286321,12.5766267415708,1.47746927052576,Inf,9.68084018307561,15.4724133000659,"same",0.346297772286321
"different",0.346297772286321,10.5639736805205,1.43148785742382,Inf,7.75830903566345,13.3696383253776,"different",0.346297772286321
