"subjID","partner_type","block","mean","sd","sem","n"
"102","same","1",4.36814629622312,8.17177030303348,1.74222728250024,22
"102","same","2",4.55772284268945,6.33269342517842,1.24194335956098,26
"102","different","1",6.25665473213746,6.4788341039108,1.29576682078216,25
"102","different","2",2.34281375636377,6.79806044033024,1.30828734173067,27
"104","same","1",3.06868061133875,7.47949963143316,1.67246696135692,20
"104","same","2",5.54718055408931,9.41315547051686,1.92145231435453,24
"104","different","1",2.25717561390497,6.53871581080777,1.58587152610922,17
"104","different","2",3.31136314944459,6.54271471242752,1.42773740096192,21
"105","same","1",3.08641546462651,7.93339748651314,2.12028966483041,14
"105","same","2",1.61793411257288,8.61770536957155,1.88053748442329,21
"105","different","1",9.93382128722296,10.800286817225,2.99546060840173,13
"105","different","2",5.25105824921972,12.5366537162113,3.23695007067037,15
"106","same","1",2.55573591236787,7.25206068968398,2.56399064562596,8
"106","same","2",8.02134520539077,5.56132553178687,1.54243418187728,13
"106","different","1",7.89856682349147,7.95214442042832,1.77815354909734,20
"106","different","2",6.98139376519358,7.84016390807155,1.84794435500381,18
"108","same","1",8.03251904493086,7.091371790836,1.54746419107526,21
"108","same","2",5.76224316762531,8.53457945212727,1.77958283368387,23
"108","different","1",7.5059088441533,6.64932010405767,1.61269700750428,17
"108","different","2",1.81416260680422,6.84396515383613,1.65990536631253,17
"109","same","1",-0.165075100138403,12.1264193487417,2.64620164639933,21
"109","same","2",7.71401241879323,13.4519109002654,2.86795704028842,22
"109","different","1",2.79021156422481,8.68695013456308,1.9424611018034,20
"109","different","2",1.93115008639992,12.3781917625498,2.70114289136016,21
"110","same","1",9.35156909508732,5.56421980033479,1.43667537475561,15
"110","same","2",8.30478469613464,8.08583324906726,1.68601278209247,23
"110","different","1",8.30461715884802,9.6841894670337,2.11326339414171,21
"110","different","2",7.88373578747625,10.6757513938046,2.09368710304905,26
"111","same","1",0.431042049070878,8.83491402898473,2.45036427275543,13
"111","same","2",4.70966850188382,10.1195943085775,2.45436213074496,17
"111","different","1",3.72042848072603,10.188475568106,2.22330764319304,21
"111","different","2",6.03166896200313,7.20723789354187,1.6115873859972,20
"112","same","1",10.6801358453665,13.5577033035891,3.03159462055987,20
"112","same","2",8.34104998394691,9.84396648662425,2.20117782323216,20
"112","different","1",7.92231088613713,14.0815716709398,3.52039291773495,16
"112","different","2",7.76967949907569,13.3901431030421,2.92196877790387,21
"113","same","1",2.40397624477523,7.47616965583178,1.76215008697992,18
"113","same","2",4.5560336160916,7.30742857999907,1.55794900797326,22
"113","different","1",2.77093714742901,8.54420641570903,2.13605160392726,16
"113","different","2",2.99624491140564,7.60864053207019,1.74554185142218,19
"114","same","1",0.157811656523272,6.71689351944663,1.54096105609427,19
"114","same","2",2.07928351841133,5.73524875328111,1.17070274945601,24
"114","different","1",3.42702805319915,6.40263105958323,1.33504086381262,23
"114","different","2",3.05980485528676,7.49328889483189,1.4695548575283,26
"116","same","1",1.75617585872922,6.78976738888148,1.38595546457908,24
"116","same","2",0.508620405515448,8.8184157097232,1.80005156904708,24
"116","different","1",1.14960044930479,9.93924419650039,2.75665035306462,13
"116","different","2",-2.69620953817175,7.89499433204168,1.86086800987201,18
"117","same","1",0.762249823783813,6.17954831621635,1.41768561195337,19
"117","same","2",-1.24790814406111,4.16990292315563,0.932418639575107,20
"117","different","1",1.98510809421515,5.5416224209854,1.34404085758905,17
"117","different","2",1.21289180292005,7.93593859295586,1.92474782689251,17
"118","same","1",4.03416220797928,9.5001850495744,2.23921509036037,18
"118","same","2",2.89998403666229,7.47523497412412,1.71493651744357,19
"118","different","1",4.51564900697082,9.47165714897084,2.1729471758015,19
"118","different","2",7.17778987000829,7.76413818113934,1.61893472349843,23
"120","same","1",4.94582276166228,5.22471684330312,1.06649085971813,24
"120","same","2",6.02908000807503,7.49957982321046,1.47078861008834,26
"120","different","1",2.49653573266927,7.36392078103897,1.96809061328518,14
"120","different","2",4.57802677367363,6.93668245529224,1.6349917343583,18
"122","same","1",-0.392301450994617,10.8330850637112,2.89526376787039,14
"122","same","2",-0.550506099213703,8.86668692395388,1.98265146971694,20
"122","different","1",2.16448262859133,10.6795142026276,2.51718563748533,18
"122","different","2",4.59662113769004,10.1767851725996,2.12200639724932,23
"123","same","1",1.49430430804757,7.40695427216862,1.91246736948193,15
"123","same","2",-1.31752207058102,8.22551414962744,1.88706236509947,19
"123","different","1",0.706222479216356,8.35413916549512,1.6077548320154,27
"123","different","2",2.06982064676883,5.93998972445701,1.16492782752104,26
"124","same","1",0.831398605118055,7.57525241484478,1.69387793463124,20
"124","same","2",4.41926132906965,7.11511306378455,1.45236637237357,24
"124","different","1",3.55168998183073,7.21518836097397,1.92834020198597,14
"124","different","2",4.95550216395194,5.31811339673426,1.25349134864994,18
"125","same","1",6.3331634379947,6.89284827661182,1.40699676267678,24
"125","same","2",6.5169255214255,6.60380298601538,1.32076059720308,25
"125","different","1",6.27578753016218,7.09197857049815,1.77299464262454,16
"125","different","2",5.08945196492916,8.52461812695866,1.90616256141065,20
"126","same","1",5.87481252563065,6.41360546153938,1.55552780935089,17
"126","same","2",4.53636610001505,5.12482657133515,1.14594605864026,20
"126","different","1",6.43217527988577,6.79462480297397,1.38694698007874,24
"126","different","2",5.74578819954134,6.649130803617,1.30400183523361,26
"127","same","1",1.81360306638358,4.46219096556493,1.11554774139123,16
"127","same","2",1.82450660992608,4.29641028220104,0.842595379513223,26
"127","different","1",3.20063746409121,4.46036218144682,0.910467617712666,24
"127","different","2",3.41909127267607,5.55578165376493,1.11115633075299,25
"128","same","1",2.53315045942313,10.4788642187444,2.18499423255514,23
"128","same","2",2.96811147237906,7.42374538874925,1.45591625389142,26
"128","different","1",2.84648935423801,8.26079378118489,1.72249457493009,23
"128","different","2",4.69186675355544,6.81481148924944,1.42098642459027,23
"130","same","1",1.43864067546137,6.32251804020287,1.49023179346724,18
"130","same","2",3.96119700186584,4.8933417168172,0.978668343363439,25
"130","different","1",1.47370253925043,6.83001298814604,1.60984949983675,18
"130","different","2",4.4753481079372,9.15278235819544,1.90848705041105,23
"131","same","1",3.03834069781903,10.5732851007219,2.07359180966772,26
"131","same","2",5.66409336302825,11.4060005680291,2.23690074878579,26
"131","different","1",7.48808539630635,12.08230142428,2.57595531888091,22
"131","different","2",4.43366037791143,8.91595860840786,1.78319172168157,25
"132","same","1",1.9514355343674,7.15247213821623,1.45999226150859,24
"132","same","2",0.306247325106152,6.72417822669335,1.4020880829543,23
"132","different","1",1.84970686746183,7.62774621325081,1.70561590479454,20
"132","different","2",0.124735138237669,6.34169127832059,1.26833825566412,25
"133","same","1",2.74620159876706,5.87546503808663,1.22511914972946,23
"133","same","2",0.456366247644566,7.4544132576737,1.58928624654679,22
"133","different","1",6.05406408817933,6.9507536034836,1.7376884008709,16
"133","different","2",1.79673286182808,8.66256071867295,2.16564017966824,16
"134","same","1",7.36789076974695,6.83790238312457,1.56872239335979,19
"134","same","2",7.70397502324699,6.79764040146349,1.41740600528186,23
"134","different","1",3.32827874974932,10.506381364127,2.14460611543312,24
"134","different","2",4.83998342655034,8.29963252439885,1.73059301271407,23
"135","same","1",7.26961535029267,6.73311546257741,1.34662309251548,25
"135","same","2",7.52139169720144,5.67471299082408,1.11290277977886,26
"135","different","1",10.695448375118,7.58221851361918,1.51644370272384,25
"135","different","2",8.00578649224489,9.34628226131147,1.76628132474604,28
"136","same","1",1.02036523860443,7.67838383629393,1.67556072117821,21
"136","same","2",0.955777628450965,7.16907907240343,1.43381581448069,25
"136","different","1",-1.97503496030944,6.98084042978755,1.56096337410838,20
"136","different","2",-1.84461644461764,7.31473753809261,1.52522821173667,23
"137","same","1",4.3513463078178,8.2269350830305,1.61343471251668,26
"137","same","2",4.90263458370336,10.2447378676867,1.97160072189535,27
"137","different","1",7.14211636227846,8.09732507528669,1.61946501505734,25
