"c_FASQUEL_concreteness","block","partner_type","yvar","SE","df","LCL","UCL","tvar","xvar"
-0.886599221789883,"1","same",9.16084131781867,1.12831784558878,Inf,6.94937897735084,11.3723036582865,"-0.886599221789883 1","same"
1.25340077821012,"1","same",11.5884269390923,1.52823719451323,Inf,8.59313707801187,14.5837168001728,"1.25340077821012 1","same"
-0.886599221789883,"2","same",11.4168251825661,1.24112053510176,Inf,8.98427363329359,13.8493767318386,"-0.886599221789883 2","same"
1.25340077821012,"2","same",8.90394452408301,1.72841835505827,Inf,5.51630679795085,12.2915822502152,"1.25340077821012 2","same"
-0.886599221789883,"1","different",10.6273977479044,1.12288481648867,Inf,8.42658394879972,12.828211547009,"-0.886599221789883 1","different"
1.25340077821012,"1","different",10.195079275659,1.51421812114855,Inf,7.22726629346991,13.162892257848,"1.25340077821012 1","different"
-0.886599221789883,"2","different",9.31038855777195,1.22143487448702,Inf,6.91642019431619,11.7043569212277,"-0.886599221789883 2","different"
1.25340077821012,"2","different",12.9586593318051,1.68637267053956,Inf,9.6534296330349,16.2638890305752,"1.25340077821012 2","different"
